generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,100,0,0,0,0,-5.28349,0.153556,-0.886558,2.76651,-1.82071,1.13927,-2.63479,-1.09412,0.517024,-0.213977,2.55383,3.70926,1.40812,3.08738,0.367967,0.00984823,-7.27826,-2.13242,0.989803,-2.51157,2.68337,-1.98793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,200,0,5,1.6,1.4527,-5.93629,-0.409076,-5.47825,2.96643,-3.55969,-0.751603,-2.5553,-2.64391,3.69553,2.54037,0.853784,-3.7449,1.10692,0.114367,1.61795,-8.19696,-6.31678,-5.76473,0.657131,-5.79752,4.87653,-5.14464,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,5
2,300,0,12,4.4,2.83573,-10.577,1.66525,-6.93494,2.63051,-6.20054,-0.815592,-6.47786,-5.19013,4.53137,1.25866,-1.04522,-10.2023,4.50999,-2.34474,3.11946,-9.40175,-9.80842,-7.58399,0.571884,-7.03869,6.82515,-10.1697,0,1,1,1,2,2,2,2,2,2,3,4,4,4,4,4,4,5,5,5,6,6,6,6,6,7,7,8,11,12
3,400,3,21,9.3,3.82505,-9.91951,1.28694,-9.57636,-1.70394,-4.30475,-1.69146,-9.02045,-7.88588,-3.48337,-0.137744,-2.3999,-12.3289,4.55839,-1.85313,1.93702,-7.70763,-13.3667,-11.9486,-0.883265,-6.03324,5.68344,-11.1528,3,4,5,6,6,6,7,7,7,7,7,7,8,8,9,9,9,10,10,10,11,11,11,11,12,12,13,15,17,21
4,500,4,27,10.8,5.46083,-7.95582,-1.31932,-8.39344,-6.54539,-6.14171,-0.432664,-7.64414,-7.25835,-7.58864,0.0964055,-4.23215,-7.14407,3.14607,-6.02181,2.51309,-5.46506,-13.1715,-11.4684,0.270153,-8.84547,6.08718,-11.9834,4,4,4,6,6,7,7,7,7,8,8,9,9,9,10,10,10,11,11,12,12,12,13,14,14,15,16,16,26,27
5,600,4,49,22.1667,9.12399,-6.87017,-1.05351,-9.00417,-8.37218,-8.97944,-1.69847,-8.28839,-7.24674,-3.93692,0.808338,-6.25329,-11.5688,-4.90165,-4.60788,1.07991,-8.3468,-12.46,-11.3049,-2.5905,-9.31203,2.66428,-13.9566,4,8,9,11,12,15,16,17,19,19,20,20,20,21,22,22,22,23,23,25,26,26,26,29,31,31,32,33,34,49
6,700,8,75,34.1333,16.1004,-6.38019,-0.404204,-6.92193,-7.37185,-9.05936,-2.66526,-8.16057,-7.438,-3.56573,1.31636,-7.95223,-8.72281,-8.52732,-4.82941,-0.52972,-5.88962,-13.4794,-10.7677,-0.274587,-7.3069,-0.435723,-14.8437,8,12,18,22,22,22,22,23,23,24,24,25,25,27,28,29,29,36,37,40,40,40,44,48,48,52,53,62,66,75
7,800,36,193,74.8,36.1151,-5.81313,-1.81943,-7.28262,-6.96336,-5.89247,-2.03115,-10.2103,-6.24635,-4.11381,0.320145,-7.03962,-8.29608,-9.95145,-8.73617,-1.55399,-8.47255,-12.1518,-10.0102,-2.04277,-8.30212,-2.25975,-18.9638,36,36,41,42,48,49,53,53,56,56,56,57,60,63,65,65,65,66,67,68,76,80,85,95,97,110,117,132,157,193
8,900,50,374,124.967,74.7785,-11.8075,-0.478386,-7.77263,-8.15929,-7.04664,-2.19189,-11.3111,-3.90576,-4.34541,-2.1457,-6.13311,-9.92575,-13.1029,-7.01228,-3.43906,-10.7232,-12.9991,-10.2442,-5.81049,-7.87549,-2.15216,-21.3065,50,51,51,58,59,71,75,84,94,96,98,101,103,104,108,115,117,117,125,126,127,130,130,135,143,144,170,270,323,374
9,1000,30,556,214.133,131.784,-13.5412,0.609759,-8.46571,-9.33002,-7.39712,-2.41529,-11.2779,-6.60827,-3.69855,-3.82885,-5.18495,-8.24604,-12.106,-7.43424,-2.6534,-11.5537,-13.073,-9.77265,-6.6456,-7.67507,-2.96258,-23.9371,30,82,85,86,92,110,113,118,118,119,136,137,139,182,188,191,201,214,218,232,256,260,271,272,309,317,442,463,487,556
