generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,100,0,5,1.36667,1.35146,-2.60325,-2.27185,-1.32606,-8.23018,-1.52268,-2.07974,3.55274,-2.59645,-0.691431,-1.15539,1.02606,-5.65961,0.108985,-3.14707,-3.45475,-0.422597,-5.39138,-0.485938,-2.63612,4.42382,-2.59074,0.153867,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,5
1,200,0,20,4.3,4.22758,-0.293503,1.29439,-2.869,-10.1297,-13.1391,-9.20467,-1.08182,-4.26649,-4.20921,-6.29426,4.52165,-7.72599,-0.217515,-4.22829,-4.97375,-0.673087,-5.31392,-4.39551,0.540799,3.25856,-8.6155,-9.99904,0,0,0,0,1,1,1,1,2,2,2,2,2,3,3,4,4,4,4,4,5,6,7,7,8,8,8,10,10,20
2,300,10,121,45.8667,25.9053,-0.974735,-1.49061,-6.42235,-15.4023,-10.83,-9.13583,-3.22291,-3.40795,-8.25897,-6.40962,4.51406,-10.5552,-4.93992,-5.03486,-10.6025,-2.32726,-5.43836,-5.53714,-8.55061,4.23923,-12.8075,-15.8263,10,11,15,18,18,20,25,27,31,34,36,39,41,42,42,44,44,44,45,47,49,54,55,62,66,75,84,86,91,121
3,400,50,259,137.567,59.8957,-0.347197,-4.4601,-8.20248,-12.5416,-7.2839,-3.70697,-7.67691,-8.39203,-8.76274,-6.799,0.623066,-10.6847,-6.17865,-9.11485,-11.0398,-1.223,-3.87128,-8.34261,-7.9603,1.25277,-16.5717,-20.3933,50,54,75,77,84,84,89,90,90,92,93,101,101,123,130,131,136,139,146,154,162,168,171,189,213,219,226,226,255,259
4,500,36,333,121.4,69.8296,0.0389529,-1.97927,-7.46679,-11.6328,-4.62706,-2.58913,-6.2346,-8.68263,-8.64971,-11.2268,4.77429,-12.031,-7.0213,-9.88423,-10.2805,-2.84205,-2.28861,-7.52254,-7.9732,0.560828,-23.4602,-21.6531,36,42,44,46,54,55,58,79,83,85,94,105,106,110,114,116,117,119,122,128,131,137,142,144,151,176,203,210,302,333
5,600,37,400,160.5,90.2475,2.56984,-1.16279,-4.97855,-9.6746,-3.81821,-4.24177,-8.02836,-10.1843,-8.76838,-9.2183,3.095,-13.4652,-8.07629,-5.77107,-9.64402,-6.94949,-0.966565,-10.3887,-8.29054,-2.44306,-22.2583,-27.1008,37,39,66,77,78,86,96,103,105,108,109,112,120,137,138,139,140,146,169,170,182,198,221,222,227,229,274,341,346,400
6,700,13,336,156.133,76.0901,3.22163,-3.16728,-4.7494,-10.2321,-6.28457,-4.60806,-8.85132,-3.18933,-10.6399,-5.96404,1.25511,-14.1752,-10.1635,-6.72877,-10.9461,-8.78348,-2.96877,-8.72445,-9.57068,-1.22628,-20.3503,-27.0888,13,74,74,80,84,87,95,100,102,103,111,117,123,127,128,130,155,178,179,190,195,206,212,215,218,225,255,260,312,336
7,800,59,335,181.367,79.3376,1.32314,-2.07885,-4.93396,-12.894,-5.57092,-4.41657,-11.1037,-5.09138,-10.8342,-4.13516,2.01318,-14.0036,-10.1413,-6.91918,-10.4989,-10.1111,-5.91084,-9.67451,-9.69962,-1.1469,-20.1928,-26.4663,59,74,77,80,86,105,107,119,127,128,131,135,136,162,163,179,185,201,224,228,232,246,253,257,269,269,287,292,295,335
8,900,13,522,172.3,115.547,2.95397,-3.35931,-5.58916,-11.0385,-5.0912,-4.79706,-12.7096,-7.49272,-12.0791,-3.0134,0.509079,-13.5762,-9.23245,-6.07643,-10.0978,-10.0569,-6.72462,-9.76693,-9.49012,-0.396713,-20.0609,-27.1235,13,68,77,78,90,96,97,98,106,106,109,110,118,121,138,145,146,163,167,177,179,194,205,220,231,262,302,340,491,522
9,1000,59,727,261.033,144.465,-0.108526,-2.55345,-7.29767,-9.46599,-5.93858,-3.68908,-11.1374,-5.55769,-12.2872,-2.37448,-0.650503,-13.0253,-9.13948,-7.57537,-9.01238,-9.06516,-6.65822,-9.35801,-9.97034,-1.32512,-14.4894,-29.6338,59,74,120,128,137,158,159,168,180,183,187,198,199,207,214,215,247,263,266,273,298,309,317,351,365,375,422,489,543,727
