generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,100,3,24,12.2,5.7199,-1.57398,-2.02023,-4.63742,-5.4751,-0.463584,0.942055,0.580266,-1.58706,-6.27703,-7.26146,-3.98553,-2.66828,-1.51983,-3.4023,-0.703102,-2.41672,3.62648,-2.3415,1.3554,2.19784,-9.61215,-5.27226,3,3,4,5,5,6,7,8,10,10,10,10,11,12,12,12,12,13,14,14,15,15,15,17,17,18,20,21,23,24
1,200,6,90,46.1667,24.7583,-4.22144,-0.175896,-7.03682,-9.28681,1.79631,-0.741862,-5.3372,-0.0527401,-8.65028,-8.43269,3.86104,-4.82094,-5.67699,-7.37964,1.08918,-10.7542,0.695481,-8.88784,4.37126,-0.605641,-12.2885,-15.6519,6,7,12,12,24,26,28,29,30,30,32,35,37,39,40,45,45,46,48,57,61,63,66,70,78,79,82,83,85,90
2,300,30,207,86.8667,38.2989,-2.8742,-0.28623,-7.53461,-6.45123,2.97218,-5.55047,-4.76535,-0.188044,-13.394,-8.26028,-0.646407,-7.48818,-6.75708,-8.67418,-2.44006,-11.4846,-2.12425,-7.38306,2.73053,-2.69452,-13.1251,-18.5618,30,34,45,45,54,55,56,66,67,69,69,71,75,78,80,80,81,84,84,85,90,103,116,116,116,123,135,145,147,207
3,400,14,182,69.4333,41.6187,-2.96553,1.21846,-7.99645,-5.22421,4.6444,-5.13525,-5.67504,-0.460793,-12.0036,-15.1777,-3.18806,-12.4839,-4.49895,-9.97948,-9.05388,-10.3353,-2.94006,-8.08986,0.771953,-6.00129,-15.1884,-21.4642,14,23,28,33,33,33,39,39,40,40,43,45,48,52,54,57,57,58,58,77,92,98,108,109,111,114,128,134,136,182
4,500,19,337,109.067,69.1325,-1.85455,0.777708,-9.13712,-4.22806,-4.37859,-8.55934,-6.34265,-3.43324,-11.8941,-15.913,-0.798511,-12.0026,-6.76327,-9.61874,-13.8835,-7.8904,-5.11807,-7.45561,-1.44015,-6.43536,-17.3045,-22.8359,19,30,31,34,41,65,67,70,72,73,79,80,84,88,89,95,95,113,114,115,124,128,136,138,152,154,172,218,259,337
5,600,54,434,145.9,73.5111,-2.67388,-0.268268,-10.7502,-4.70638,-2.8353,-9.14131,-5.74464,-3.13855,-8.84468,-17.0939,-1.28263,-10.8495,-5.90836,-8.89898,-12.5802,-8.38262,-5.45288,-8.07055,-1.12712,-4.69289,-16.968,-27.5409,54,57,63,64,68,86,89,92,108,111,131,133,138,139,148,148,153,155,156,157,164,168,169,173,175,182,190,204,268,434
6,700,45,524,196.1,117.993,-1.71402,-1.68691,-10.2751,-5.20698,-3.41714,-6.09477,-7.20978,-3.01232,-8.62365,-16.7997,0.668496,-9.50709,-6.29211,-10.3054,-12.8957,-9.11989,-6.67505,-7.10396,-2.06799,-4.01805,-16.2213,-30.1679,45,71,76,84,91,97,98,107,109,109,111,123,149,149,156,177,181,191,196,212,215,232,277,301,326,332,372,381,391,524
7,800,93,1433,342.4,271.342,1.66157,-0.463858,-11.2193,-8.84381,-4.6888,-8.62112,-7.10231,-3.32493,-8.15482,-16.4875,1.35032,-10.7449,-6.5242,-11.13,-11.8352,-10.6031,-7.36341,-8.79525,-1.69941,-4.81056,-17.0934,-35.671,93,97,101,107,112,123,125,142,183,203,207,211,229,233,266,270,307,351,367,369,371,427,428,488,541,556,582,645,705,1433
8,900,62,855,323.233,212.066,-0.0523414,-2.13102,-10.7404,-8.26107,-3.94801,-11.9145,-7.60622,-5.24896,-10.1526,-18.1033,3.20535,-9.44065,-7.1007,-10.6875,-9.83869,-9.70022,-10.3776,-9.46782,-0.580513,-10.522,-17.6369,-36.9835,62,103,106,120,137,143,154,172,188,193,202,206,209,232,249,270,286,304,328,328,353,353,380,466,599,631,645,688,735,855
9,1000,88,1387,465.9,346.08,3.00221,-3.29673,-9.83027,-10.0587,-4.68568,-12.4167,-8.33298,-7.10323,-8.93111,-19.5125,2.43506,-9.99124,-5.72875,-9.44528,-8.63475,-11.2394,-9.34774,-10.0428,-3.44856,-11.3954,-18.541,-41.1961,88,90,127,132,148,197,201,222,241,242,243,257,258,315,323,366,421,431,456,522,540,551,616,675,856,887,906,1090,1189,1387
10,1100,19,1643,578.567,452.31,3.04964,-3.17933,-9.94226,-8.79049,-4.8868,-13.0093,-9.53387,-5.82815,-11.1034,-21.3564,2.4451,-8.90383,-7.85083,-9.09579,-9.22319,-11.2275,-10.0727,-8.55319,-5.95772,-13.3106,-17.0476,-46.7906,19,120,145,157,200,205,244,254,259,281,303,330,342,355,362,394,396,502,536,600,660,816,853,1033,1048,1200,1263,1311,1526,1643
11,1200,49,3944,781.7,792.137,0.388346,-2.38208,-10.8527,-10.6396,-6.68204,-13.0087,-8.69913,-5.85137,-12.5953,-18.4939,3.51843,-9.66953,-7.57943,-8.53239,-10.533,-11.9052,-10.1655,-9.69041,-8.70286,-11.9231,-17.7229,-48.0108,49,89,103,107,118,224,274,330,360,370,437,446,480,525,548,591,601,636,763,780,888,923,938,1044,1108,1111,1582,1945,2137,3944
12,1300,134,2410,709.6,550.148,0.0735733,-1.58606,-12.3233,-10.7519,-5.71197,-11.5182,-8.7852,-6.24077,-10.5957,-16.6293,4.13067,-8.78555,-7.55146,-9.31901,-11.3386,-13.7343,-10.9003,-8.74716,-7.81234,-11.834,-17.768,-49.2482,134,137,138,263,287,324,330,352,359,380,385,414,423,456,478,504,568,625,703,738,749,790,902,1115,1211,1314,1360,1477,1962,2410
