generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,100,0,5,1.16667,1.64177,2.48999,-7.54528,3.00161,4.90259,-4.62422,-0.699371,0.659,-5.72382,1.94952,-4.33098,-3.72688,-6.96954,-0.817933,-0.680639,-3.72516,-0.961944,-6.90567,3.57445,-2.57952,-0.146338,-3.45315,-0.590805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,4,5,5,5
1,200,0,20,7.6,5.64831,2.59788,-5.74797,2.20291,8.51453,-4.88938,-2.48297,-5.2251,-9.09563,-2.05388,-7.44802,-6.33489,-6.94114,1.50634,1.64153,-2.54309,-9.37572,-10.8265,4.27079,0.109604,-5.48278,-6.69442,-9.49582,0,0,1,1,2,2,3,3,4,5,5,6,6,6,6,6,7,7,7,9,10,10,12,12,13,13,13,19,20,20
2,300,0,62,19.2,11.9983,2.3641,-6.43455,0.697127,4.44856,-2.76508,-1.61718,-11.7218,-11.2707,-2.96782,-7.57809,-6.46479,-12.4511,0.932096,-2.9172,-0.324565,-10.8383,-11.7239,5.50927,-6.8133,-4.28572,-13.9056,-13.5712,0,3,8,9,9,9,12,12,13,14,15,16,16,16,17,17,18,18,18,19,21,22,24,26,27,31,31,33,40,62
3,400,22,100,52.0333,20.3207,5.32411,-7.71893,-1.27966,2.46541,-1.50681,-3.85974,-8.10902,-12.3618,-3.02586,-7.2613,-5.42886,-10.9706,-3.99524,-8.00206,-2.84339,-8.37197,-14.35,1.56271,-3.83061,-13.274,-21.652,-17.853,22,26,27,30,32,34,36,36,36,39,40,40,41,41,48,54,56,56,57,58,59,63,64,67,67,76,83,86,87,100
4,500,18,114,54.1333,23.5676,5.94672,-5.93122,-4.3821,3.01088,-1.26172,-4.58269,-6.07774,-12.3754,-4.78197,-10.9359,-2.35228,-12.5124,-2.95772,-9.45042,-3.75725,-10.4331,-10.9422,0.202813,-5.98164,-8.70018,-40.8222,-19.5185,18,29,34,34,34,34,35,36,36,40,40,42,45,46,47,53,54,55,56,57,57,60,67,69,69,70,78,105,110,114
5,600,20,113,55.1,23.953,4.72646,-5.60943,-6.54814,3.63746,-1.64865,-5.52982,-9.03527,-11.6889,-5.49092,-11.7724,1.54056,-13.0554,-0.949804,-4.04485,-2.66118,-10.7216,-8.91419,0.422903,-6.91211,-8.11523,-45.2564,-21.7121,20,21,21,22,35,37,37,38,39,41,43,45,49,50,53,53,53,54,56,56,66,68,71,77,77,78,89,90,101,113
6,700,25,145,65.6,28.1812,3.13618,-4.93979,-7.11504,4.51084,-1.0532,-5.89386,-10.3911,-11.1142,-4.44324,-12.9493,6.07682,-11.0399,-3.50659,-4.64921,-4.53511,-10.9829,-6.64949,1.1207,-6.24026,-10.9985,-39.2613,-23.7752,25,29,31,32,35,38,50,52,53,54,56,58,59,59,59,60,61,63,63,68,69,71,80,83,88,89,98,114,126,145
7,800,16,157,68.1,31.5445,5.03357,-1.95439,-7.71868,2.37335,-1.11182,-7.58735,-10.3656,-11.4562,-4.70748,-12.7071,8.05446,-9.47133,-3.33184,-4.5473,-5.09055,-11.3344,-4.15152,0.514319,-7.88355,-12.1625,-33.6643,-25.386,16,26,33,36,39,39,42,43,51,53,55,60,62,62,63,64,64,68,69,70,72,81,84,91,94,96,99,126,128,157
8,900,42,187,87.9333,41.3954,3.17504,-1.82448,-8.0526,2.48463,-2.76275,-8.49905,-9.44155,-11.5526,-7.8886,-13.5118,6.60787,-10.7945,-1.89839,-2.63306,-4.94057,-11.9492,-5.12875,0.0809535,-6.4001,-10.0061,-32.855,-25.666,42,42,44,48,48,51,52,54,55,57,59,66,68,73,75,79,83,83,91,92,95,117,121,122,129,131,136,157,181,187
9,1000,30,141,75.8667,30.4741,1.65424,-3.45512,-9.02365,2.1851,-3.13071,-7.77557,-9.37889,-13.2847,-8.47216,-15.5282,8.15934,-12.3203,-2.11992,-4.25818,-7.50704,-12.5506,-4.6553,-1.04812,-6.23748,-11.5828,-29.5106,-27.0128,30,37,37,45,46,48,50,50,52,56,56,60,60,70,73,74,74,77,82,86,88,92,97,99,106,108,114,132,136,141
10,1100,26,237,96.8,56.0661,4.91357,-3.05057,-8.89823,1.02495,-4.5245,-7.978,-9.64171,-14.2619,-5.41822,-18.7118,8.95605,-12.2038,-3.5601,-4.81873,-7.0042,-15.3151,-4.38746,-1.89134,-5.22063,-9.42851,-32.3333,-30.8533,26,30,32,44,45,46,46,59,63,63,64,72,78,81,81,82,85,87,92,110,113,120,123,139,149,154,164,186,233,237
11,1200,30,207,107.333,39.2581,6.04017,-1.9732,-12.4063,0.419168,-5.96307,-10.3764,-9.89067,-12.9038,-3.12958,-18.2199,8.84887,-12.9111,-4.09348,-5.82286,-8.07754,-13.9294,-5.82765,-1.7797,-6.20288,-8.45135,-32.7814,-33.5836,30,48,53,62,66,71,75,75,78,86,94,97,97,99,111,112,114,115,120,121,124,132,135,139,141,146,153,154,165,207
12,1300,45,313,157.933,69.0097,9.38853,-0.744913,-12.6199,1.13775,-6.18338,-11.4814,-8.5871,-12.6902,-3.87631,-17.7506,9.57014,-13.1505,-4.15793,-6.91934,-6.95354,-13.4983,-5.2459,-3.6403,-6.63034,-10.0876,-32.347,-35.4035,45,52,70,73,84,93,97,116,121,126,129,131,132,142,153,155,156,164,165,168,174,194,211,213,216,229,268,273,275,313
13,1400,50,526,145.367,113.03,7.63703,-3.13652,-14.3977,2.18701,-6.88933,-10.8555,-8.69334,-11.9581,-4.01993,-18.3903,9.00451,-13.1342,-5.02139,-6.93386,-6.00587,-13.2314,-4.87042,-3.40487,-8.87879,-9.05924,-34.424,-37.4787,50,55,57,60,61,63,68,69,69,71,77,79,81,84,86,86,129,134,153,166,169,169,173,176,226,234,244,354,392,526
14,1500,39,542,176.633,109.383,6.39336,-2.10846,-13.4557,1.10568,-7.71172,-10.2776,-6.62584,-10.6624,-3.39838,-18.2363,8.57686,-12.3575,-6.45315,-7.14826,-6.05291,-12.5287,-4.40763,-3.59727,-5.74054,-10.0075,-31.603,-38.4935,39,43,54,68,72,76,100,107,114,119,130,136,138,140,147,156,167,174,188,191,209,212,226,247,250,266,274,308,406,542
15,1600,61,633,207.267,136.541,6.26123,-1.26934,-13.0849,-1.93269,-7.92013,-10.3658,-8.41481,-9.48412,-4.39759,-16.5687,8.95849,-13.2538,-6.65479,-8.19651,-5.9225,-12.3196,-3.66466,-4.64948,-5.76294,-11.9653,-34.7188,-41.6313,61,72,88,89,92,92,94,96,99,101,110,124,132,139,174,178,195,205,221,226,230,273,277,301,321,353,354,421,467,633
