generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,100,0,11,4.06667,3.32113,3.37297,0.367734,-5.84997,-1.85023,-3.60676,-0.265233,0.277208,-0.546779,-1.43825,-2.09666,-3.7469,-0.802296,-0.96086,1.82193,1.36493,0.0931987,-1.91976,-3.24366,0.785036,-4.64411,-0.112541,-5.56214,0,0,0,0,1,1,1,1,2,2,2,2,2,3,3,3,3,4,5,6,6,7,7,7,7,8,9,9,10,11
1,200,0,20,8.4,5.50611,1.82609,-0.257513,-10.4094,-4.00744,-5.53748,2.5064,-1.35212,-1.42705,-6.5504,-2.45411,-5.21368,-0.387601,0.827056,-4.83724,-0.67865,-1.10694,-0.192635,-9.24805,0.999382,-8.83983,-5.07433,-9.82383,0,0,2,3,3,3,4,4,5,6,6,6,6,6,6,7,7,9,10,10,10,12,12,13,15,15,16,17,19,20
2,300,1,138,54.1333,33.3216,4.99437,1.50746,-11.0986,-6.22963,-3.23549,2.76971,-7.36198,-3.0445,-8.2234,-2.33343,-5.27052,-0.933753,0.040633,-5.86348,-3.57548,-3.43416,-5.52903,-7.00133,-1.2407,-10.1062,-7.84011,-16.0135,1,2,9,12,17,22,27,29,32,33,36,40,51,53,55,55,60,60,60,65,68,69,73,73,88,97,98,100,101,138
3,400,26,316,118.3,69.7879,5.57978,3.95341,-11.2179,-4.87465,-5.98581,1.26143,-7.10892,-2.6298,-10.12,-4.27944,-5.69867,-3.84423,-3.16418,-9.48864,-7.39821,-3.23756,-6.2756,-8.87537,-3.98575,-13.0425,-14.2336,-19.189,26,44,52,56,60,66,68,72,76,78,79,82,90,94,96,96,96,107,107,116,117,149,152,165,172,193,216,238,270,316
4,500,58,446,154.4,76.9723,6.52984,4.88284,-9.71174,-5.24706,-9.8112,1.37642,-6.663,-2.12263,-7.62737,-2.80274,-4.75402,-5.02511,-2.31723,-9.05487,-9.07667,-2.8961,-8.19363,-8.9863,-3.10664,-14.6428,-20.1179,-25.7307,58,66,72,83,86,92,98,102,107,108,132,137,138,140,145,145,147,147,152,154,158,168,191,191,196,216,246,249,262,446
5,600,57,659,245.233,173.884,4.15908,6.11638,-9.821,-6.46068,-10.7789,0.405256,-7.75748,-2.95099,-9.20211,-2.21042,-4.85252,-6.49932,-2.16729,-9.52847,-8.56816,-3.51393,-8.49222,-8.9336,-3.092,-15.9149,-16.8042,-32.2625,57,68,75,87,87,89,110,110,115,116,151,152,163,167,170,213,224,244,244,251,266,274,311,334,445,485,503,532,655,659
6,700,66,618,290.4,141.741,5.36358,6.83755,-11.8156,-6.0545,-10.1169,-2.27289,-8.66734,-2.98251,-7.52693,-2.35811,-5.66853,-7.00324,-1.48261,-7.52377,-7.15421,-5.10332,-9.58133,-10.6615,-4.11094,-15.6469,-16.0741,-34.6286,66,99,143,148,155,162,165,169,181,186,188,212,224,238,241,291,308,311,318,344,352,354,420,420,440,444,472,508,535,618
7,800,61,814,318.867,203.549,5.69088,5.29081,-10.5354,-8.20114,-8.50607,-3.49089,-8.52461,-3.06437,-8.70586,-3.9499,-5.88938,-5.84501,-3.06613,-9.9388,-7.30579,-7.61182,-9.02251,-10.2334,-3.8778,-19.0867,-15.0757,-35.5028,61,90,98,99,103,107,110,165,165,174,175,200,209,248,252,304,324,363,365,394,435,436,470,483,492,523,531,641,735,814
8,900,54,3494,612.633,659.679,6.44615,3.8889,-9.53293,-7.62112,-8.7466,-4.40628,-7.13586,-1.26576,-7.47373,-2.92359,-4.96972,-7.17035,-4.97485,-9.69996,-9.03642,-8.80679,-6.8397,-9.19338,-3.0837,-17.486,-14.8932,-37.1291,54,92,159,164,183,187,194,227,247,262,313,346,388,396,424,454,458,470,520,525,527,578,762,847,1077,1126,1256,1256,1393,3494
9,1000,149,4079,882.367,783.616,6.1174,4.07846,-7.70855,-5.45608,-7.23737,-4.44225,-5.95563,-1.00713,-6.10024,-2.08192,-2.5247,-8.08035,-4.55702,-8.62367,-8.07036,-10.004,-5.23699,-10.1394,-4.91708,-12.6617,-15.2288,-39.6706,149,179,260,261,278,303,353,405,424,488,498,534,553,588,626,653,697,767,817,902,986,1026,1213,1241,1317,1378,1532,1861,2103,4079
