generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,100,0,3,0.6,0.932183,2.22208,-0.0429823,0.00408798,-1.68151,-3.59644,1.67312,2.06951,-1.71421,-0.809862,-2.26722,1.98623,-5.82509,1.74366,-4.19092,7.22722,-0.943332,3.64893,0.0277362,-2.88025,-3.17116,-1.63553,-1.45694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3
1,200,0,8,3.96667,1.8843,0.91592,2.66823,1.13446,-5.81258,-7.08223,2.05301,3.41653,-0.83563,3.16816,-2.27717,0.445622,-2.76967,1.9368,-7.56521,0.745154,1.35811,-1.31241,-6.65486,-14.9484,-10.0919,-1.32315,-6.41108,0,1,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,6,6,6,6,7,7,8
2,300,1,13,7.33333,3.5558,1.24931,4.5661,-3.76394,-7.53182,-9.90526,1.64496,-1.35155,0.0621644,1.36704,-9.55342,0.041344,-9.70052,2.79871,-8.23855,-0.292804,-2.07909,-4.0266,-5.38208,-16.1516,-13.3711,-7.75193,-7.75575,1,2,3,3,4,4,4,4,5,5,5,6,6,6,6,7,8,8,8,10,10,10,11,11,11,12,12,12,13,13
3,400,9,58,27.6,11.4939,-2.18375,4.2022,-8.49364,-8.36369,-10.5527,0.714556,-0.956133,-8.49062,1.01575,-9.6868,0.429489,-13.9038,1.27833,-10.38,-1.78333,-1.6997,-7.22731,-9.63934,-17.2718,-13.1443,-10.5086,-13.2157,9,14,15,15,16,17,17,20,21,21,22,22,23,23,25,27,27,28,29,32,32,33,35,36,38,38,40,41,54,58
4,500,13,72,39.1667,14.2951,-7.76595,2.97894,-9.88084,-7.34634,-12.8281,0.0237125,-4.21113,-8.57916,0.525374,-10.9373,-0.136891,-18.1529,-4.03186,-12.0495,-2.38341,0.14285,-12.7499,-13.2841,-15.185,-21.8652,-12.9985,-15.8076,13,22,23,23,23,27,29,30,31,31,31,32,33,35,36,37,39,39,40,41,44,46,50,51,54,59,59,62,63,72
5,600,19,79,51.2667,15.4114,-6.40033,5.38065,-16.5208,-4.42655,-13.8444,-3.9137,-3.58632,-8.3868,-1.5549,-15.8784,1.39254,-18.1705,-8.63035,-9.49709,-4.96771,-4.78456,-12.1507,-13.1433,-16.9741,-15.249,-13.8772,-17.2855,19,29,29,34,34,34,38,40,40,44,44,47,47,48,49,55,55,55,55,58,59,60,65,66,69,70,71,71,74,79
6,700,26,199,73.6333,39.819,-5.0068,3.53782,-17.7664,-4.65173,-16.2445,-4.04539,-3.1319,-6.99925,-2.41179,-16.5528,-1.232,-13.9412,-11.377,-7.49625,-5.96598,-3.58665,-11.907,-15.0595,-18.5232,-11.6435,-13.3686,-18.5072,26,28,29,33,37,40,40,42,43,51,56,63,63,64,65,69,73,74,75,75,80,86,96,97,99,101,116,122,167,199
7,800,26,309,93.4,61.3017,-4.25814,3.72541,-20.8317,-2.66001,-15.7832,-4.63334,-3.19789,-10.9356,-2.79577,-18.2116,0.0188024,-10.0185,-9.64246,-7.36858,-5.68495,-4.85516,-9.57088,-14.6738,-17.2615,-11.777,-15.5098,-20.6661,26,26,34,41,42,43,44,46,49,53,61,61,66,72,72,87,89,89,99,100,112,114,118,119,139,156,172,179,184,309
8,900,24,302,99.2333,56.2872,-5.76546,3.0638,-22.4724,-3.38433,-15.0588,-5.95275,-3.0702,-11.9423,-3.39293,-17.8352,0.126357,-8.6578,-7.60196,-9.33541,-6.33097,-5.21475,-9.81115,-13.5567,-15.2722,-13.8276,-12.4201,-20.8175,24,28,37,40,44,59,74,74,76,80,80,84,84,85,88,92,92,93,101,102,103,104,107,115,126,140,149,188,206,302
9,1000,55,316,157.633,68.6342,-6.52796,4.8452,-23.7902,-3.15584,-13.9982,-7.81067,-4.01108,-14.0383,-2.87502,-14.8779,-1.1791,-8.75307,-7.32751,-8.96371,-4.47117,-7.43751,-8.2401,-11.9704,-11.7392,-11.4462,-11.1565,-24.8228,55,63,63,76,80,90,108,116,125,129,132,133,135,146,150,151,154,158,162,174,176,179,192,193,207,212,269,289,296,316
10,1100,42,626,251.233,156.224,-6.60285,3.293,-23.3474,-6.24393,-14.1004,-8.0085,-6.28547,-16.0542,-3.36911,-15.4059,-0.839418,-8.50174,-7.77958,-8.61266,-3.37256,-6.53986,-9.66579,-12.2774,-8.93836,-7.48813,-12.0751,-28.0077,42,45,64,109,109,118,128,143,156,167,184,188,190,205,209,221,225,229,229,251,252,341,364,365,386,412,417,541,621,626
11,1200,59,1396,389.7,307.996,-8.37551,2.07507,-22.5472,-5.67477,-13.4829,-8.52833,-6.04112,-15.2345,-4.1448,-16.499,-2.78094,-7.25759,-6.24654,-7.38712,-4.92367,-7.03251,-9.15886,-10.8451,-9.26298,-6.97422,-10.6376,-28.5919,59,86,111,111,119,129,149,154,173,210,218,242,258,265,271,300,300,317,395,424,448,532,538,546,603,759,767,897,914,1396
12,1300,60,1258,446,302.999,-6.31154,2.04321,-21.5365,-5.66988,-12.8241,-8.49408,-7.70366,-14.9319,-4.45,-15.4778,-2.42151,-10.7284,-6.76633,-7.0942,-5.18785,-9.75516,-8.22691,-9.76854,-6.47984,-7.32001,-11.431,-28.7565,60,65,67,117,134,162,211,218,273,296,310,326,333,334,347,359,394,428,449,532,555,579,588,698,743,760,773,992,1019,1258
13,1400,67,1472,443.833,371.946,-7.42699,1.89975,-20.389,-6.09157,-13.7894,-7.83107,-8.32294,-14.8053,-6.39283,-13.8062,-1.51418,-10.274,-7.38805,-7.90298,-5.83614,-9.56489,-9.78136,-9.42817,-7.33953,-9.12482,-12.391,-31.3611,67,73,76,84,117,138,158,162,175,198,219,233,241,245,264,293,349,453,496,532,584,626,638,696,703,743,946,998,1336,1472
