generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,100,0,20,6.4,4.52274,-0.479226,4.01577,6.71633,-4.92315,-5.90449,5.3213,-0.913695,-5.72929,-2.91513,-3.48443,0.466778,-1.31806,1.6488,-8.61784,-0.152718,0.219666,-0.722233,-0.691451,0.0786066,-3.58748,-2.82251,-12.7586,0,1,1,2,2,3,3,4,4,4,4,4,5,5,5,5,5,6,6,6,7,9,10,10,11,11,12,13,14,20
1,200,3,26,12.1667,6.5815,-4.12576,2.79932,11.4392,-7.56144,-8.71487,0.517979,-3.04615,-4.31414,-2.65328,-9.6399,-0.183434,-2.77717,0.0248322,-4.87065,-2.33578,0.215727,-0.00588824,-5.00392,1.49658,-6.71241,-5.15237,-18.326,3,3,3,4,6,6,7,7,8,8,9,9,9,9,10,11,11,13,14,14,15,17,18,19,20,20,21,22,23,26
2,300,3,58,26.6667,11.6392,-4.92902,3.19081,6.04698,-4.6741,-10.8795,-2.48582,-4.19196,-6.01337,-5.41503,-9.21682,1.56301,-2.78673,1.20945,-7.88307,-8.0275,0.0741615,-0.594011,-4.66297,-4.0543,-9.1994,-3.17873,-21.4509,3,9,11,16,17,19,20,20,20,22,23,23,24,24,26,26,27,27,28,28,29,29,30,34,37,38,39,39,54,58
3,400,11,94,47.8667,20.9478,-3.50201,0.714846,4.15019,-1.82758,-13.3824,-3.14381,-2.19838,-5.30883,-5.51545,-8.05519,2.67383,-5.85249,-1.65803,-9.99295,-12.1409,-1.87293,-2.75028,-6.80397,-8.79047,-11.7486,-6.41438,-22.8439,11,15,26,28,32,33,34,34,35,35,36,37,40,40,45,45,46,47,48,50,54,55,55,63,72,72,77,87,90,94
4,500,54,305,130.467,63.1281,-4.67438,-1.484,-0.277473,-0.615472,-14.09,-3.4169,-0.20773,-4.59594,-5.17788,-7.1863,2.12997,-8.19454,-4.25862,-10.8816,-13.5826,-5.0886,-2.60945,-6.82696,-11.4972,-10.3097,-6.42016,-23.4006,54,58,65,67,70,81,83,92,95,98,99,100,102,102,104,112,112,124,125,139,155,163,166,175,177,179,183,251,278,305
5,600,11,361,176.167,89.9491,-2.25396,-3.26669,-4.78349,4.59559,-15.7367,-4.31892,0.467213,-4.65685,-5.02142,-6.52361,1.82719,-6.61193,-4.40077,-13.0407,-12.2702,-7.51493,-4.39162,-9.4357,-11.416,-12.6441,-6.71002,-27.9714,11,33,39,57,71,89,120,120,131,132,141,142,148,161,171,177,185,192,194,206,220,232,249,250,262,271,274,302,344,361
6,700,61,712,227.433,127.56,-4.70585,-1.58187,-3.90465,4.42292,-15.7303,-2.43311,-1.91264,-5.12988,-3.25046,-8.69486,1.0753,-5.25337,-4.19968,-13.7058,-12.9381,-6.81993,-3.75642,-8.86907,-11.2446,-13.1609,-7.86556,-29.2088,61,79,83,97,119,122,142,145,157,161,164,173,192,198,207,216,227,244,247,247,262,269,290,290,296,300,308,394,421,712
7,800,60,674,338.867,181.481,-2.53712,-1.26403,-4.41231,2.69637,-15.8531,-3.43012,-1.41637,-5.64285,-3.31618,-9.58851,0.953496,-6.51212,-6.86595,-15.0647,-12.6436,-8.0807,-4.99209,-9.74049,-9.31972,-13.3212,-7.40702,-32.1724,60,119,124,127,137,144,151,166,235,238,247,254,257,274,292,299,307,310,387,437,493,500,515,524,532,535,544,640,644,674
8,900,43,1524,505.467,369.005,-1.98806,-0.219714,-6.47827,-0.116095,-15.4106,-4.70968,-1.01264,-3.97867,-5.86576,-8.50945,2.41699,-6.47603,-4.55416,-15.9448,-13.0817,-9.18016,-5.6029,-10.0306,-7.87885,-10.8384,-8.35554,-35.6143,43,116,146,151,159,182,189,218,236,249,262,263,391,391,473,493,505,516,532,563,605,607,614,674,822,867,962,965,1446,1524
9,1000,56,4403,979.167,1043.84,0.405132,-1.43198,-5.99659,-1.25293,-15.8441,-6.00965,-1.41587,-6.4306,-6.87118,-10.8557,1.46592,-4.14878,-4.70215,-13.3163,-15.4207,-8.95049,-5.88693,-9.45405,-7.74532,-14.0978,-7.95228,-38.7103,56,99,179,226,304,304,328,349,387,484,487,555,558,571,601,609,621,630,791,847,978,1006,1422,1455,1511,1712,1769,1887,4246,4403
10,1100,33,3469,939.633,911.105,-0.549166,-2.17347,-6.36305,0.268121,-15.3766,-6.3746,-0.00995735,-3.57139,-5.71495,-9.5394,1.3066,-4.57316,-3.97256,-11.8914,-14.0553,-9.06962,-5.06564,-9.92523,-9.28368,-13.8232,-7.0646,-40.4766,33,60,123,140,201,250,303,310,376,421,467,502,541,610,622,690,693,734,738,756,828,1095,1178,1204,1954,2056,2107,2606,3122,3469
11,1200,143,3850,1022.83,919.341,-1.08335,-0.542553,-7.01702,-0.596613,-12.0027,-7.14212,-1.25287,-5.20697,-5.48594,-9.66606,1.45294,-4.8903,-3.13816,-10.4824,-14.5505,-9.63856,-5.51514,-10.3414,-9.71136,-13.042,-7.93789,-41.4487,143,194,205,214,228,243,318,444,470,501,520,567,658,678,711,762,838,949,961,1054,1231,1260,1285,1389,1446,1448,1977,2752,3389,3850
12,1300,122,3903,953.033,823.797,-2.6096,1.21928,-7.72401,-0.653125,-12.622,-7.33928,-2.07409,-5.24989,-4.95002,-9.67977,0.572778,-6.10702,-3.63598,-10.0115,-12.9175,-9.70384,-5.86767,-10.8115,-8.61922,-13.6345,-10.9582,-41.7851,122,141,156,199,265,293,311,397,410,412,510,570,658,669,701,740,747,867,934,1056,1238,1241,1300,1346,1471,1732,1752,1814,2636,3903
13,1400,139,6180,1039.57,1264.34,-2.61329,0.211932,-9.23001,-1.65309,-8.92437,-6.25142,-3.41567,-7.55615,-6.26671,-8.78055,0.537423,-5.67145,-3.17848,-7.02262,-13.0681,-7.30136,-5.25135,-10.3506,-9.31429,-13.2498,-12.2345,-43.9591,139,210,216,264,315,370,372,384,426,517,523,531,586,641,646,736,764,798,800,950,999,1006,1012,1094,1267,1334,1782,1819,4506,6180
14,1500,66,2491,878.767,684.196,-3.60269,-0.330449,-9.12068,-1.84086,-10.9144,-7.06741,-5.09173,-7.14509,-6.35749,-10.0892,0.908523,-6.69254,-1.90745,-8.3812,-13.3115,-8.4673,-5.46335,-10.362,-7.88647,-13.4327,-15.8527,-45.4142,66,133,174,176,204,275,289,342,384,459,586,610,618,638,660,717,772,786,810,986,1038,1100,1139,1281,1296,1788,1942,2216,2387,2491
15,1600,114,6407,1534.3,1521.79,3.26485,0.4053,-8.31826,-2.84667,-11.3664,-7.96123,-4.64695,-7.18444,-6.52078,-8.19606,0.708908,-6.27308,-3.20653,-9.90811,-11.5222,-9.33212,-5.88122,-9.31226,-7.48646,-11.6296,-13.437,-44.9309,114,156,256,469,472,543,548,564,569,597,631,755,781,813,906,959,1100,1280,1302,1521,1537,1811,2176,2355,2432,2632,2971,3626,5746,6407
