generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,0,2,0.7,0.83666,0.143382,5.83344,-1.38891,-3.88757,3.0219,4.84865,-1.79932,-4.39254,4.61699,-2.24306,1.19513,-2.8097,-2.40788,2.01827,1.92336,-0.0972856,-5.67587,-0.975774,2.83117,-1.42125,-3.34031,-12.0863
1,200,0,10,3.76667,3.20219,1.25564,3.27245,-2.15498,-4.26996,4.0286,3.67261,0.130472,-6.79987,0.632064,-5.84635,2.72632,-3.8614,-5.15061,2.28769,1.38608,-3.75894,-7.69193,1.40446,1.23966,3.17682,-0.250281,-15.5283
2,300,25,92,50.6,14.6608,4.69981,3.7702,-4.24694,-4.47476,4.48434,3.13948,-3.13977,-9.59163,-3.16734,-7.43164,-1.73262,-5.33582,-7.58921,2.62727,1.23146,-7.44654,-6.49149,-7.56395,-1.45902,-4.06189,-8.157,-17.8849
3,400,27,108,61.9667,20.285,2.54683,4.14471,-4.15348,-1.41785,-2.70999,2.60355,-3.62363,-9.58424,-6.75065,-7.64939,-5.301,-5.28852,-10.6986,-4.42517,-1.74969,-9.68829,-9.85913,-14.4261,-4.31269,-3.86931,-13.7665,-20.5635
4,500,27,180,88.1333,40.0084,5.5851,-0.490241,-7.07234,-4.43479,-3.83802,1.68906,-10.0852,-11.9031,0.208145,-7.91198,-6.41601,-4.04617,-8.33665,-1.42045,-4.79267,-11.8584,-11.4417,-12.9553,-7.96223,-4.16817,-17.5364,-22.1374
5,600,19,273,111.933,59.8158,2.77088,1.57469,-8.68904,-6.17092,-5.70415,0.746586,-12.363,-12.9585,0.727302,-8.93688,-3.39254,-4.42385,-9.46765,-4.94543,-3.50663,-11.7028,-12.4568,-12.1372,-8.69553,-4.5836,-22.4935,-23.781
6,700,39,560,160.5,114.28,4.54828,2.09151,-11.8199,-7.17044,-4.32943,-1.22473,-12.23,-14.2533,-1.89382,-9.84625,-1.65454,-4.94938,-6.88192,-5.18767,-3.17404,-11.6404,-11.4369,-11.582,-5.22525,-7.27815,-21.8998,-24.2621
7,800,43,351,130.233,66.6466,5.96537,-0.364528,-11.4432,-6.00081,-4.54066,-1.74637,-11.9691,-13.2143,-2.03383,-7.88838,-2.40081,-5.34409,-6.13798,-9.66101,-3.01531,-12.2948,-11.107,-11.5138,-7.20173,-9.35978,-23.0857,-26.5579
8,900,50,260,137.6,72.6136,5.82147,-0.421793,-12.425,-7.40027,-4.67221,-0.528153,-10.5848,-13.0709,-0.419845,-8.15745,-2.69581,-4.35546,-4.81248,-9.28486,-4.63104,-11.2455,-12.0116,-11.6643,-6.58975,-10.6594,-22.1141,-27.7602
9,1000,58,801,214.2,157.642,5.52375,0.719892,-11.9267,-7.56091,-5.16325,0.314129,-11.9966,-12.5863,-2.47603,-7.53427,-2.41905,-5.32756,-5.13284,-8.00518,-4.97805,-12.1736,-12.6705,-12.2409,-5.99538,-9.67617,-19.2825,-28.6966
10,1100,33,899,256.733,223.92,6.36881,0.535089,-11.7162,-8.35092,-5.14741,0.0910607,-12.0866,-11.1604,-1.67483,-9.11364,-1.86691,-3.72726,-4.27456,-7.47016,-2.95064,-12.4383,-10.6618,-12.0039,-5.95688,-10.1055,-16.7526,-30.5098
