generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,0,7,1.2,1.78885,-0.313397,-5.43202,-2.61586,3.52897,2.26931,-0.649926,0.0245353,-2.1557,-1.43674,-3.25067,2.46455,-5.76613,-1.34984,1.80016,1.32184,-2.09583,2.58133,-0.543158,-3.31467,-2.23452,0.660619,-5.61954
1,200,0,14,3.63333,3.93467,-2.26153,-6.02992,-6.8697,4.26845,5.91574,-0.195265,-0.249082,-3.00741,-1.02337,-6.9236,-0.704751,-9.84832,-0.752513,1.45429,0.702267,-1.68764,3.77066,-1.76685,-0.624486,-5.9478,-3.50787,-6.75737
2,300,9,57,28.9,12.1948,-1.1095,-6.12153,-10.5362,1.68582,4.76924,0.676277,-5.48882,-7.38039,-2.88808,-2.94136,0.976168,-7.5781,-6.11252,-5.29934,-0.878699,-3.29277,-2.83079,-6.92838,-2.84958,-6.47298,-5.53096,-9.86101
3,400,18,165,57.0333,29.9407,-4.01756,-5.34517,-10.2049,0.52371,-0.57413,-7.01065,-1.52156,-7.45706,-0.725365,-1.9296,2.36738,-9.8902,-6.53739,-8.79006,-0.607342,-3.81119,-5.37414,-10.8593,-6.77604,-6.12113,-12.1264,-14.1787
4,500,24,123,61.8667,23.8078,1.27047,-5.63515,-9.4044,0.345713,-1.95804,-11.7837,-1.58973,-7.37058,0.549813,-2.72234,1.1935,-9.64357,-7.34222,-6.62664,-2.52487,-6.01722,-7.17447,-11.8406,-9.02132,-6.75866,-15.7033,-16.504
5,600,28,120,60.4333,25.3318,-2.83785,-4.79804,-8.55244,0.25576,-4.42852,-9.42012,-1.35315,-8.29242,2.03337,-6.61587,-0.431936,-8.57508,-7.89441,-8.53988,-5.20382,-9.22781,-6.06666,-11.3673,-10.2047,-7.13561,-20.171,-16.9297
6,700,12,134,62.9667,28.5591,-2.30771,0.0248954,-9.73005,-1.44294,-6.96555,-8.71109,-2.621,-9.2761,2.04521,-6.58673,-4.27834,-6.23514,-7.24965,-9.03969,-6.78631,-10.3827,-6.71187,-13.968,-10.799,-8.6412,-18.7535,-17.6407
7,800,47,279,108.2,56.2607,0.376013,3.49894,-11.553,-0.826997,-7.86478,-4.61601,-3.14946,-9.67891,0.16411,-6.22428,-3.35182,-5.15387,-7.17032,-6.62657,-8.00526,-8.95729,-7.32745,-12.1931,-9.60633,-10.1152,-17.8747,-20.7212
8,900,42,262,127.5,59.706,4.99609,3.17174,-11.845,-1.9163,-10.2401,-9.15878,-3.81818,-10.1001,-0.664944,-6.7825,-1.45359,-4.3966,-6.19938,-9.37888,-9.61832,-11.0033,-10.0571,-12.3553,-6.97159,-8.78461,-15.7945,-22.1002
9,1000,42,564,199.467,113.735,3.04289,1.76976,-11.6736,-3.66364,-11.8297,-9.19397,-3.96026,-8.23665,-1.50498,-8.27195,0.061089,-4.02826,-3.94892,-10.784,-8.93871,-12.0791,-9.1979,-10.5387,-6.57934,-6.53852,-16.2487,-22.6737
10,1100,47,993,248.267,188.664,1.9322,0.118496,-12.224,-2.12248,-11.9893,-7.91192,-5.48798,-8.20463,-1.47575,-9.29192,0.709723,-4.49685,-7.37095,-10.2627,-9.04124,-10.8612,-9.27713,-8.44783,-4.08002,-5.50241,-13.43,-23.336
11,1200,43,624,203.7,117.045,-4.3168,0.537494,-12.3706,-3.52387,-11.4839,-8.47106,-5.65162,-8.08452,-1.28499,-10.307,-0.692058,-4.35004,-7.747,-10.9055,-9.52779,-10.1746,-8.35733,-9.28139,-3.45694,-4.66829,-14.3875,-24.3704
12,1300,55,847,329.967,205.261,-6.31611,-0.289385,-11.9958,-2.62489,-11.8131,-7.12779,-5.06698,-8.3172,-4.01057,-10.5798,0.393081,-4.24311,-7.10892,-9.3532,-8.93503,-10.2972,-9.10577,-9.43647,-4.60873,-6.42667,-13.2387,-27.5362
13,1400,81,968,388.067,229.512,-6.71689,-0.811431,-10.7035,-1.39655,-12.2987,-4.65211,-5.86258,-8.88053,-3.76811,-11.2249,1.84995,-5.12856,-6.22055,-9.07448,-7.76123,-7.21559,-9.14095,-8.4248,-5.05851,-7.20208,-14.5237,-29.9971
14,1500,101,2277,707.033,483.608,-7.89152,-0.613099,-11.0933,-2.91068,-13.6833,-5.1438,-6.12051,-8.44138,-5.01619,-10.179,1.59041,-6.1446,-5.85842,-9.28252,-8.32929,-5.72823,-10.0507,-9.80347,-8.2136,-7.25308,-12.8294,-33.378
15,1600,49,2824,844.533,721.687,-6.755,-0.379285,-9.60545,-2.94091,-13.5142,-6.58922,-8.39677,-7.311,-6.65182,-10.93,1.45927,-6.6922,-3.44958,-9.83447,-7.27535,-6.71277,-10.5679,-9.10621,-8.15882,-7.78775,-12.4424,-35.0112
16,1700,141,2871,789.9,636.218,-6.16332,-0.915762,-9.57076,-2.69682,-13.2978,-3.57825,-7.55052,-9.02166,-6.33278,-8.68922,2.85684,-5.47682,-2.96476,-12.1427,-7.33679,-6.5306,-11.1735,-7.19951,-7.891,-8.55026,-12.1554,-36.9002
17,1800,193,4241,1117,856.283,-7.87424,-0.0228164,-8.40083,-3.41578,-13.1027,-2.12144,-9.09648,-8.3658,-7.0169,-9.23175,3.03651,-5.94565,-3.57484,-12.6693,-8.54435,-8.35974,-9.82079,-6.9161,-8.59594,-7.04768,-12.8797,-37.9145
18,1900,211,5356,1500.4,1418.73,-6.91857,0.773481,-8.39043,-2.05928,-12.0111,-2.00972,-8.3165,-5.80486,-7.30736,-8.45466,2.19215,-6.48667,-2.61906,-13.4074,-7.11466,-7.4149,-9.52399,-5.53739,-8.69797,-7.79423,-11.7405,-39.0634
19,2000,79,5004,1691.43,1365.19,-7.28699,2.39837,-8.82291,-2.77006,-11.6682,-1.20817,-7.69626,-6.37532,-7.00759,-9.19465,2.65463,-5.22136,-4.05743,-12.5775,-7.0487,-7.50728,-9.89891,-6.43621,-8.02322,-8.7409,-11.2451,-40.6753
20,2100,115,7020,1148.03,1284.83,-8.64942,2.39258,-8.51404,-2.62977,-12.2894,-0.807127,-7.98895,-4.31182,-5.53525,-10.3922,3.80894,-6.88192,-4.97425,-12.3789,-6.82221,-7.58517,-8.84053,-6.14873,-9.00664,-10.1093,-13.6331,-42.3304
21,2200,70,8707,2080.4,2096.12,-9.82096,3.34333,-10.3373,-1.94579,-12.1242,-3.00466,-6.79256,-2.89427,-5.43489,-10.6799,2.74336,-6.48811,-5.99872,-12.8276,-8.08278,-6.50381,-8.66583,-6.59958,-7.67967,-8.73958,-14.482,-44.3825
22,2300,145,5852,1778.33,1580.77,-10.0468,3.31072,-9.68527,-1.72712,-11.2593,-3.16105,-6.42138,-2.44357,-4.77925,-9.54678,2.51442,-6.30708,-4.7762,-14.5347,-8.52952,-7.39023,-9.698,-6.94267,-6.98682,-8.44327,-12.7163,-44.9009
23,2400,185,9375,2117.67,2220.93,-11.2214,2.73654,-9.40112,-0.540908,-11.7896,-3.06084,-6.18914,-2.58375,-3.36382,-10.335,3.18772,-6.79369,-4.75917,-13.9188,-7.69276,-7.56791,-10.1464,-8.79696,-6.70644,-7.82751,-12.5902,-46.7526
24,2500,285,8532,2562.17,2280.17,-10.6803,2.75922,-8.86041,-0.720213,-12.1147,-3.20296,-5.80618,-3.5319,-2.34914,-10.0155,2.35561,-5.75491,-5.30378,-12.5061,-5.27913,-7.78744,-7.67788,-7.87446,-6.94838,-8.87939,-10.4617,-46.6348
25,2600,235,33653,4446.57,6782.92,-10.4162,2.30695,-8.6904,-0.0876478,-10.9041,-3.74362,-6.53873,-3.99537,-3.12653,-9.4597,2.69227,-6.66371,-6.52543,-13.0894,-8.08838,-6.9121,-7.7155,-6.88187,-7.52102,-10.0908,-8.6471,-47.1725
26,2700,314,46343,8458.43,10040.4,-9.76413,2.89476,-8.91786,1.85016,-8.29497,-4.74031,-4.78503,-4.83241,-3.49567,-8.0781,2.83684,-7.83039,-6.79638,-11.8566,-8.12507,-7.82109,-9.44798,-7.74231,-7.18863,-11.1653,-6.95304,-48.6303
