0,3.5
1,9.83333
2,12.5667
3,15.7
4,27.0333
5,50.4
6,172.233
7,307.667
8,1042.27
9,872.133
10,1922.5
11,2469.43
12,3683.93
13,6620.83
14,11130.2
15,9313.93
16,9755.57
17,11210.4
18,17126.3
19,18270.4
20,37604.4
21,32539.4
22,39427.4
23,37651.8
24,39484.2
25,71086.1
26,83625.2
27,81773.7
28,72852.8
29,86462.2
30,73170.6
31,105734
32,112847
33,129500
34,169628
35,118317
36,153404
37,134665
38,136571
39,128436
40,115465
41,125805
42,179945
43,146799
44,120886
45,200026
46,124541
47,121315
48,122888
49,153996
50,132742
51,161961
52,151847
53,116957
54,200354
55,156425
56,179386
57,126275
58,136152
59,159724
60,145021
61,169045
62,81898.5
63,136290
64,107885
