generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,4,50,20.1333,10.9442,2.82175,-4.20734,-4.18877,-1.75896,-3.97557,-2.40521,-1.2901,-2.59018,-1.8236,0.00328698,-0.43675,-6.76772,-3.63479,-1.21653,-1.0413,1.37325,-6.39606,-7.01004,3.37704,-4.97459,-1.85109,-9.46058
1,200,10,58,30.3667,13.8127,-2.1727,-4.8232,-8.13391,-2.7643,-10.6329,-5.73251,-1.72988,-6.62714,-3.07964,-5.14644,-0.130205,-6.77283,-6.60301,-8.00651,-6.75064,-2.52767,-9.29433,-9.35978,-0.899723,-6.54811,-4.47641,-11.3472
2,300,60,285,123.4,51.2092,-0.97497,-4.38723,-8.67351,-8.1736,-8.14092,-6.66819,-4.33189,-8.62779,-2.88865,-4.82305,-2.05277,-4.69442,-10.3547,-8.9567,-10.8333,-9.5572,-8.49213,-5.92915,-3.06782,-8.33913,-4.46598,-17.8338
3,400,37,117,66.7667,21.2614,-0.45539,-2.61486,-10.1576,-9.86575,-11.9594,-11.1163,-6.06393,-9.18092,-2.34944,-4.18841,-2.35043,-4.42612,-8.32001,-8.82415,-9.77251,-15.1016,-5.86622,-8.76012,-5.33095,-10.029,-5.90766,-20.2889
4,500,63,362,171.967,85.7939,0.203112,1.36667,-12.5156,-8.23178,-10.4247,-11.3737,-3.39122,-9.80535,-2.85604,-7.23993,-4.85967,-5.84622,-10.6422,-8.56654,-10.7613,-18.2374,-9.91178,-11.0436,-6.12565,-8.40058,-4.89696,-21.8976
5,600,59,455,193.967,92.6046,1.31163,1.03617,-11.1031,-6.82462,-7.6856,-12.4094,-2.21025,-8.90218,-3.50955,-7.54403,-5.94571,-6.88552,-11.0996,-9.99524,-14.001,-17.7946,-15.5047,-11.8739,-7.39399,-9.75012,-3.52053,-24.0154
6,700,59,515,226.667,128.119,1.85417,-0.141983,-10.0401,-7.41119,-6.45057,-9.28283,-4.03894,-8.03734,-3.92901,-7.69826,-5.10829,-7.49554,-12.7628,-9.42097,-14.1567,-18.0011,-14.7983,-9.2654,-7.79758,-9.37655,-3.25813,-28.8954
7,800,76,1026,325.533,229.001,-0.196131,1.81154,-11.4013,-6.1713,-5.47769,-9.53205,-4.04259,-8.96517,-3.26091,-8.33927,-4.18692,-6.14712,-11.9435,-7.92551,-13.2735,-16.2989,-14.598,-9.51486,-8.86577,-7.65739,-3.16063,-32.0753
8,900,77,1485,447.833,324.528,1.16842,1.89074,-12.8449,-7.14605,-5.35925,-8.26628,-4.95172,-6.22445,-3.63231,-8.43432,-3.85975,-8.54033,-12.6042,-8.27324,-13.5396,-16.9511,-14.2775,-10.5954,-9.09848,-8.99889,-4.35801,-37.1974
9,1000,71,1701,574.4,464.604,4.10059,3.08809,-13.203,-7.0564,-5.01297,-9.27142,-6.51153,-5.80372,-5.28749,-8.24952,-3.23328,-11.988,-11.4289,-8.82213,-15.1225,-16.5536,-14.4404,-10.5254,-9.43311,-8.81559,-6.52448,-37.9402
