0,5.83333
1,27.5333
2,47.1333
3,58.9
4,121.7
5,210.767
6,140.667
7,164.9
8,286.067
9,325.7
10,376.367
11,600
12,697.433
13,928.3
14,1034.77
15,961.567
16,1210.83
17,1104.73
18,1720.77
19,1317.37
20,3280.2
21,2813.73
22,2935.43
23,4126.87
24,3128.37
25,2736.5
26,3470.6
27,3634.33
28,3332.87
29,3169.03
30,4670.63
31,4826.87
32,4495.93
33,6928.37
34,4081.07
35,4493.67
36,5896.3
37,5900.87
38,4247.9
39,5788.87
40,4785.23
41,7122.47
42,6814.27
43,5991.4
44,6246.23
45,7057.27
46,5918.83
47,7693.97
48,7379.73
49,11130.7
50,8789.9
51,10080.9
52,11682.6
53,13331.2
54,8694.43
55,6452.03
56,8420.73
57,9161.87
58,12532.3
59,11589
60,10719.9
61,10944.5
62,9499.73
63,11865.5
64,12037.4
65,13063.1
66,13072.6
67,10535.9
68,12902.6
69,10032.9
70,10242.5
71,8930.93
72,11491
73,12343.7
74,8215.3
75,9243.33
76,11949.6
77,9379.23
78,13271.9
79,9966.37
80,8355.77
