generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,0,6,1.06667,1.55216,1.25332,5.09555,-0.668245,2.85759,-2.13052,3.35126,-4.49213,1.10035,-0.892555,-3.88484,-0.427551,-2.30764,-2.66251,-0.613331,-4.59847,0.754721,0.579191,5.54552,3.99064,1.58913,4.59365,-7.67311
1,200,0,7,1.63333,1.60781,3.86863,3.03328,2.68359,0.267693,-4.6546,7.72379,-7.07157,0.945535,-4.25042,-7.73195,2.50716,-2.7923,-6.29799,-7.07999,-2.50785,-0.753107,0.255612,-0.0896803,1.8139,-4.12049,4.64732,-10.0725
2,300,4,35,20.5,7.68676,1.90494,2.86327,-2.26437,0.0427523,-4.91886,9.31657,-7.01284,-2.94015,-8.58044,-6.55701,6.13264,-7.42274,-7.0384,-4.74122,-3.13931,-3.07244,-4.56011,-2.84746,-6.79772,-1.09849,1.23312,-14.5963
3,400,8,64,22.3333,11.1983,-0.550017,1.07957,-4.12445,-1.19973,-7.41009,10.5218,-8.67679,-3.69025,-11.7049,-6.95324,4.75765,-10.7723,-9.55655,-5.55271,-4.4486,-1.84495,-6.68212,-0.907719,-18.1067,0.0151461,0.303465,-19.0854
4,500,6,65,27.4,14.2141,-0.360351,0.137269,-5.68906,-0.255083,-7.99012,7.82892,-7.76633,-4.60829,-10.9985,-6.43392,4.21236,-13.6776,-10.909,-8.45376,-4.0628,-2.62954,-8.73926,-6.20063,-19.1006,-2.31378,-1.43673,-19.4921
5,600,15,99,60.6,22.7363,0.784915,0.0337728,-7.00248,-3.32502,-9.74998,5.64498,-9.89213,-1.50595,-10.1022,-4.79495,4.27702,-10.7443,-10.7189,-9.05123,-4.4616,-4.93837,-8.55095,-6.01549,-22.2802,-1.01066,-5.52531,-19.9826
6,700,41,263,106.967,57.6682,1.52553,-0.00532109,-6.9734,-4.59375,-10.3145,2.38219,-8.42592,-0.986197,-9.27267,-8.12131,4.91153,-12.2947,-9.64251,-7.65092,-7.22306,-5.51735,-8.1197,-6.62909,-19.3717,-0.449037,-11.0288,-20.7335
7,800,27,255,106.4,57.8754,0.785829,-0.0399374,-8.24322,-5.24985,-10.8839,-0.179995,-8.24458,-4.29508,-9.91449,-8.01173,5.26391,-11.1143,-9.48781,-7.85771,-7.10195,-4.20925,-7.91898,-7.34489,-19.8414,-1.72113,-17.1065,-22.0849
8,900,58,407,156.267,82.7376,1.04125,-0.0269424,-9.84132,-5.67721,-11.2344,-0.793202,-7.09065,-2.01936,-8.83598,-7.21936,6.31154,-9.55667,-9.91348,-7.43048,-6.24055,-4.81336,-7.06988,-8.10707,-17.7708,-2.49235,-16.8434,-23.731
9,1000,58,414,159.2,83.7996,2.09611,-0.214969,-8.13052,-5.03579,-12.3097,0.611679,-6.91748,-2.65909,-7.03455,-8.02015,4.75534,-8.15416,-9.61681,-6.91077,-6.29181,-5.63703,-8.63602,-8.40549,-14.0343,-3.56546,-14.3032,-23.345
