generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,7,53,18.9667,10.1148,-2.70017,2.42036,-2.78377,-4.62752,-1.88254,0.178881,-7.1319,-4.94182,-2.6199,-1.29423,-3.20574,0.0895858,-2.0687,-3.14083,-0.600556,-0.525592,-6.88707,-4.98263,1.95854,-7.16949,-2.91747,-5.89861
1,200,34,174,91.1667,40.1635,-1.19787,0.635473,-6.20716,-6.37005,-3.70913,-2.72993,-10.7572,-3.61672,-7.57735,-4.11656,-5.70884,-2.52357,-2.60224,-3.70478,-2.56248,-3.75877,-4.01423,-5.39515,-1.65835,-7.75421,-3.48629,-8.52597
2,300,25,182,79.2667,37.3095,-5.27703,3.40543,-13.1067,-6.10271,-3.45481,-5.93884,-10.7348,-7.80902,-5.73735,-7.83499,-7.86112,-4.97089,-6.65882,-9.32902,-2.62016,-7.47712,-2.60578,-8.66494,-1.90901,-12.8561,-4.16895,-12.8783
3,400,32,195,81.8,40.4461,-5.84607,3.52411,-15.7481,-6.77978,-4.44673,-9.63267,-8.6712,-8.16271,-2.37522,-4.61897,-9.30161,-10.2679,-9.84298,-9.84881,-4.32831,-9.64692,-10.0752,-9.7715,-5.45267,-18.7347,-10.0819,-14.6543
4,500,40,193,112.3,46.4031,-6.37529,4.29616,-15.6033,-6.32392,-4.72104,-10.7219,-6.32748,-9.50716,-3.42148,-8.43318,-9.77646,-9.54792,-7.81255,-8.03078,-7.07773,-9.40325,-9.83885,-10.4033,-6.4145,-13.0978,-11.216,-18.13
5,600,48,336,135.9,70.2131,-3.21216,3.24291,-14.3188,-11.4253,-4.23082,-11.8339,-6.30546,-9.24774,-4.99977,-7.82924,-11.5242,-10.0996,-8.43627,-8.37022,-11.4466,-10.9541,-10.7725,-8.85931,-5.83917,-12.6681,-11.2639,-21.1643
6,700,50,602,199.9,109.931,-6.05836,1.56237,-14.3312,-17.1322,-6.02472,-11.8954,-4.26822,-10.1361,-6.24344,-7.40397,-12.578,-9.07419,-9.41744,-11.9747,-10.0357,-13.6776,-14.3453,-9.87431,-5.67252,-11.9893,-11.0069,-26.3308
7,800,71,460,176.9,107.101,-4.50331,2.82247,-14.0362,-12.805,-5.13914,-11.9041,-7.84814,-9.22187,-9.14229,-9.48277,-12.4643,-7.9251,-9.65712,-10.3032,-9.19127,-13.9577,-13.3792,-10.567,-6.37826,-11.9151,-11.6361,-28.7333
8,900,52,816,265.8,196.108,-1.96643,2.09742,-15.5887,-13.2566,-4.85949,-12.1298,-8.60875,-9.09152,-9.79008,-8.63187,-12.2287,-4.99951,-10.27,-10.1466,-9.41984,-13.9068,-10.8528,-9.72312,-5.60387,-12.603,-12.4128,-29.2494
9,1000,78,668,241.633,145.879,-3.13169,0.197545,-14.6313,-14.7975,-5.50662,-10.3705,-8.64721,-11.6338,-9.759,-8.61451,-10.5999,-5.5274,-9.86986,-10.5637,-9.13102,-13.2485,-9.34055,-10.286,-4.69626,-12.3979,-13.2726,-29.8003
10,1100,60,1324,460.967,365.946,-0.813772,-2.94349,-12.9141,-15.5983,-3.20859,-12.2068,-8.81475,-12.3736,-8.8257,-8.92843,-10.4445,-4.62355,-10.7241,-9.33163,-9.39291,-12.7633,-9.16588,-10.1228,-5.69982,-13.0457,-9.76433,-31.527
11,1200,85,1296,434.333,336.281,-0.281954,-2.59881,-12.897,-14.5693,-4.27201,-11.4418,-10.3164,-13.2149,-7.97559,-8.65361,-9.14421,-5.18809,-10.1957,-9.21112,-8.99095,-11.3111,-9.02044,-11.7913,-5.81995,-13.0866,-11.7939,-34.476
12,1300,101,3418,808.3,770.785,-1.926,-3.11055,-11.2957,-14.7246,-5.96593,-12.6947,-8.65206,-12.1022,-8.31558,-10.478,-7.01961,-7.68137,-7.38543,-8.50982,-8.98597,-12.276,-6.55644,-9.14559,-7.5171,-12.7208,-10.1691,-35.393
13,1400,370,3344,1353.57,848.595,-3.33174,-2.6884,-10.9611,-13.9464,-6.74852,-11.9233,-7.03508,-11.8237,-7.69371,-11.5509,-5.8389,-8.37096,-8.89723,-10.428,-8.12241,-11.6947,-8.06946,-8.37211,-6.41623,-12.5213,-9.67523,-36.8144
