0,5.33333
1,27.6
2,68.2667
3,99.1
4,109
5,164.1
6,188.133
7,233.667
8,289.733
9,371.867
10,269.633
11,445.3
12,913.167
13,1050.87
14,856.533
15,1483
16,1653.1
17,2665.4
18,2023.8
19,1805.13
20,1470.13
21,1556.6
22,2600.87
23,4015.2
24,5304.03
25,10498.6
26,12029.7
27,20561.6
28,22397.7
29,26955.2
30,32166.1
31,35753.8
32,55793.6
33,49183.4
34,53346.1
35,45168.8
36,62048.1
37,103162
38,43822.5
39,85658.8
40,106223
41,55774.6
42,70581.9
43,86217.4
44,82587.8
45,128013
46,95477.8
47,48861.3
48,61943.5
49,71008.6
50,95274.7
51,79779.1
52,83492.6
53,103012
54,99355.3
55,80690.1
56,87522.9
57,130265
58,122532
59,116246
60,48715.5
61,82743
62,79498.3
63,72366.2
64,92993.9
65,66154.6
66,80219.7
67,95665.4
68,70138.8
69,81189.4
70,56840.1
71,108896
72,82896.6
73,75402.1
74,107864
75,169841
76,149952
77,145996
78,104027
79,90665.3
80,124061
