generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,0,14,4.4,3.78381,1.67463,-2.23643,-4.01166,1.07319,1.80678,-4.6934,-2.53448,-3.03726,-2.40868,-9.81925,-0.655496,-3.42686,-0.221567,-1.38029,-2.38298,1.18104,-5.29144,-1.86833,-2.9051,2.18055,-3.2738,-2.53422
1,200,11,121,37.4667,22.2366,1.48071,-3.61054,-6.78916,-1.43537,2.68408,-8.47548,-4.00937,-3.48907,-3.41532,-8.71287,2.14998,-3.03954,-3.62721,-1.36417,-4.67486,0.93951,-9.32017,-2.05745,-4.38249,-1.02718,-4.17441,-12.5868
2,300,8,281,68.2667,59.8371,4.41666,-0.063848,-7.94954,1.43976,3.95183,-8.96354,-3.35278,-5.87229,-3.62402,-10.9912,-0.490101,-6.4001,-6.19065,-3.19972,-5.48468,0.181672,-10.3437,-3.04655,-7.69764,-2.77624,-9.15741,-20.105
3,400,34,221,92.9667,41.8548,7.33712,-0.541686,-8.62307,0.662907,3.79094,-8.94035,-8.419,-8.19406,-6.1405,-9.39369,1.57879,-12.8522,-11.7118,-4.55959,-6.8064,-2.43278,-9.21402,-5.32259,-9.33468,-6.26447,-14.6326,-22.0317
4,500,26,378,112.7,79.2095,8.47061,-1.75571,-9.63659,-3.13099,-1.04754,-7.31143,-9.20413,-8.16279,-5.08611,-7.46463,2.98701,-13.9646,-10.8325,-5.28912,-6.8216,-2.01771,-9.96455,-5.13247,-8.40408,-6.84468,-17.0008,-23.1019
5,600,26,346,134.067,70.7857,9.30368,-0.508322,-9.63201,-2.09017,-3.26893,-8.52886,-10.2855,-8.21001,-5.39755,-9.35563,4.66352,-16.0189,-12.143,-3.41538,-6.90507,-2.65238,-9.15412,-5.99021,-9.1301,-6.82357,-17.9859,-24.1548
6,700,62,425,185.2,91.1658,14.0519,0.685173,-9.07472,-2.19357,-2.38749,-9.29624,-5.76456,-8.92809,-4.95719,-11.4249,4.91717,-15.4687,-13.0479,-2.07259,-7.20218,-4.50406,-7.82073,-6.83145,-8.14,-6.55562,-17.4499,-27.7271
7,800,54,446,193.233,104.901,12.309,-2.5101,-8.7825,-1.78838,-3.28995,-8.91183,-8.15304,-9.03931,-5.18912,-11.8123,5.01304,-14.0176,-13.0109,-1.41527,-4.7513,-5.67738,-7.78568,-7.27465,-7.92468,-5.94075,-18.1342,-29.5412
8,900,32,514,188.3,109.849,15.0977,-2.96531,-7.90216,-3.92432,-2.07294,-7.39719,-8.67535,-9.06362,-4.88123,-11.2352,4.46377,-13.8522,-11.8888,-2.11387,-3.98732,-6.35437,-8.01548,-6.23798,-8.52626,-7.3734,-17.7068,-30.5439
9,1000,48,822,276.833,206.909,10.8603,-4.44709,-11.3078,-4.12429,-1.99283,-7.20938,-8.32252,-6.83779,-6.12272,-11.46,2.54979,-12.7407,-10.8698,-2.98524,-4.44357,-7.02404,-6.75497,-6.13703,-8.99438,-8.82529,-14.6306,-30.6437
10,1100,88,1471,484.167,354.194,11.9556,-3.06122,-12.5512,-6.61201,-2.78797,-7.72684,-6.33345,-6.45035,-7.41884,-10.8963,1.74239,-9.72444,-10.3621,-4.0948,-4.3344,-8.6259,-5.81368,-7.27941,-8.76301,-8.22714,-13.5667,-32.2948
