0,3.03333
1,24.8667
2,44.5333
3,40.4
4,59.0333
5,61.9667
6,92.4
7,111.467
8,150.3
9,503.4
10,407.467
11,454.033
12,338.167
13,359.733
14,416.167
15,592.7
16,418.5
17,425.833
18,701.033
19,1042.57
20,1477.77
21,1881.4
22,3098.7
23,2602.8
24,2667.93
25,3364.9
26,2522.17
27,2915.9
28,4615.7
29,5735.53
30,2889.83
31,3494.77
32,3906.03
33,2516.63
34,2254.73
35,2590.9
36,3572.57
37,3824.47
38,5311.1
39,4401.73
40,5499.93
41,9765.47
42,11852
43,18701.4
44,18761.3
45,17675.1
46,26499
47,25472.9
48,28279.6
49,25250.9
50,22920.4
51,53118.4
52,31740.8
53,37592.8
54,59110
55,96510
56,55965.1
57,52122.4
58,100665
59,69107
60,69875
61,60364.5
62,44925.2
63,73397
64,147608
65,86388.3
66,77766.4
67,76522.5
68,52542.4
69,112759
70,140613
71,103853
72,133243
73,95892.1
74,102764
75,136321
76,120063
77,93595.9
78,127218
79,97244.3
80,134204
