generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,0,3,0.433333,0.727932,-3.89636,3.86186,-7.12788,-5.91364,-5.22825,-1.90043,-7.85041,-1.36886,5.13965,-3.27271,2.49792,3.41814,1.95254,-0.145533,-5.62054,-3.82908,4.68155,-4.93328,4.76165,-3.45104,0.391438,-6.54315
1,200,0,10,2.56667,2.44503,-8.40921,2.20447,-8.23841,-9.48885,-4.70037,-0.564818,-13.037,-5.9856,-9.88079,-6.47708,-3.6416,3.75621,-0.79778,0.801116,-10.5765,-2.31766,-0.995996,0.270593,4.79103,-2.12791,-3.45629,-10.2847
2,300,0,45,16.9667,11.0313,-2.36901,-0.417545,-13.2952,-9.38436,-3.90421,0.596925,-14.3915,-4.9376,-11.8876,-8.99069,-7.48965,1.42086,-2.63392,-2.93312,-9.65968,-4.61761,-8.73433,-7.43879,0.850353,-6.26468,-2.20813,-10.3038
3,400,1,79,32.1667,19.7328,-6.79783,-0.93778,-16.3849,-7.83799,-4.50721,-2.47966,-16.154,-5.7902,-11.5977,-10.513,-5.71063,-0.415877,-6.69417,-6.27799,-9.7294,-5.13734,-10.8654,-14.6842,-2.09258,-11.1558,-1.21028,-9.6305
4,500,19,117,57.4,22.0307,-7.31609,-0.204116,-13.3812,-6.80012,-9.0059,-5.75512,-16.0393,-7.89961,-11.2194,-7.37912,-4.9002,-1.14973,-6.84574,-8.86162,-12.3749,-6.72008,-12.0497,-15.3725,-7.41718,-11.1179,-8.80484,-9.74771
5,600,23,206,75.8667,39.002,-6.5209,1.8437,-17.7015,-7.60106,-12.8486,-8.01143,-16.2597,-8.35364,-8.49999,-9.37654,-6.25963,-3.6551,-7.09781,-9.82049,-12.5482,-7.04403,-11.4024,-13.3359,-12.204,-6.42676,-12.9431,-10.9813
6,700,38,231,80.8,36.8271,-1.14657,1.80619,-17.6175,-8.30096,-11.8252,-8.34532,-15.3854,-10.3529,-8.03217,-10.7729,-3.45102,-2.47981,-6.72902,-9.01212,-13.7294,-9.57518,-12.2761,-9.40542,-12.5151,-6.56416,-11.0911,-13.8999
7,800,23,265,120.567,59.9642,-2.2154,1.43652,-18.4009,-7.37517,-11.2664,-7.55135,-12.4626,-8.69173,-8.32313,-11.9653,-2.86881,-3.01059,-5.56115,-5.76743,-12.7762,-9.71618,-13.8162,-9.83452,-14.1747,-6.75916,-13.0016,-17.3813
8,900,32,425,176.167,93.9332,-1.15634,1.58303,-18.9831,-8.99183,-10.9015,-8.37791,-10.6567,-11.7769,-6.59395,-14.2963,-2.60907,-4.32697,-4.73426,-7.94821,-13.6999,-10.2107,-13.1362,-9.08769,-12.2251,-8.7865,-12.8796,-24.361
9,1000,63,386,197.667,79.1708,-1.81605,1.90915,-19.9028,-8.74405,-11.0075,-8.04606,-12.1343,-11.9825,-5.26107,-14.6799,-3.04555,-4.11869,-6.62838,-6.08062,-10.6109,-9.41738,-12.4165,-10.3497,-10.703,-10.1404,-16.4755,-26.0965
