generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,0,21,5.4,4.93824,-0.625521,-1.31209,-1.80118,-1.0746,1.33273,-5.57361,2.94888,2.46238,-2.74542,-4.6397,-2.34136,-1.16724,4.49435,-4.64625,-5.97423,-4.67804,-3.1165,-1.25136,-1.08088,-0.51895,-1.32722,-6.42499
1,200,0,24,6.56667,6.11771,-0.265089,-0.320282,-2.93923,-1.32812,-1.17334,-7.5933,-2.22711,-0.356722,-3.27414,-7.36645,2.92997,5.41068,2.07184,-7.10951,-9.77739,-6.52599,-6.07252,-2.36802,1.90721,-0.624785,-3.00176,-13.2426
2,300,2,82,33.1333,20.1353,-7.04935,-0.88901,-6.26476,-3.35527,-3.04436,-8.25229,-3.60162,-5.40404,-3.71928,-8.67259,2.60506,-0.192199,0.79405,-10.7676,-10.8135,-8.65329,-9.09137,-3.73192,1.40016,-2.14664,-3.11984,-15.5762
3,400,32,188,93.8,33.9527,-8.24002,-0.966152,-7.39851,-3.16593,-2.7567,-3.4394,-4.94046,-10.0746,-0.41897,-9.2959,1.02735,-1.43226,-5.0416,-13.3275,-14.0248,-9.93863,-10.5801,-5.34911,1.12245,-4.74598,-5.11605,-17.4417
4,500,56,266,128.867,59.3213,-9.98369,-0.733109,-6.64737,-5.1065,-0.577103,-7.99988,-2.5677,-13.7544,-2.82162,-8.93053,0.459278,-1.15617,-5.98384,-13.13,-12.3504,-10.755,-10.8135,-4.31333,-2.61835,-3.20471,-8.79462,-18.9577
5,600,34,364,120.1,69.976,-9.492,-1.08025,-8.03635,-4.20566,-0.287729,-9.73903,-4.48116,-11.9963,-2.71573,-12.0976,0.476169,-2.46419,-7.99216,-14.9597,-11.9257,-10.6872,-10.3362,-5.73495,-3.69447,-3.87958,-10.0322,-20.6092
6,700,54,260,129.633,54.4575,-6.86185,-1.59058,-8.16415,-3.64097,-0.874292,-8.41437,-4.83984,-10.8836,-5.47702,-10.9652,2.39938,-1.59136,-9.0013,-15.5718,-11.9752,-8.48526,-9.99766,-6.17264,-5.45265,-6.80097,-10.9603,-21.9256
7,800,58,528,190.6,132.196,-9.81586,-2.04161,-8.24795,-4.83719,-2.96909,-10.0698,-1.56666,-11.3988,-6.79558,-9.07141,0.779927,-1.04121,-8.24354,-12.969,-10.64,-9.02728,-9.65774,-5.99324,-7.10301,-7.2108,-11.3724,-23.2447
8,900,35,454,175.167,129.841,-15.2132,-2.19595,-8.20955,-5.53175,-3.90949,-9.30985,-1.36832,-11.6697,-6.19344,-9.44526,0.52137,-1.53231,-7.03923,-11.2736,-10.4925,-10.1243,-11.8758,-5.77434,-6.37412,-8.42682,-12.003,-24.2287
9,1000,45,621,220.267,132.325,-17.565,-3.0843,-7.9787,-6.00703,-4.74454,-9.22721,-1.12615,-12.3793,-5.95607,-10.322,-0.497728,-2.69222,-8.91607,-11.1339,-9.67182,-8.70197,-10.7313,-3.90979,-4.90648,-8.16425,-12.1106,-26.8546
10,1100,83,1218,331.633,228.723,-18.6061,-2.14908,-7.47947,-8.15332,-5.97103,-8.65594,-1.39656,-12.8162,-7.22591,-10.4533,-2.21011,-3.75058,-6.6826,-11.0322,-9.91968,-4.24221,-9.81042,-5.50354,-6.03918,-8.88674,-11.2934,-27.7698
11,1200,127,1456,538.433,414.968,-18.8116,-0.768558,-7.78667,-6.58146,-8.00551,-8.69948,-2.03277,-12.1218,-6.70029,-9.3642,-3.96506,-3.79702,-7.08886,-9.3304,-8.28822,-3.38476,-9.74704,-7.08873,-6.05671,-9.6693,-9.78266,-29.2396
12,1300,49,1028,427.833,251.994,-19.8064,-1.60278,-7.62644,-6.16547,-8.75429,-8.15427,-2.56559,-12.0532,-5.35166,-11.3588,-3.14329,-4.63276,-8.0504,-8.81998,-9.33759,-3.80865,-8.28272,-7.16135,-7.30688,-10.7605,-11.7756,-30.3816
13,1400,90,1336,378.867,279.832,-18.5156,-1.54699,-7.69368,-7.69497,-10.3377,-7.80833,-2.16912,-11.6117,-4.95258,-12.4855,-3.05883,-3.85029,-8.33644,-6.82812,-10.3234,-5.24334,-9.26338,-7.15165,-7.57841,-11.7106,-12.2184,-33.2605
14,1500,39,4498,1086.33,987.8,-17.2315,-1.72239,-8.05683,-8.57154,-9.84005,-7.33287,-3.07939,-9.8626,-5.95915,-11.4241,0.186615,-5.00373,-6.51776,-7.18924,-11.3519,-4.65276,-7.33177,-7.29411,-7.18995,-11.6602,-11.245,-37.0674
15,1600,106,4038,1248.03,1073.83,-16.3254,-0.584003,-7.06414,-9.47497,-8.9042,-5.88002,-4.13226,-9.67504,-6.27578,-12.027,-1.26235,-6.8765,-5.59655,-7.44588,-11.2325,-4.71366,-6.75622,-7.84867,-7.63694,-11.1837,-10.049,-37.5375
16,1700,184,3414,1047.03,757.265,-16.2889,-0.535873,-7.80921,-8.40458,-10.0661,-4.72722,-5.11401,-10.1359,-6.67279,-11.3655,-3.05069,-7.34594,-6.58206,-8.45963,-11.8595,-4.67335,-6.34277,-7.31816,-8.02846,-11.6714,-9.86732,-39.6485
17,1800,30,3474,1025.67,975.821,-18.7009,0.123331,-8.0696,-8.00143,-10.1711,-4.85696,-6.25092,-9.22276,-7.27828,-12.8082,-2.42933,-8.88576,-6.9447,-9.64865,-13.0529,-5.00452,-6.42112,-8.2277,-8.62119,-12.909,-11.3177,-41.4219
18,1900,61,1212,532.733,316.024,-22.1252,-0.857656,-8.75081,-7.46658,-10.3632,-3.93423,-6.10527,-9.03153,-5.95947,-13.5863,-2.82528,-7.20727,-8.81096,-8.83649,-13.2635,-4.93006,-8.48269,-6.396,-11.0455,-12.9236,-13.2021,-41.1286
19,2000,53,4793,1036.27,1152.14,-19.8676,-1.17799,-8.49584,-6.26703,-9.847,-3.27021,-6.92485,-7.24614,-5.64698,-12.6488,-2.28576,-8.19129,-8.14024,-9.34216,-13.0244,-5.83182,-8.13597,-5.70995,-9.09072,-11.4078,-11.8222,-41.4763
