generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,2,61,22.1667,13.2511,1.06844,-0.621295,0.336425,-0.853103,-0.145722,-3.964,-1.29979,1.06983,-0.820172,-0.993457,-0.570363,-5.39618,0.999798,-2.54628,-1.80812,-0.569597,-3.73216,-5.5054,0.707018,-2.76779,-3.69219,-4.91424
1,200,31,194,94.2667,46.6298,-2.90262,2.86216,-3.93545,-0.962611,-5.99367,-6.67732,-2.52833,-3.6019,-1.72073,-6.80722,-0.176542,-5.45247,-3.08177,-4.06187,-3.30547,-4.1288,-2.93169,-6.14586,-3.81523,-5.1425,-2.50174,-11.1224
2,300,25,156,72.1667,32.8025,-5.39323,-2.48979,-3.47429,-2.48528,-5.12817,-10.3188,-1.46052,-3.65799,-3.29216,-6.9327,2.80696,-5.06389,-7.18433,-4.40381,-10.5933,-4.44883,-2.31888,-6.51292,-9.60211,-6.81238,-6.5577,-13.3019
3,400,34,262,122.667,59.9323,-7.24737,-2.89379,-5.94791,-3.9854,-5.74615,-11.2436,-0.969751,-6.56915,-4.56928,-10.3347,2.63041,-6.46149,-9.18081,-2.33026,-12.4685,-4.06916,-2.9006,-6.27526,-10.7063,-6.45432,-10.8193,-17.8696
4,500,32,338,108.633,70.6685,-6.53191,-5.19665,-7.0999,1.65713,-6.26728,-11.5971,-4.00968,-7.28172,-5.76617,-8.4558,1.91607,-8.36945,-8.89916,-9.32835,-7.9513,-5.06446,-2.39111,-7.9366,-11.186,-8.1008,-10.2951,-20.2561
5,600,41,289,101.167,56.8052,-5.52001,-5.56691,-8.00695,-0.0110665,-7.13817,-9.62606,-3.42658,-5.43953,-4.46083,-14.1172,1.29349,-9.38994,-8.65882,-8.30842,-7.24474,-10.962,-4.6799,-8.46556,-10.2964,-8.33924,-11.1222,-21.6994
6,700,59,657,220.267,150.965,-8.26699,-3.39066,-9.05876,-0.597575,-8.69034,-12.5471,-1.19025,-5.72233,-5.62938,-13.9045,2.18908,-8.24775,-8.33499,-10.4802,-4.77415,-10.4992,-5.2092,-9.80995,-9.80993,-7.48367,-9.92621,-24.7361
7,800,55,645,257.933,155.929,-10.1377,-2.86558,-9.98809,-3.289,-9.79302,-12.2347,-3.45073,-6.74055,-6.4859,-13.1313,3.59533,-7.90153,-7.80774,-7.15448,-5.59283,-9.96313,-3.86177,-9.29307,-13.0718,-6.80766,-9.85811,-27.0428
8,900,68,1123,395.167,269.408,-8.48647,-1.53594,-9.8816,-2.40679,-10.8505,-10.6622,-5.06079,-7.26879,-6.71422,-11.5156,4.28826,-6.47957,-5.45371,-7.25092,-5.88008,-9.65117,-5.268,-8.57667,-10.2824,-8.95968,-12.2142,-28.1354
9,1000,70,1685,408.367,361.115,-8.10377,-1.15909,-13.6196,-3.15274,-11.0872,-8.42716,-7.04969,-6.74613,-7.44086,-12.9768,1.78157,-6.64578,-4.74862,-7.30727,-4.96462,-9.54285,-5.64709,-9.93511,-13.3019,-9.65559,-11.1636,-28.8741
10,1100,91,1099,382.1,273.225,-7.56901,-1.52911,-14.3539,-2.37944,-12.1155,-8.77509,-7.31261,-5.21981,-8.74267,-12.0668,2.90646,-8.95984,-5.8228,-7.50039,-6.49227,-9.42812,-6.10671,-8.84144,-11.8835,-10.2174,-11.2308,-30.5393
11,1200,111,2217,625.233,548.051,-8.16544,-2.16392,-13.3099,-3.56046,-12.8818,-8.85229,-7.58644,-8.76572,-9.54552,-12.6364,-0.208974,-9.89943,-6.04522,-8.24685,-5.97508,-8.87633,-5.52216,-8.95736,-9.24842,-8.43497,-12.6939,-30.2029
12,1300,157,1549,592.467,354.712,-8.584,-1.54247,-13.7326,-3.58897,-13.968,-8.50589,-7.40144,-8.90086,-9.72169,-11.972,-1.0712,-7.61939,-6.18283,-8.1021,-5.19994,-8.5683,-5.32513,-8.02081,-8.93605,-9.17607,-12.6002,-31.6798
