generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,0,22,7.1,5.97899,0.649832,0.254933,0.492746,-3.68382,-5.69002,-0.917382,-1.78459,-5.5706,-3.26905,-1.22497,-3.97017,-4.09112,3.34272,-6.04758,-2.76754,-1.84858,3.92562,-2.0179,2.88146,-1.43042,-4.32918,-10.4549
1,200,2,19,7.06667,3.99079,8.19015,-1.40609,-2.02683,-7.04224,-8.92097,-2.25602,3.83343,-4.66469,-4.29226,-10.6943,-3.26974,-6.47606,2.72842,-14.6148,0.919432,-1.86366,2.62353,1.22618,-0.718793,-6.51477,-5.79864,-11.8037
2,300,5,39,18.8667,9.02767,11.219,-3.31339,-5.12859,-6.59975,-9.14092,-7.38287,0.971858,-5.33432,-4.27679,-12.7199,-5.59242,-9.71668,1.6385,-14.1554,2.39913,-4.64,0.0764788,-0.339955,-2.3386,-14.9469,-7.50974,-13.0628
3,400,27,110,56.1,21.0931,17.8625,-2.5794,-7.12351,-4.29908,-8.53406,-8.42911,-0.115268,-4.8622,-5.76247,-14.1742,-9.34306,-7.81712,-1.84931,-17.4175,-9.65683,-8.38422,-3.26833,-2.15146,-3.63743,-18.5013,-8.44992,-14.6676
4,500,19,135,63.6,29.9374,19.2971,-2.13062,-6.74816,-3.96393,-13.9174,-8.99622,-3.33585,-7.40431,-7.92154,-15.1697,-9.99389,-4.7008,-5.23131,-14.9577,-9.78686,-11.6447,-4.61176,-3.11793,-5.52246,-18.5628,-9.668,-15.3282
5,600,56,207,88.9333,34.002,20.5945,-3.67674,-13.8188,-2.20033,-15.9426,-9.07987,-4.24246,-7.68354,-7.23404,-12.9431,-9.67179,-5.7497,-6.09722,-15.7263,-11.4644,-11.7053,-7.50242,-4.40401,-5.63854,-16.894,-9.42693,-16.8447
6,700,32,312,108.933,62.4991,20.9942,-5.28338,-14.1747,-3.82831,-18.4305,-11.0808,-6.31368,-8.11549,-7.00463,-14.277,-10.4118,-6.86772,-5.31213,-16.4282,-12.9994,-9.61697,-8.75914,-5.53726,-6.8351,-16.583,-10.5901,-17.7752
7,800,51,235,118.8,54.7127,20.889,-5.24321,-12.8369,-3.19282,-16.9121,-12.2571,-6.67144,-10.8812,-8.75791,-10.7383,-10.1539,-8.02919,-4.11956,-16.2597,-13.5296,-9.06954,-7.42928,-3.67687,-5.68955,-15.8733,-11.782,-19.6099
8,900,35,378,138.2,73.5051,22.6733,-5.125,-12.4588,-3.95828,-18.4894,-12.8902,-6.70001,-11.4032,-6.97492,-12.261,-9.72556,-4.94834,-6.98803,-15.6019,-14.2126,-10.6139,-9.15132,-3.99344,-6.78369,-16.8932,-13.3661,-21.9606
9,1000,76,342,158.1,74.7296,23.6746,-4.44379,-12.7021,-5.8064,-19.9404,-14.3355,-6.59561,-14.0731,-9.51189,-9.76831,-10.763,-6.79886,-6.43961,-15.3572,-15.5468,-9.96559,-11.0712,-4.41451,-9.82807,-16.297,-13.0516,-22.1836
10,1100,35,466,147.767,82.7729,22.9215,-3.8911,-14.8233,-5.5397,-21.1429,-14.1019,-8.11456,-14.3442,-9.65451,-12.3242,-11.33,-8.76487,-6.37418,-13.9222,-16.6515,-10.6648,-10.3403,-5.96833,-10.8295,-16.4203,-14.7869,-25.2317
11,1200,64,741,250.4,158.337,21.5438,-3.31863,-14.7346,-7.79672,-19.845,-15.3717,-7.93254,-13.0679,-9.28848,-13.0853,-10.3017,-8.49001,-7.01188,-12.9818,-14.5342,-10.8197,-11.8445,-9.38437,-11.4565,-16.3473,-14.1032,-29.8818
12,1300,43,1442,387.4,339.49,21.049,-2.37454,-15.1255,-8.21236,-16.8416,-14.4364,-7.43322,-14.2701,-9.9668,-10.9034,-8.06948,-8.38828,-7.65218,-12.1801,-11.9458,-11.6033,-12.3892,-9.08881,-11.0279,-13.9849,-12.7947,-30.8309
13,1400,65,1779,464.1,393.535,19.528,-2.82435,-17.6432,-7.9203,-15.5372,-13.2703,-10.0004,-13.7237,-9.93172,-10.9186,-7.51274,-6.36355,-8.58332,-12.9655,-14.6947,-11.3659,-10.9973,-8.62905,-9.40512,-14.4455,-13.1789,-35.1836
14,1500,76,1631,623.9,410.804,20.5372,-3.85544,-17.3966,-9.43882,-13.7806,-13.0869,-10.1625,-14.5963,-10.1994,-13.6638,-8.37799,-5.94154,-9.08195,-12.0703,-14.0365,-11.3737,-10.4934,-8.49731,-8.10078,-15.6455,-11.0666,-36.7265
15,1600,129,3058,1068.97,883.23,19.0133,-3.97578,-16.2118,-11.0687,-14.5785,-15.5252,-9.54431,-14.968,-12.6854,-13.2763,-8.77765,-6.70147,-8.70253,-12.5995,-12.618,-10.0076,-10.3809,-10.0763,-7.11268,-14.7808,-10.7959,-37.4241
16,1700,316,3024,1001.97,628.456,16.7153,-4.31252,-16.446,-12.4157,-13.8006,-15.5528,-8.44878,-14.8155,-11.5903,-12.7007,-7.33122,-6.9103,-7.22248,-9.70083,-11.9924,-10.572,-9.36327,-10.3974,-8.52417,-11.6063,-10.1964,-38.2494
17,1800,166,4860,1404.33,1239.66,16.9025,-4.73492,-17.5904,-12.8892,-12.5346,-15.8051,-9.02387,-12.7193,-11.4944,-12.9626,-6.38468,-7.1448,-6.91505,-7.87716,-10.7992,-9.78802,-10.386,-9.00189,-7.3166,-10.7502,-10.4824,-36.6067
18,1900,84,4879,1049.8,1135.24,16.543,-4.54886,-19.4877,-11.1859,-13.0345,-16.5518,-7.47249,-13.0906,-11.7925,-13.6223,-8.01028,-7.77135,-6.32712,-7.66047,-9.9849,-8.22105,-7.63481,-8.70742,-5.5622,-10.7391,-11.5103,-36.7284
