generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,1,26,10.6,5.9631,-0.0450225,1.4401,-1.74828,-2.69892,-1.74545,-2.1062,-0.807307,0.581486,-0.478581,-3.81375,0.322212,2.26757,-4.40679,-2.62737,1.68208,-2.38446,-6.6867,-7.53677,-0.987135,-5.5809,6.50326,-9.19247
1,200,11,53,23.0333,8.98076,1.7655,3.61138,-5.12333,-3.93103,-3.78537,-3.08647,-0.632792,-3.3914,-6.49688,-2.11658,5.8907,-0.0888987,-5.49727,-4.51775,-2.03921,-6.79117,-4.81982,-9.09897,-0.948184,-5.69923,5.69401,-12.2837
2,300,20,135,63.5,28.5666,-3.32428,-0.0560074,-6.33965,3.36003,-5.33782,-1.68275,-0.560344,-2.36128,-3.29857,-2.07417,6.27163,-4.55074,-5.58653,-8.82234,-6.57714,-5.74837,-8.79548,-11.1714,-5.11456,-1.85192,4.68893,-18.8501
3,400,60,330,154.033,63.9081,-3.152,-1.69952,-7.83047,0.353464,-4.10165,-4.78388,-0.145746,-4.95611,-2.16301,-2.41822,1.02634,-5.58545,-7.23265,-10.6351,-7.31894,-7.02591,-9.91946,-13.5401,-6.17784,-3.46183,1.22819,-22.0256
4,500,13,768,245.1,151.056,-4.76631,-1.78356,-8.14682,-3.92506,-3.58598,-4.90981,-3.90692,-7.2202,-3.40766,-2.86652,0.979636,-8.08485,-6.59867,-13.7756,-7.86262,-6.43211,-9.43999,-12.8958,-8.38143,-5.40562,0.127002,-25.5142
5,600,78,4288,1034.7,930.597,-8.40947,-1.16337,-4.70409,-4.27344,-6.95747,-3.27818,-3.3653,-5.67312,-5.12838,-4.91689,-0.661396,-7.34637,-8.19716,-11.3865,-7.95658,-5.17954,-8.59714,-11.6308,-6.87098,-5.52367,-1.56189,-29.4595
6,700,84,3210,1079.33,859.483,-13.1781,-1.31936,-3.59727,-3.54153,-5.81897,-4.60901,-0.966134,-8.72935,-2.20631,-6.01394,0.72998,-8.06272,-9.27887,-11.9088,-8.05361,-7.28739,-8.63034,-10.714,-6.01327,-6.27747,-1.87509,-30.8951
7,800,49,3616,1199.7,911.034,-15.7551,0.797695,-4.69758,-4.02447,-5.83254,-4.47952,-1.36609,-10.2199,0.324207,-5.89599,-0.564249,-8.59051,-9.2713,-12.7349,-6.14496,-8.56802,-6.90331,-11.6724,-6.56748,-6.64734,-4.2717,-33.716
8,900,39,3107,841.333,740.439,-13.1239,1.04393,-6.7676,-4.29636,-4.6588,-5.46632,-0.25411,-8.514,1.17358,-5.93891,-1.95844,-9.48199,-9.16609,-12.8286,-8.02858,-8.91157,-7.25319,-11.2505,-7.87941,-6.10542,-4.31889,-34.2256
9,1000,40,3792,702.333,784.583,-11.41,1.46212,-6.8351,-3.62329,-5.77002,-5.27695,-0.732945,-9.02685,1.88335,-6.491,-2.65447,-10.929,-9.71998,-11.5268,-8.5503,-7.92352,-7.89489,-12.0089,-7.49215,-5.7441,-5.03392,-35.1905
10,1100,116,4479,1061.5,967.168,-10.9697,1.98673,-6.34441,-2.33887,-4.9606,-2.89784,0.409526,-7.42486,0.724725,-5.48124,-0.337612,-8.99853,-9.24513,-11.5061,-10.0572,-6.30414,-8.03414,-13.9818,-7.60475,-6.02997,-5.0984,-37.1968
11,1200,93,11566,2073.2,2410.4,-13.7647,1.80264,-5.78068,-3.21557,-5.03583,-3.27554,1.07028,-7.53087,0.313748,-5.19441,-0.380159,-8.24911,-8.73539,-9.41159,-9.02417,-7.20625,-7.92411,-15.4342,-7.06844,-6.58969,-5.00084,-39.5135
