generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,200,0,14,5.03333,3.83705,-1.37414,1.95813,-1.58837,-1.26985,-2.11405,1.6334,0.335862,0.256487,0.0796826,-0.806345,-2.01455,-0.119864,-0.368577,-3.88461,-1.29341,-1.33811,-2.28757,0.0630664,2.62919,-1.58727,-1.4531,-2.5376,0,0,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,7,7,8,8,8,8,10,12,14,14
1,400,0,23,7.6,7.80628,-2.44239,1.51217,-3.53942,-1.70944,-2.29968,1.72227,-1.68102,-0.458347,-2.0918,-0.7083,-2.10272,-0.719261,-0.216961,-4.19745,-2.6819,-1.36861,-4.47477,0.151551,2.63983,-0.217883,-3.34351,-5.93417,0,0,0,0,0,1,1,1,2,2,3,3,3,3,5,5,5,5,7,8,10,12,12,16,17,18,21,22,23,23
2,600,3,47,18.3,13.0123,-2.34769,0.990468,-4.01515,-2.33514,-3.60449,1.96276,-0.234706,-0.408945,-1.74984,-2.85838,-1.73512,-1.8721,0.793538,-4.68245,-2.3962,-1.30819,-7.34546,-1.73757,2.01112,-3.90303,-1.40073,-9.51444,3,4,4,5,6,8,9,10,10,11,11,12,12,14,15,16,16,17,18,18,20,20,21,24,27,39,40,45,47,47
3,800,14,136,52.8667,26.4506,-0.155948,-0.0924344,-5.89887,-2.24639,-6.35063,0.777254,-0.991395,-2.33219,-0.425611,-6.62823,-3.02751,-3.52668,0.71391,-9.85219,-5.03123,-2.96176,-7.91434,-3.75684,1.67109,-8.24552,-8.32453,-13.597,14,16,22,26,29,29,29,30,32,33,35,37,40,46,55,57,60,62,64,64,67,68,69,71,73,74,78,82,88,136
4,1000,32,198,88.3,40.8193,-1.21475,0.351669,-6.95332,-3.92655,-10.6243,-0.554721,-3.11808,-2.93538,-0.537737,-7.50305,-2.70785,-5.34262,-3.28636,-10.9547,-7.42676,-4.98266,-10.7835,-5.65479,-2.77145,-9.20516,-11.0785,-16.6037,32,35,40,43,49,54,55,58,62,62,63,68,69,72,76,79,86,86,87,110,113,115,116,118,124,129,146,152,152,198
5,1200,52,227,95.7333,36.654,-3.11433,-0.513298,-7.12332,-2.7378,-9.89971,-1.38906,-5.08051,-4.60994,-2.82585,-6.61552,-3.45314,-6.44908,-5.70691,-12.0085,-7.71345,-6.08292,-12.1416,-9.99474,-3.95727,-10.5373,-16.3188,-19.1631,52,56,57,58,64,65,65,68,83,83,83,84,85,85,86,90,93,94,97,100,102,103,103,107,107,128,135,142,170,227
6,1400,31,200,98.6333,39.4029,-0.172709,-2.11035,-6.85617,-3.07606,-10.4721,-3.32115,-5.80151,-5.08456,-3.90903,-6.69819,-4.14239,-7.38133,-4.86655,-11.9698,-8.63452,-7.47643,-11.1423,-10.6331,-5.32204,-10.2474,-17.9988,-20.0505,31,52,53,60,62,63,64,67,72,77,79,79,83,85,87,93,99,102,105,107,109,117,117,127,149,151,151,154,164,200
7,1600,25,224,105.067,52.9261,0.126898,-2.81171,-7.42508,-5.2084,-11.6439,-4.74539,-7.57627,-6.56619,-7.88246,-7.88195,-4.86065,-6.9946,-5.72085,-11.4492,-9.2973,-7.75556,-11.2971,-12.4884,-5.19168,-10.8321,-22.0616,-22.3142,25,42,50,52,52,56,59,59,60,62,68,73,87,88,95,109,116,117,117,120,120,122,131,143,156,170,177,182,220,224
8,1800,41,239,119.267,58.7631,-0.609143,-2.71679,-9.99979,-5.8451,-12.0523,-6.06007,-7.40339,-7.43893,-7.66692,-9.51529,-4.94774,-7.90565,-5.81488,-11.4553,-10.2251,-8.61129,-11.8984,-12.7743,-6.27266,-11.3648,-21.79,-25.0911,41,41,41,42,42,42,43,54,67,95,103,107,107,109,111,117,135,142,151,154,157,159,167,171,173,178,188,198,204,239
9,2000,48,304,151.3,73.2658,-0.691655,-3.32959,-10.9975,-6.34595,-12.1375,-7.90416,-7.44929,-7.48975,-8.43556,-9.51427,-4.27172,-8.90675,-6.73357,-11.0347,-11.3044,-8.93479,-11.0098,-11.1105,-7.01807,-11.479,-21.5547,-27.2759,48,59,62,63,71,73,86,104,106,108,116,120,121,122,128,136,148,156,168,177,177,178,182,216,245,256,261,263,285,304
