generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,200,0,8,2.33333,2.57753,-0.183973,-0.711066,-4.04518,-1.11606,-1.23031,0.193566,-0.250493,-0.397387,1.54293,-0.702325,0.113857,0.979446,-1.20827,0.478,1.27698,-0.745981,-0.901629,1.39151,0.174145,-0.646255,-2.88385,-2.61579,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,4,5,5,5,6,8,8,8
1,400,0,13,4.7,3.08668,-1.18343,2.30306,-6.16385,-4.65221,-3.89668,-3.28416,-1.35727,-0.498851,3.22444,-1.43742,2.05923,-0.829435,-2.04091,1.26025,1.48282,-3.36321,-1.26938,2.17441,0.214232,-5.33851,-0.901754,-7.85919,0,0,0,0,2,2,2,2,3,3,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,7,8,10,10,13
2,600,10,67,31.8,14.0551,-2.48169,6.25273,-6.92809,-5.68511,-1.90633,-6.11462,-4.21067,-0.923451,0.653152,-1.74495,0.934776,-1.34325,-6.1025,-0.687847,0.0108415,-7.07838,-4.99164,-0.0721389,-0.0340701,-6.70873,-2.65882,-12.5593,10,15,15,19,19,20,21,23,23,24,24,25,26,26,28,29,30,32,32,34,35,37,38,40,42,51,53,56,60,67
3,800,18,59,34.8,11.3575,-1.0386,3.84542,-9.68288,-9.47728,-2.26064,-7.31147,-5.99486,-4.84916,-1.33102,-2.35225,1.28222,-3.95731,-9.1561,-4.65852,-0.278162,-10.3511,-8.67125,-2.52573,-0.403208,-9.84551,-2.79637,-16.4158,18,19,20,21,21,23,23,23,23,25,29,32,34,35,36,36,36,37,38,39,42,42,45,46,46,46,48,49,53,59
4,1000,18,76,39.3,14.1059,-0.800022,6.0723,-11.0299,-13.9801,-2.65229,-7.64256,-7.46556,-9.56602,-2.45218,-0.773436,0.111489,-4.03499,-8.19753,-7.19843,-1.32845,-10.9729,-10.2157,-6.20759,-2.22265,-9.9737,-3.74115,-20.9989,18,19,24,24,24,25,28,29,29,33,33,33,34,34,35,37,39,39,44,44,46,46,47,48,54,56,58,59,64,76
5,1200,30,138,72.7,27.3586,-2.04133,5.89857,-10.9058,-16.6375,-3.33299,-7.38559,-5.81229,-11.0572,-2.25903,-3.9836,-0.603396,-6.32326,-10.8286,-8.20719,-2.54728,-9.62985,-12.6806,-9.16037,-2.98756,-10.9123,-5.78205,-22.1008,30,38,39,44,44,44,47,50,61,62,62,62,65,66,68,69,70,70,70,74,80,88,91,92,99,100,115,120,123,138
6,1400,61,674,183,116.204,-2.88151,6.91563,-9.96213,-15.4035,-6.04534,-7.32102,-8.61461,-11.8776,-2.31501,-6.74086,-3.20814,-9.10578,-9.64256,-8.86378,-5.27066,-10.0422,-13.4173,-9.12096,-2.92254,-11.1057,-10.1294,-24.2429,61,65,75,93,106,120,125,126,126,135,137,138,142,142,153,159,160,167,176,182,184,185,189,196,258,266,267,337,346,674
7,1600,73,403,212.967,97.9544,-0.980067,5.2115,-10.4168,-15.7051,-6.34243,-7.54448,-9.15749,-13.3401,-4.63055,-6.68894,-2.91035,-8.25409,-11.2485,-9.98345,-6.47806,-10.9744,-13.6556,-10.629,-2.91319,-11.4928,-12.3188,-27.977,73,91,92,103,104,107,112,115,125,143,155,160,167,172,226,227,227,231,241,254,276,278,290,297,304,314,345,369,388,403
8,1800,39,491,215.3,138.603,-2.64087,4.68955,-11.8832,-15.7737,-5.78951,-7.16885,-8.55326,-14.7523,-4.76994,-9.5702,-3.30086,-9.72809,-11.4828,-11.3465,-7.82804,-11.4949,-14.4245,-11.5129,-4.77465,-11.9774,-16.6973,-29.4099,39,43,57,71,78,88,94,103,112,112,135,139,141,161,166,188,197,204,211,256,293,301,326,332,380,392,421,441,487,491
9,2000,72,570,233.467,110.499,-0.283744,3.82704,-12.1119,-16.0334,-7.63987,-8.22949,-8.07358,-16.3386,-5.28241,-11.6739,-3.58626,-9.03667,-11.3756,-11.7427,-8.86733,-12.6238,-16.165,-13.9292,-6.59361,-12.367,-19.2478,-32.7798,72,88,104,104,114,115,122,136,177,188,188,196,203,203,211,219,226,233,257,277,299,309,317,321,330,334,342,360,389,570
