generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,200,0,10,4.26667,2.82761,0.524898,-0.854102,-3.18187,1.60218,-1.3123,0.818249,-2.22694,0.468237,0.724523,0.110873,0.705324,-0.34305,-1.11471,-0.833842,1.59129,0.345154,-2.92024,0.197951,-0.634223,-2.9303,0.123633,-3.2663,0,0,0,0,1,1,2,2,3,3,3,4,4,4,4,4,5,5,5,5,5,5,6,6,7,8,8,9,9,10
1,400,11,40,20.4667,7.24323,3.28128,0.592961,-6.40361,-0.516954,-3.61467,0.263325,-3.82773,-1.20086,1.09694,0.618429,0.622598,-2.58985,-2.81962,-1.84461,-0.118995,-0.38516,-5.40521,-1.36601,-1.25859,-7.05703,-1.31621,-6.73996,11,12,12,13,13,14,14,16,16,16,17,17,17,18,19,20,20,20,21,21,22,23,23,24,28,29,32,32,34,40
2,600,13,217,64.3,39.639,2.73919,1.43145,-9.68587,0.00651146,-4.14341,0.461266,-4.1646,-2.54738,-0.826393,-1.18014,-0.201355,-3.62231,-2.41882,-2.86504,-2.17895,-2.10542,-8.40286,-2.3651,-1.63983,-7.7925,-0.505124,-10.6576,13,14,27,30,33,38,39,40,42,43,46,47,52,54,54,56,58,67,67,69,71,72,77,79,83,99,107,116,119,217
3,800,16,178,80.7667,41.209,2.22982,2.03389,-10.8093,-1.89041,-6.20999,-1.08245,-4.14904,-2.42771,-0.98283,-2.78622,-0.014659,-3.92333,-2.79499,-3.5541,-2.17747,-3.679,-8.09489,-1.19236,-1.97641,-7.92488,-3.24197,-13.8317,16,21,32,35,39,40,43,53,58,63,66,68,68,72,73,73,77,83,87,88,93,96,101,102,121,125,129,155,168,178
4,1000,43,380,166.867,90.2937,1.65592,4.3068,-12.0305,-4.10449,-7.52383,-1.70425,-8.58598,-3.11873,-2.10452,-6.01889,-2.13327,-4.56665,-6.1573,-6.22416,-5.2631,-6.1071,-8.41571,-4.22113,-4.78291,-8.15806,-6.90359,-17.1324,43,51,53,59,74,76,95,96,97,106,107,116,128,158,162,170,170,171,185,194,207,213,225,228,234,266,276,313,353,380
5,1200,52,437,177.467,91.3076,1.86083,3.11545,-11.4284,-5.2274,-6.474,-2.83234,-8.78322,-4.28509,-3.49907,-6.17098,-2.71729,-7.37665,-7.27445,-7.6064,-4.82955,-8.09478,-10.5102,-6.96051,-6.86309,-9.69478,-9.45591,-19.0848,52,59,70,77,92,102,107,113,114,124,133,141,148,152,156,165,165,165,175,188,198,232,239,247,248,276,289,295,365,437
6,1400,28,301,139.367,67.9896,0.0697076,2.93482,-12.2799,-7.14663,-6.38378,-5.19433,-7.40947,-5.44047,-4.8717,-6.78714,-2.99934,-8.18719,-10.1233,-9.36507,-6.01368,-9.22235,-11.0816,-8.61378,-7.6085,-11.5171,-13.2965,-20.5637,28,58,60,62,67,76,82,83,84,88,106,108,116,116,120,132,139,152,167,167,175,180,183,186,194,209,240,249,253,301
7,1600,38,298,125.767,64.3389,-0.377316,3.01996,-12.301,-8.0166,-5.77742,-5.28515,-7.44268,-6.83392,-5.82593,-6.56927,-3.39304,-7.40226,-10.1487,-9.4888,-6.63817,-8.93062,-12.2026,-9.3985,-7.3251,-10.6799,-17.5297,-23.2342,38,52,55,63,71,72,76,78,81,85,89,92,99,110,116,120,121,128,130,137,138,145,148,148,163,200,216,222,282,298
8,1800,46,337,161.533,84.2728,-0.643213,3.96141,-12.1212,-9.19058,-5.82073,-6.10968,-6.95316,-7.13701,-5.15539,-6.22423,-1.22491,-6.98075,-8.64326,-11.9186,-6.65869,-7.99778,-13.1152,-8.51429,-6.18713,-11.0471,-17.7837,-24.86,46,48,70,73,75,82,86,86,99,99,105,111,125,129,141,149,161,162,168,170,221,223,230,253,259,269,284,285,300,337
9,2000,35,610,166.333,116.314,-0.983992,2.71063,-10.7758,-9.23526,-5.79718,-6.05101,-7.76436,-7.05418,-5.82529,-6.54198,-1.06046,-7.36755,-10.1037,-11.731,-7.31572,-9.31868,-12.1086,-8.92705,-6.29026,-11.0916,-19.7441,-27.8692,35,59,67,68,69,77,86,90,92,96,97,105,110,123,137,142,152,156,167,171,190,201,210,210,243,287,296,310,334,610
