generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,200,0,2,0.166667,0.461133,-0.485675,0.465097,-0.899879,-2.32489,-0.256769,-0.896864,-1.27251,1.30594,-4.02628,-1.53626,-0.672037,-0.313923,-1.05274,1.25768,-1.46735,-0.170486,0.0970758,0.908,0.795269,-1.9313,-0.0220307,-0.99541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
1,400,0,11,3.4,3.06931,1.20781,-2.38448,-2.50879,-0.301715,-3.58452,-2.19619,-2.35784,1.26703,-4.76509,-2.93044,-1.57796,-1.56866,-2.16488,0.0191964,-0.190727,-2.76776,0.100397,-0.0102406,1.84358,-0.65941,-2.53926,-4.52975,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,3,3,3,4,5,5,5,6,6,7,7,7,7,9,11
2,600,1,38,10.0333,8.33143,1.21275,-1.14176,-4.62948,-4.31146,-3.95029,-2.60939,-3.583,-0.929963,-5.54331,-5.87835,-1.90437,-1.18309,-4.62815,1.52003,-1.79729,-2.83758,2.58606,-0.514819,2.52353,-1.90778,-3.80517,-6.93757,1,2,2,2,3,4,4,5,6,6,7,7,7,8,8,9,9,9,10,10,11,11,12,12,14,14,15,22,33,38
3,800,0,25,9.3,6.99335,2.69573,-1.71726,-6.46744,-6.79433,-3.3757,-0.0350376,-2.73727,-0.233446,-4.48899,-7.63387,-2.39836,-5.62645,-4.32933,1.63846,-3.07337,-2.276,3.85634,-2.18968,2.44439,-6.06443,-5.32351,-9.54988,0,1,2,3,3,3,3,4,4,4,4,5,6,6,6,7,7,11,12,12,12,13,13,16,17,18,18,22,22,25
4,1000,3,84,39.1333,19.6797,1.68196,-0.0995694,-9.96919,-5.79116,-5.57624,-0.458646,-2.64426,-2.98148,-5.94633,-11.954,-1.06557,-6.34356,-2.80677,0.458507,-3.90948,-3.22903,3.80861,-8.52877,2.25711,-5.97386,-9.11855,-13.8877,3,11,12,19,21,22,24,26,26,27,28,31,32,32,34,36,40,41,43,43,53,54,55,55,59,60,61,68,74,84
5,1200,17,319,114.5,59.3933,-0.243976,-2.08576,-10.9793,-4.87586,-7.44426,-2.52778,-2.60796,-3.48982,-7.60282,-11.3885,-3.1085,-6.81934,-4.23306,0.0455,-5.78481,-3.7765,0.972366,-8.47587,-0.881535,-6.21732,-14.339,-18.03,17,51,63,65,71,71,71,77,80,83,85,87,90,90,95,111,117,120,122,122,129,131,131,139,141,143,181,193,240,319
6,1400,42,292,144,71.1211,-1.0746,-2.05778,-12.0143,-3.82572,-7.55331,-6.97804,-3.77109,-4.24666,-8.30154,-11.6112,-2.14023,-7.5512,-4.51488,-1.41032,-7.84386,-3.54668,-1.8125,-10.9894,-3.24804,-9.62279,-18.9351,-20.4195,42,45,46,65,67,69,78,79,88,96,97,101,113,113,145,149,153,163,188,190,193,195,199,202,207,208,211,249,277,292
7,1600,29,282,120.533,67.4934,-0.638366,-1.72685,-12.1818,-4.15283,-6.82735,-7.19265,-3.8762,-5.33788,-10.3436,-11.9455,-2.73457,-8.51918,-6.46792,-2.97435,-8.02669,-6.02766,-4.05665,-10.8874,-6.5629,-11.0191,-23.2776,-21.5108,29,51,52,53,62,64,67,67,72,80,88,90,90,95,98,102,102,107,115,120,131,136,167,175,189,209,226,235,262,282
8,1800,38,297,126.533,57.2253,0.388135,-2.14598,-11.8863,-4.24714,-7.74493,-8.68267,-4.21176,-4.18629,-11.4492,-11.0901,-2.12941,-7.38237,-8.40286,-4.00273,-8.39773,-7.16397,-6.44125,-11.6623,-8.17837,-12.0277,-21.9074,-25.3315,38,51,57,63,65,77,80,88,92,105,105,110,110,113,115,124,126,131,135,143,144,146,148,155,157,176,186,220,239,297
9,2000,67,373,171.133,77.472,0.3105,-1.46638,-13.4261,-5.25549,-6.93383,-11.6389,-3.0911,-7.2331,-12.1422,-10.9678,-1.36348,-8.88883,-9.60284,-5.08716,-9.14906,-6.93936,-8.13456,-11.147,-9.13302,-13.2459,-22.7589,-28.101,67,75,84,96,98,99,106,106,127,129,138,139,140,141,148,163,163,167,182,186,188,197,204,209,244,248,270,298,349,373
