generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,200,0,16,4.46667,4.29702,0.584265,-0.820697,-1.09251,-1.68702,-0.539184,0.522085,0.373233,-0.299928,2.71452,-0.903889,-2.00578,-2.95137,1.64824,0.159853,-0.40742,0.0590449,0.464651,0.283536,0.510681,-4.06298,-1.77338,-4.03505,0,0,0,0,0,0,1,1,1,1,2,2,2,3,4,4,5,5,5,6,6,6,6,7,7,8,10,12,14,16
1,400,2,34,10.5333,9.17919,-1.09595,-3.33301,-0.122937,-1.27302,-4.50002,0.456549,-0.964119,-1.29667,4.14112,-5.27559,-1.40468,-3.46794,2.57505,-3.01006,-0.0223872,-0.673075,1.21949,-0.487269,-1.32396,-4.54592,-1.13806,-9.60236,2,2,3,4,4,4,4,4,4,4,4,5,7,7,7,8,9,9,10,11,11,12,12,12,17,18,21,33,34,34
2,600,17,137,52.3667,26.9591,0.0601189,-3.86204,-0.947524,-0.848096,-5.37399,-1.41931,-3.48956,-2.32671,4.63958,-11.3677,-1.53529,-7.22796,0.861395,-6.13283,-1.71907,-2.49263,0.443461,-1.92939,-3.52209,-6.73099,-4.49835,-16.9332,17,25,26,27,29,31,32,33,36,38,39,39,42,42,43,44,48,53,53,54,55,60,60,73,75,77,81,88,114,137
3,800,46,287,127.933,64.3096,3.82675,-4.43166,-2.67393,-1.25493,-7.38337,-3.07599,-4.31802,-4.11944,1.73164,-10.6854,-3.20826,-8.3331,-1.80572,-8.41796,-1.79509,-5.48108,-2.16114,-3.76326,-2.80081,-8.33177,-8.49722,-21.4157,46,46,57,69,70,73,79,80,82,88,95,102,104,107,112,114,115,115,118,128,138,142,166,181,202,205,221,228,268,287
4,1000,46,477,171.667,95.9434,6.94804,-5.61962,-1.80212,-2.35117,-8.81037,-3.17282,-7.5654,-3.39486,-1.36174,-11.0829,-3.9776,-7.81517,-3.29069,-10.9229,-3.19661,-9.55275,-4.84962,-5.6259,-4.312,-10.7768,-9.74222,-23.5871,46,46,79,82,91,91,98,100,107,115,117,132,133,146,146,149,153,159,178,183,195,195,218,242,274,276,279,319,324,477
5,1200,51,411,153.033,96.8936,6.94556,-3.96063,-4.1509,-2.24227,-7.90893,-3.57868,-9.41521,-4.36357,-1.92678,-11.3919,-5.45388,-7.79664,-4.82336,-11.0887,-6.27611,-11.6175,-5.58103,-5.63933,-3.8507,-11.5047,-12.3363,-25.8585,51,60,69,69,75,88,90,92,92,93,95,105,111,112,118,119,132,135,137,146,147,156,186,186,209,284,301,318,404,411
6,1400,57,437,147.067,90.8944,5.2197,-2.84257,-5.37994,-1.86896,-8.0683,-5.51618,-8.67986,-5.77648,-3.2302,-11.3323,-6.54558,-9.05812,-7.39565,-12.1225,-6.79265,-11.8255,-7.29166,-6.97967,-5.32303,-11.1294,-17.2813,-27.7945,57,59,61,65,72,80,80,80,83,85,90,99,102,103,104,107,111,123,147,177,184,187,189,222,225,244,253,254,332,437
7,1600,51,554,180.4,117.095,5.98204,-4.25081,-7.4694,-5.56652,-8.04966,-4.8848,-9.38595,-6.84386,-6.34397,-10.4107,-5.56539,-7.58092,-8.09158,-12.5785,-8.06615,-14.3762,-8.42452,-7.68644,-6.26238,-11.335,-20.2184,-30.6111,51,56,59,60,66,73,107,114,115,117,120,120,126,127,134,143,146,158,180,184,205,222,243,270,301,305,325,336,395,554
8,1800,37,414,189.433,92.6021,6.41147,-5.79393,-6.94989,-8.28,-8.07811,-5.31701,-11.055,-6.28985,-7.45452,-11.0254,-4.26562,-7.76726,-7.71307,-12.8156,-7.93801,-14.1415,-8.14631,-9.31641,-6.596,-11.9624,-20.0345,-33.6925,37,86,96,98,106,124,124,124,128,130,132,133,138,155,159,165,170,175,203,212,229,232,253,279,282,285,291,315,408,414
9,2000,26,676,292.7,175.331,6.59231,-3.08126,-8.12053,-9.81834,-9.52264,-6.2831,-12.2512,-6.27048,-7.80032,-10.546,-3.61917,-9.93635,-7.56864,-13.7404,-8.86371,-15.5251,-8.30355,-10.3116,-7.17777,-11.5698,-18.484,-36.1149,26,56,93,98,106,114,117,141,180,194,211,215,227,234,237,248,254,285,349,375,384,414,419,474,488,509,537,555,565,676
