generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,200,1,12,4.93333,3.31073,0.513723,2.02947,2.11225,1.6291,-0.705086,-1.29016,-3.64078,0.354462,-1.5794,-1.00942,-2.50835,-2.14492,-1.89301,-1.53509,-0.473645,-0.0915907,-1.98345,-1.39912,0.32376,-3.32319,0.298671,-3.18314,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,5,5,5,6,7,7,7,8,9,10,11,12,12
1,400,10,55,30.8,11.5591,2.79446,4.17743,1.93831,-0.638585,-2.29336,-1.8605,-1.07585,-2.03754,-4.95888,-1.4882,-1.63837,-3.45892,-3.13282,-2.90767,-1.70095,-1.06786,-2.32714,-4.03238,-0.919652,-5.48155,-0.38109,-9.76545,10,14,16,17,18,18,19,23,24,24,27,28,28,29,30,31,32,32,34,35,35,36,36,39,41,45,48,49,51,55
2,600,55,359,146.067,79.6964,3.31665,2.3535,-1.16056,-1.9663,-3.38703,-2.94566,-1.21317,-3.42056,-6.13988,-4.74907,-0.299007,-4.77361,-5.65787,-5.00019,-4.89258,-1.62227,-0.722548,-6.3344,-2.17575,-7.71486,-6.20905,-17.071,55,72,72,73,81,83,87,89,90,101,103,105,110,110,112,115,118,118,127,161,165,169,190,195,213,241,242,308,318,359
3,800,47,223,121.133,51.9985,5.24137,5.6037,-2.17326,-4.63855,-6.01219,-4.95507,-2.13627,-4.563,-8.54086,-8.1994,0.307868,-5.65407,-8.33506,-5.06943,-4.93924,-2.7408,-2.28079,-9.39106,-7.00469,-7.44864,-11.053,-21.1201,47,51,53,64,65,68,68,74,84,87,87,91,100,106,114,128,132,133,136,138,146,149,155,158,167,197,202,204,207,223
4,1000,52,458,181.467,103.486,4.17964,4.45439,-4.39351,-4.64935,-5.58424,-5.82246,-3.02882,-5.08906,-8.12825,-5.8099,1.46861,-4.48481,-10.6671,-5.21519,-5.95495,-3.78307,-2.74993,-12.1323,-10.1748,-8.33907,-18.4684,-24.3295,52,53,71,77,84,99,107,107,108,109,116,119,152,153,158,164,165,169,173,194,229,235,250,255,262,263,270,391,401,458
5,1200,29,261,111.933,53.2515,4.05234,3.29094,-5.44024,-6.57167,-5.85467,-6.15257,-5.65987,-5.09486,-9.04628,-8.16788,0.62577,-5.49313,-10.1194,-6.93148,-6.04283,-6.06474,-5.87687,-14.1515,-9.30678,-8.84434,-24.1809,-24.5161,29,42,55,58,64,66,71,76,77,86,92,94,98,101,102,104,106,106,109,118,122,125,131,137,155,158,198,198,219,261
6,1400,54,391,144.167,78.7979,6.02346,2.60157,-5.98794,-9.755,-7.148,-7.24691,-5.7095,-6.94952,-9.36471,-9.47349,-0.425378,-5.8854,-9.38157,-6.66373,-8.39813,-6.53721,-8.09435,-11.7307,-9.75422,-11.5885,-25.9393,-27.3164,54,60,69,73,74,76,76,84,85,93,96,98,100,116,117,117,127,145,148,163,170,176,180,213,216,240,241,261,266,391
7,1600,44,344,129.367,73.3976,7.76116,1.66385,-7.97952,-10.2607,-6.36043,-7.40914,-5.61506,-8.36342,-10.1035,-10.9273,-1.30738,-6.9486,-11.3001,-6.83722,-9.37883,-8.69788,-8.56474,-10.2715,-9.78985,-11.8523,-27.3112,-28.7694,44,44,46,56,61,66,74,80,92,92,96,98,108,112,118,119,123,126,127,135,138,142,148,151,155,190,232,265,299,344
8,1800,29,360,162.5,88.0829,7.43971,0.637981,-7.29353,-10.5466,-6.68411,-7.22236,-6.90844,-8.47273,-9.79596,-12.6313,-0.70126,-8.38561,-11.3582,-7.48153,-8.62174,-8.73732,-8.7461,-11.6084,-9.19937,-11.1865,-24.4895,-31.1939,29,59,60,66,68,69,79,84,85,106,107,132,135,139,144,149,156,169,179,186,214,223,234,237,254,259,267,312,314,360
9,2000,68,1071,261.6,182.76,6.65637,0.222119,-7.51101,-12.2534,-7.37374,-7.45215,-7.23606,-8.81039,-8.79794,-13.6923,1.43471,-7.24912,-10.6334,-7.92956,-7.90889,-11.2094,-8.51221,-11.5429,-9.65503,-8.56079,-23.932,-33.8187,68,101,111,115,131,139,152,156,158,161,184,190,211,217,219,234,241,254,260,276,281,281,308,335,336,368,411,429,450,1071
