generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,200,5,34,19.6,6.13975,0.711652,1.74061,-1.91087,-1.48666,0.696489,-1.21603,-0.960641,-0.891298,-0.845518,0.626383,0.561234,-0.785254,-3.86953,-0.356944,-0.759111,-3.36426,-2.37076,-1.67514,-0.389015,-1.60933,-2.00163,-2.83818,5,9,12,12,14,15,15,16,16,16,17,17,18,19,20,20,22,22,23,23,23,23,23,24,24,24,25,28,29,34
1,400,34,302,102.8,63.681,2.27652,2.04594,-2.95764,-2.43455,0.932835,-0.3238,-1.2424,-2.56083,-1.13031,-0.658627,0.962864,-0.394915,-0.647443,-1.87384,-0.523963,-4.70379,-1.46351,-4.19901,-0.853719,-2.23841,-3.62506,-7.53072,34,43,45,51,52,53,56,62,67,70,70,74,76,77,81,88,92,95,103,104,112,112,122,123,125,146,173,197,279,302
2,600,22,246,122.167,52.0869,1.59541,3.49054,-2.72445,-3.28243,1.25599,-1.12118,-0.757381,-6.031,-1.58187,-3.06259,1.34908,-2.48477,-1.30207,-4.78286,-3.81698,-6.14555,-3.07262,-5.54342,-1.92235,-4.75936,-3.75841,-11.0745,22,48,56,66,72,73,73,94,96,96,99,104,105,111,121,121,121,126,126,132,140,144,153,158,168,182,187,205,220,246
3,800,48,271,140.433,65.5437,-1.48137,2.31764,-4.21037,-4.1048,-3.99877,-0.583089,-2.42901,-6.24253,-6.97252,-6.40422,0.505937,-5.0277,-1.90139,-7.85886,-4.42577,-6.42046,-6.20475,-5.45271,-2.99539,-7.21114,-3.89547,-15.6488,48,53,66,67,71,75,78,90,91,103,105,105,113,116,133,135,135,139,141,150,173,176,189,207,212,231,232,241,267,271
4,1000,51,370,145,74.3491,-3.77978,0.696702,-4.99004,-4.89085,-8.68895,-2.99285,-4.42136,-8.26709,-9.14841,-5.81861,-0.0152232,-5.86511,-2.26245,-9.04845,-5.83909,-8.87403,-8.75599,-7.79625,-4.25312,-8.34146,-6.54128,-18.3325,51,68,71,75,82,83,91,103,103,104,110,112,122,127,129,131,132,134,136,137,138,148,148,181,212,225,251,279,297,370
5,1200,54,538,176.933,105.873,-3.44604,0.121916,-6.10514,-5.27162,-8.27565,-3.83805,-5.32388,-7.4153,-11.5792,-8.30287,0.684062,-6.56662,-2.43222,-10.232,-6.40071,-9.93627,-12.9733,-9.00525,-5.17806,-7.5985,-8.25674,-21.2235,54,60,63,86,87,87,88,95,102,109,120,121,130,132,135,172,179,188,195,197,222,223,227,229,262,262,265,287,393,538
6,1400,49,504,187.067,120.44,-1.7401,1.42138,-7.57156,-7.22312,-8.5898,-5.5708,-5.52801,-5.5836,-10.3194,-9.63941,2.26593,-8.96775,-3.96988,-11.8883,-6.68594,-12.0702,-12.3038,-10.5583,-7.31502,-7.98316,-10.4279,-23.8346,49,57,63,79,86,89,92,93,99,100,105,108,110,129,136,164,175,192,192,232,239,240,240,260,265,298,374,415,427,504
7,1600,40,407,178.033,108.59,-3.55618,0.154921,-8.9793,-7.67639,-8.50379,-5.15233,-5.77295,-4.20539,-10.6026,-10.6447,2.26088,-9.42098,-7.33604,-12.7014,-7.32455,-13.3595,-12.8448,-10.0671,-7.96442,-7.50161,-14.0571,-24.4205,40,44,52,70,71,77,88,96,108,112,116,127,133,139,160,163,168,169,174,176,192,230,234,245,275,330,361,378,406,407
8,1800,28,389,161.6,84.5775,-2.24207,-0.5861,-8.69129,-7.31736,-10.047,-6.18058,-6.67154,-4.74913,-10.7428,-12.9838,0.543695,-8.10344,-7.86426,-12.2085,-8.45798,-12.095,-14.4692,-11.1061,-10.6735,-8.65415,-16.1416,-26.4522,28,60,60,64,71,80,90,115,118,119,124,125,128,142,148,149,153,160,174,176,187,199,201,221,224,234,287,302,320,389
9,2000,47,293,154.867,69.886,-4.75049,-0.978824,-9.62783,-7.56774,-10.188,-6.46851,-6.9422,-6.00603,-10.3061,-11.9852,1.51342,-8.55746,-8.13678,-12.6323,-8.02615,-12.0495,-14.1043,-12.1484,-11.6551,-7.75086,-16.0062,-28.7713,47,49,60,74,88,98,108,113,114,117,119,131,132,145,146,149,150,150,152,159,163,169,185,221,226,245,267,288,288,293
10,2200,93,943,254.767,169.888,-9.13419,-1.86329,-9.77372,-8.8781,-10.2697,-7.80956,-7.26756,-5.69851,-10.4832,-11.6521,1.09308,-7.72825,-7.33722,-12.1223,-9.67418,-12.1748,-13.1528,-10.5487,-10.9054,-6.49593,-15.5439,-29.3515,93,105,120,138,138,141,142,143,152,159,161,176,181,187,199,225,234,237,241,254,257,262,279,305,320,447,455,460,489,943
11,2400,49,798,282.2,179.074,-7.72998,-1.16082,-9.30972,-10.8737,-9.16954,-8.81841,-7.18083,-5.48145,-10.3688,-13.6823,1.83715,-7.79798,-7.65816,-12.7168,-9.74675,-13.0279,-13.4689,-10.6044,-10.4925,-7.4385,-15.0917,-30.7552,49,66,91,127,141,148,151,156,160,166,167,171,185,187,191,201,268,310,323,342,350,359,379,395,440,446,518,530,651,798
12,2600,57,612,286.467,162.831,-7.73332,-0.942915,-10.32,-10.5161,-8.44214,-7.64968,-7.13311,-5.80875,-11.1803,-10.8598,0.716655,-8.71626,-6.9964,-13.2382,-10.8303,-12.3361,-13.9144,-10.4213,-10.9254,-7.9369,-15.6373,-33.0277,57,85,94,112,121,131,147,157,178,184,195,206,208,209,222,239,252,275,301,364,373,378,433,456,481,483,489,575,577,612
13,2800,61,1482,516.8,440.617,-8.32549,-0.958533,-11.4015,-11.3092,-7.41551,-8.88777,-6.7739,-7.71587,-11.3761,-10.7911,-0.178925,-9.69223,-6.88754,-12.5538,-10.5041,-11.967,-12.9818,-10.3726,-10.9771,-9.21618,-15.5718,-35.3342,61,76,78,81,96,142,154,169,172,173,178,242,312,325,339,352,375,434,494,517,670,893,917,968,1004,1039,1040,1273,1448,1482
14,3000,111,2446,658.167,507.53,-10.3637,-0.753323,-11.0329,-11.1179,-7.8959,-10.1903,-7.98237,-7.38051,-11.0604,-11.3104,-0.560149,-9.8414,-7.25575,-12.2097,-9.22382,-11.456,-12.3981,-10.5801,-11.2242,-9.31958,-15.0215,-37.0663,111,120,136,196,210,256,273,305,315,344,360,367,403,438,527,534,637,652,679,766,784,834,946,964,1020,1040,1286,1286,1510,2446
15,3200,90,1780,504.1,412.221,-9.97906,-1.44721,-11.4692,-12.3801,-9.01605,-10.3144,-8.67231,-7.03567,-12.3426,-11.9682,-1.74289,-10.5958,-6.35141,-12.6508,-9.17874,-10.8928,-12.2552,-10.7556,-11.5337,-8.54666,-14.8426,-40.2262,90,97,120,132,150,150,181,189,198,266,267,278,289,305,311,379,394,488,489,657,669,730,739,751,774,831,943,968,1508,1780
16,3400,131,7822,1095.33,1489.03,-9.541,-1.59687,-11.8597,-12.9913,-8.9525,-9.93431,-9.65226,-7.71874,-11.964,-11.3443,-0.803768,-10.4686,-7.26155,-10.9461,-10.0784,-10.1016,-11.7566,-12.2053,-11.8947,-8.76861,-14.7292,-42.1756,131,187,224,233,269,269,280,284,364,442,445,477,525,529,546,604,724,776,783,803,931,950,1018,1094,1960,2132,2277,2829,2952,7822
17,3600,61,4717,1233,1092.28,-12.6994,-3.35401,-11.714,-13.825,-9.46154,-9.54838,-11.2505,-8.58179,-11.7426,-11.336,-0.598366,-9.62665,-5.93241,-10.4803,-10.7891,-10.5918,-12.8014,-11.8682,-11.9099,-8.83928,-13.8485,-45.7974,61,87,248,327,329,344,427,470,494,525,580,633,713,717,781,805,1135,1334,1546,1633,1705,1728,1751,1751,1762,1793,2011,2446,4137,4717
18,3800,160,7004,1793.1,1853.54,-14.4322,-3.36892,-12.5999,-13.2562,-8.81747,-9.91674,-11.9306,-8.66991,-11.6075,-11.5579,-0.982697,-8.8327,-6.80669,-10.9853,-9.80144,-10.3774,-11.7078,-12.5685,-12.0944,-9.56615,-13.9527,-48.6685,160,184,208,256,375,420,450,493,568,636,685,689,908,908,934,1073,1073,1111,1362,1998,2099,2133,2146,2166,3897,4591,4667,5128,5471,7004
19,4000,74,6273,1437.27,1552.58,-12.3829,-3.23475,-12.6908,-13.6572,-8.77558,-10.9722,-11.9023,-8.65613,-11.6416,-10.9164,-1.19836,-8.834,-7.34856,-11.0599,-9.33752,-9.90441,-11.649,-12.6881,-12.4022,-10.2379,-13.5668,-51.236,74,139,258,325,345,353,419,452,456,472,511,529,551,567,572,751,853,1167,1299,1693,1707,1746,1855,2111,2416,2512,2952,4545,5215,6273
20,4200,88,6685,1695.6,1666.28,-13.5397,-3.52617,-12.2319,-12.668,-8.97218,-10.0669,-11.894,-8.63056,-10.9687,-11.9764,-1.75688,-8.89535,-6.7944,-11.1248,-9.68974,-10.2747,-12.15,-13.7764,-11.4334,-10.8127,-14.1383,-53.5842,88,179,191,193,226,283,297,458,480,538,579,874,974,1124,1244,1314,1410,1477,1691,1720,1835,1960,2615,2643,2803,3244,3645,4432,5666,6685
21,4400,471,7287,2239.37,1572.25,-13.8421,-3.19424,-13.0495,-12.2253,-9.64811,-10.4526,-10.3865,-9.11995,-12.259,-11.9307,-2.00036,-10.0248,-7.89521,-11.1188,-8.71638,-11.2209,-11.8179,-13.6008,-11.6651,-10.5895,-12.8887,-55.5458,471,488,683,692,710,721,769,903,1006,1136,1350,1351,1427,1986,2015,2109,2223,2296,2462,2521,2790,2790,3016,3265,3670,3703,4045,4492,4804,7287
