generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,200,0,6,1.96667,1.82857,0.801457,0.558745,0.455886,0.014393,0.191533,1.15263,1.17526,2.08012,-1.66789,-1.95904,0.596336,-1.7402,0.136202,0.819294,0.37301,-1.55124,-2.69522,-0.66308,-2.56448,1.05808,0.309133,-2.29661,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,5,5,6
1,400,0,21,7.86667,5.36742,2.12436,-1.49195,-1.55903,-0.436521,4.10352,0.267661,0.105163,2.42927,-2.03178,-1.63471,0.352705,-2.36201,-0.966073,-0.77163,0.704249,-0.592736,-5.23073,-0.578336,-3.52545,-1.12752,-2.15943,-5.46897,0,1,1,1,1,2,3,4,4,5,6,6,7,7,7,7,8,8,9,10,10,11,11,12,12,13,16,16,17,21
2,600,2,27,13.5667,7.29517,2.37952,-3.15926,-3.79427,-0.506198,5.10817,-1.9149,0.042096,2.09301,-2.62426,-3.93725,1.64644,-3.3678,0.110123,-2.67921,-0.869536,-2.0362,-3.8625,-1.48557,-4.63567,-1.35307,-2.58276,-8.75348,2,3,5,5,6,6,7,7,7,9,9,10,10,12,13,14,14,15,15,17,18,18,19,21,21,23,24,24,26,27
3,800,28,276,139.233,70.0683,3.46444,-2.80747,-2.60837,-3.1723,0.513652,-3.07397,-1.92421,1.32356,-3.31673,-5.429,3.23063,-7.18365,-1.82302,-2.40162,-0.779473,-2.67745,-3.42379,-5.3291,-6.31948,-1.38678,-6.05487,-12.4614,28,38,53,54,56,56,71,75,85,89,92,93,138,141,146,146,152,158,162,170,173,178,194,195,216,228,236,237,241,276
4,1000,29,342,151.433,90.1048,3.49822,-2.33946,-1.69357,-3.81555,-3.15859,-3.97641,-4.30116,0.718852,-3.61108,-5.7063,4.17516,-7.75244,-2.75755,-5.35605,-4.83502,-4.58544,-4.39001,-5.01107,-7.74017,-4.15197,-9.43114,-15.2745,29,35,37,51,69,70,80,82,85,86,92,98,105,121,138,148,149,159,163,172,179,184,204,247,260,262,264,300,332,342
5,1200,29,213,94.4,39.2082,2.95021,-4.27212,-2.70186,-5.62987,-2.48402,-3.25428,-5.34535,-0.229306,-4.5164,-6.68397,2.87717,-8.42945,-4.36502,-5.75143,-8.01978,-6.73607,-5.51491,-3.3393,-11.3944,-3.97626,-14.9951,-17.0975,29,38,50,57,62,63,64,64,69,71,79,81,81,82,92,92,94,95,99,100,104,106,110,117,130,140,142,147,161,213
6,1400,24,187,85,36.4635,3.88558,-4.84332,-3.71977,-7.15849,-3.5095,-4.27006,-6.65213,-1.87048,-3.96981,-8.1152,3.2163,-10.6993,-6.80895,-5.60912,-9.19311,-9.42708,-7.82721,-4.81715,-13.1387,-4.40064,-21.5696,-17.7479,24,35,46,52,53,57,58,62,63,67,69,70,75,78,80,83,86,87,90,91,95,96,98,100,101,103,117,154,173,187
7,1600,26,161,76.1667,31.0751,2.74744,-3.8753,-5.28697,-8.44147,-4.99065,-3.33138,-7.78895,-1.66697,-4.70844,-8.92061,3.80901,-13.1797,-5.98564,-7.14759,-10.7636,-10.8958,-9.07914,-7.8471,-12.5358,-4.91372,-26.3338,-19.7296,26,43,44,46,49,53,53,55,58,60,60,64,64,65,67,69,71,75,75,80,84,85,95,96,99,103,112,116,157,161
8,1800,21,159,85.7,40.02,2.24909,-3.06944,-5.52984,-9.42294,-5.62648,-4.1036,-7.59128,-1.48348,-5.28143,-11.3662,4.46632,-14.5067,-6.37483,-8.42699,-11.7987,-10.9473,-9.50779,-9.15789,-11.8677,-5.50115,-27.159,-22.3395,21,28,40,42,44,44,49,52,55,58,70,71,72,78,78,81,81,82,88,102,106,106,118,123,138,138,145,148,154,159
9,2000,30,195,86.1333,43.4509,3.09114,-2.51942,-6.59219,-8.41035,-7.19548,-4.00931,-9.35833,-2.87768,-6.11411,-11.3774,4.72856,-12.9137,-6.8442,-8.77219,-11.5677,-11.2515,-9.96081,-9.36623,-11.7566,-6.3901,-27.0604,-24.2412,30,34,36,38,48,49,50,54,55,60,62,63,64,64,67,67,68,82,103,106,111,119,119,126,128,132,135,151,168,195
10,2200,39,293,121.733,71.6808,3.81141,-2.81588,-7.81746,-7.56993,-7.47229,-5.55973,-10.3997,-3.79591,-8.61394,-12.1744,4.77848,-10.2729,-7.35005,-9.25695,-10.5459,-9.88126,-8.74919,-8.13756,-10.7919,-7.16404,-26.5442,-25.4665,39,46,51,54,59,66,70,72,73,73,80,84,84,85,92,97,107,122,124,125,140,150,151,167,177,188,215,279,289,293
11,2400,42,461,159.333,106.229,2.75149,-2.71764,-9.1422,-7.76378,-9.7973,-6.71613,-10.7467,-4.97794,-7.98229,-12.5616,4.56218,-10.2978,-8.72246,-8.84653,-10.7734,-10.3408,-8.74781,-10.358,-10.2579,-7.50895,-22.8778,-27.5495,42,45,56,61,65,70,87,93,96,97,99,101,108,110,110,132,152,158,163,164,200,200,202,210,212,231,281,336,438,461
12,2600,48,827,189.067,151.908,-0.439712,-2.17862,-11.8533,-7.26231,-8.95529,-6.13095,-9.94265,-4.11512,-8.65731,-12.5237,3.71055,-11.3264,-7.98532,-8.11682,-9.77146,-10.4518,-10.0394,-11.2262,-11.3566,-7.31392,-21.562,-28.7433,48,62,67,73,79,94,99,108,112,116,123,123,130,130,140,140,168,177,177,189,195,215,225,225,227,256,309,411,427,827
13,2800,51,448,179.133,100.779,0.886933,-1.67629,-12.2878,-6.74168,-10.3326,-6.45756,-10.263,-4.83171,-9.8685,-12.2909,2.49092,-11.4708,-6.83781,-8.3573,-8.74901,-10.7569,-10.1052,-12.0442,-11.3835,-7.3862,-22.1459,-30.2992,51,62,62,69,81,82,85,94,100,109,119,120,129,131,148,159,172,194,219,223,238,255,256,261,267,277,282,318,363,448
14,3000,35,604,235.6,132.636,0.594904,-1.541,-12.5462,-7.29922,-9.41182,-7.45282,-8.93551,-4.64631,-9.13494,-13.3407,1.57801,-11.5157,-5.94822,-7.63283,-8.22538,-10.7789,-10.1242,-12.5422,-11.9462,-7.26613,-21.1254,-31.5929,35,57,70,79,87,105,106,140,157,166,168,190,190,202,215,217,219,237,260,286,316,321,336,352,359,367,399,413,415,604
15,3200,58,1337,372.833,294.228,1.3085,-1.58807,-13.1362,-7.09922,-9.83287,-7.44621,-9.03659,-5.60832,-10.9872,-12.9302,1.96533,-11.649,-6.81521,-7.96704,-8.2221,-9.43901,-9.84853,-12.4591,-12.7912,-6.03344,-19.4977,-33.4922,58,78,83,98,111,144,166,181,187,189,237,248,256,265,272,272,277,280,304,325,437,468,515,565,674,721,802,809,826,1337
16,3400,51,1047,418.033,260.304,-1.25298,-1.52379,-12.2169,-7.66608,-10.7354,-6.37183,-8.399,-6.02624,-11.6837,-13.5848,3.09382,-10.8805,-6.67514,-9.07971,-9.35862,-9.01414,-10.7508,-11.5502,-13.0142,-6.93166,-19.3464,-35.529,51,64,88,98,119,143,240,251,253,258,274,322,324,344,347,422,426,433,453,461,544,551,564,613,654,694,715,864,924,1047
17,3600,101,2490,553.4,453.072,-2.56455,-0.990203,-12.0689,-7.85679,-11.2665,-7.37496,-8.1456,-6.24523,-11.7818,-14.4939,3.01696,-9.99427,-7.38394,-7.7093,-9.20048,-9.19587,-10.2268,-13.0002,-12.6178,-7.76151,-18.6461,-38.0882,101,157,184,185,220,220,221,302,315,316,327,340,352,364,415,466,552,561,564,602,629,652,701,722,726,883,889,1065,1081,2490
18,3800,116,1630,508.467,361.798,-1.37578,-0.824922,-11.6601,-7.94304,-11.6044,-7.5222,-9.46761,-7.57597,-10.1894,-12.5285,2.75676,-9.02499,-7.34342,-7.89037,-8.92837,-8.77893,-9.9515,-11.9202,-11.495,-7.50362,-18.9349,-39.3723,116,125,134,157,194,198,260,291,309,320,363,363,378,392,425,427,441,445,503,523,545,596,612,650,706,781,899,975,1496,1630
19,4000,92,1756,549.233,408.863,-3.60349,-0.476917,-11.686,-9.25168,-12.0595,-6.90459,-9.20354,-7.54002,-9.49319,-13.0276,2.63595,-9.73575,-7.2783,-8.65499,-8.53259,-9.74331,-10.0862,-12.0572,-11.5809,-8.34301,-17.6155,-40.4262,92,97,124,129,156,173,201,206,229,254,312,346,368,385,425,446,465,577,652,683,717,798,799,799,834,899,1036,1183,1336,1756
20,4200,121,2463,761.433,597.477,-3.39999,0.558477,-11.1231,-10.9364,-11.3436,-6.2366,-9.66594,-8.4866,-9.80717,-12.4856,2.17359,-8.42502,-6.93749,-9.09256,-9.47301,-10.5687,-10.3033,-11.1558,-11.7476,-7.86101,-16.9635,-42.2739,121,225,260,265,294,331,342,357,381,384,395,397,403,435,513,541,563,582,588,625,788,933,1078,1398,1440,1461,1649,1778,1853,2463
21,4400,86,2417,811.5,673.746,-4.78408,1.10302,-11.8735,-10.7173,-11.3975,-7.56708,-9.63447,-8.46269,-10.0006,-12.2789,2.02267,-7.62427,-6.50986,-9.07942,-10.369,-10.1708,-10.692,-10.6272,-12.1516,-8.6983,-16.9662,-43.5562,86,109,113,173,210,247,256,321,363,395,416,480,525,541,559,564,614,659,748,782,1084,1183,1211,1226,1284,1314,2064,2145,2256,2417
22,4600,64,5201,1090.2,1098.04,-3.90822,1.73756,-12.326,-11.3646,-10.8934,-7.14709,-10.0841,-7.57304,-10.8337,-12.8792,1.48981,-7.59043,-7.4832,-9.96048,-11.4328,-10.4292,-10.4703,-10.3002,-10.2426,-9.08377,-18.0424,-46.3264,64,143,217,254,317,413,419,433,445,482,525,549,582,653,707,719,951,971,981,984,1174,1472,1474,1572,1614,1661,1671,2152,3906,5201
23,4800,115,3367,1076.47,844.985,-6.91131,1.76716,-12.0704,-11.1734,-10.9011,-7.00266,-9.5927,-8.3649,-10.1156,-13.4967,2.77453,-7.68329,-8.09333,-10.5814,-12.9756,-9.82763,-10.3959,-10.2336,-10.1741,-9.77409,-17.9626,-48.0461,115,123,160,218,275,387,454,459,479,508,615,640,696,746,792,832,889,920,1003,1177,1212,1436,1475,1771,2098,2140,2210,2432,2665,3367
24,5000,73,5084,1524.47,1311.22,-6.23609,1.28474,-11.3408,-11.6685,-10.9363,-7.98542,-9.73634,-7.51595,-10.2562,-13.0167,1.59076,-7.74231,-8.61788,-9.35678,-12.4976,-9.51194,-10.0484,-11.7961,-10.9321,-10.574,-17.2737,-50.5476,73,90,123,190,203,243,315,359,581,665,681,1031,1094,1162,1259,1302,1444,1537,1618,1732,1822,2200,2286,2346,2591,2702,2715,3625,4661,5084
25,5200,121,5479,1607.97,1521.28,-7.7817,1.43485,-12.7099,-12.5918,-9.58838,-8.39862,-9.86794,-7.00687,-10.6331,-12.3953,0.279901,-7.32125,-8.38281,-10.3343,-11.8847,-8.85531,-10.8631,-12.8054,-10.8301,-10.2586,-17.0288,-51.5628,121,125,177,234,239,257,346,387,422,442,556,601,660,726,1017,1070,1316,1487,1490,1782,1969,2461,2734,3055,3158,3509,3904,4026,4489,5479
26,5400,292,7413,1676,1415.27,-7.83611,0.86965,-12.5872,-12.3528,-8.89953,-9.02562,-9.00372,-6.54942,-10.2799,-13.5054,1.03462,-7.7494,-9.57351,-11.5255,-12.2321,-10.2742,-11.2186,-12.6953,-10.4457,-10.1691,-15.33,-53.5978,292,298,315,398,462,702,741,821,885,921,977,1036,1074,1183,1243,1267,1274,1313,1545,1817,2093,2493,2522,2610,2661,2759,2860,2901,3404,7413
27,5600,164,3540,1273.53,934.216,-5.9646,0.861692,-13.4689,-12.5667,-9.46334,-8.48603,-9.35828,-6.47981,-10.899,-12.9413,1.08047,-8.18381,-10.0102,-11.6507,-10.6545,-9.53122,-11.7291,-13.1102,-10.7461,-10.6381,-15.8039,-55.6917,164,205,344,351,432,537,596,691,696,709,734,774,817,875,916,968,1009,1122,1165,1194,1230,1734,1842,2010,2276,2290,2704,3074,3207,3540
28,5800,172,7574,1892.47,1959.3,-6.7059,1.19797,-13.4953,-12.3454,-9.51006,-8.29936,-8.61166,-6.8084,-11.2687,-13.6142,1.07539,-8.8766,-11.165,-11.3352,-10.4456,-9.63195,-13.3153,-13.6849,-10.3728,-10.3388,-14.6673,-56.6456,172,245,348,349,363,468,478,488,712,788,828,898,1000,1030,1152,1367,1382,1546,1571,1680,2033,2113,2603,2646,2760,2927,4169,5751,7333,7574
29,6000,105,5227,1773.67,1347.18,-10.6246,1.02015,-12.0267,-11.3624,-8.91076,-8.85533,-8.03209,-6.49393,-11.0535,-13.1459,1.09167,-9.99133,-9.54836,-11.2145,-11.0016,-9.91688,-12.9175,-13.067,-10.7047,-10.4841,-14.3208,-57.8538,105,199,239,423,434,450,653,682,709,752,860,1297,1366,1373,1434,1507,1536,1744,2050,2245,2276,2342,2343,2571,2898,3369,3631,3996,4499,5227
30,6200,186,8382,2381.5,2109.43,-10.3568,2.13815,-12.1746,-11.6425,-9.8568,-9.53119,-9.75162,-7.42601,-9.63981,-14.1882,1.28252,-9.97816,-10.7187,-12.3207,-10.9879,-10.1959,-12.5956,-12.2813,-12.4752,-11.5631,-14.7371,-61.1588,186,322,633,678,761,914,920,1040,1133,1246,1261,1279,1303,1386,1569,1717,1820,1828,1938,2007,2043,3608,3756,3800,3858,3923,4030,5759,8345,8382
31,6400,237,12367,3131.03,3205.42,-13.3119,1.6054,-11.6885,-10.6843,-10.918,-10.6581,-9.60635,-6.83709,-8.93838,-13.9107,1.36011,-10.6603,-10.9937,-13.1022,-10.8168,-10.2055,-11.4851,-13.6248,-11.9396,-12.1487,-15.2234,-63.3637,237,443,461,681,708,788,820,1012,1175,1192,1489,1506,1570,1686,1735,1756,1922,1991,2569,3576,3640,3717,4016,4342,5047,5595,6739,9647,11504,12367
32,6600,197,25715,2874.17,4562.74,-12.1426,1.92398,-12.6283,-10.6025,-10.0133,-10.3386,-10.7607,-6.95182,-8.92939,-14.8917,3.03838,-10.5401,-11.4366,-12.7362,-10.8986,-10.2147,-12.5309,-13.6336,-12.9034,-12.9141,-15.0099,-65.7658,197,227,280,531,672,731,731,803,1198,1386,1493,1498,1559,1600,1612,1700,2013,2183,2348,2609,2711,2711,2768,3362,3516,4159,4715,5576,5621,25715
33,6800,59,12932,2750.73,3128.77,-13.7967,1.9367,-12.7255,-10.7541,-11.0692,-10.1139,-9.12441,-7.18694,-9.68135,-14.3546,2.55452,-11.176,-11.9274,-12.8961,-11.5248,-11.2063,-14.224,-13.6285,-13.2514,-14.2219,-14.2334,-66.4779,59,309,331,349,525,634,648,813,902,952,1032,1317,1461,1543,1771,1798,1920,1943,2129,2324,2602,2602,2829,3060,3875,5704,7565,8964,9629,12932
34,7000,209,9441,1974.27,2361.82,-16.9303,1.82845,-13.1288,-10.2349,-9.9175,-10.4813,-8.85251,-7.0387,-9.82574,-14.0715,2.53862,-12.3193,-11.66,-14.4889,-12.1465,-12.5619,-13.3134,-12.5236,-13.0654,-14.4022,-13.746,-67.8807,209,221,253,363,394,402,458,470,560,634,728,781,851,856,885,980,1102,1142,1434,1504,1631,2116,2531,2933,3262,3845,5032,5925,8285,9441
35,7200,188,13317,3628.1,3306.04,-17.101,2.27343,-13.7657,-9.46791,-9.90321,-10.0779,-8.49786,-6.39274,-10.4405,-14.6912,3.28585,-13.7975,-11.8422,-15.0776,-13.3052,-13.2222,-13.813,-13.2007,-13.6398,-15.5809,-13.3146,-70.4394,188,433,594,618,648,784,886,1143,1461,1699,1763,1829,2434,2459,2543,2558,3094,3545,3845,3941,3988,4730,5230,5385,5396,6026,7460,8357,12489,13317
36,7400,276,20972,5109.47,5124.35,-14.9067,1.33912,-13.9474,-10.8124,-9.18649,-9.17864,-7.60893,-6.93183,-10.763,-14.363,3.3983,-15.1995,-12.2387,-14.7928,-11.8986,-13.335,-13.4157,-12.6675,-14.2731,-13.6113,-13.2988,-71.8175,276,334,356,396,655,741,829,1026,1233,1636,1879,1903,2070,2349,3248,3562,4727,4878,6080,6096,6781,7192,7345,7667,9369,10233,10728,12557,16166,20972
37,7600,28,21723,5137.8,5243.12,-13.6067,3.0643,-14.8223,-10.2703,-8.94172,-8.24016,-8.07859,-6.29329,-10.3306,-13.539,2.94645,-16.3809,-12.7076,-15.6218,-12.4751,-12.8143,-14.587,-13.0947,-14.1038,-14.1792,-12.0072,-72.8326,28,238,300,381,443,1105,1120,1364,1525,1622,2146,2600,3182,3379,3521,3642,3914,4287,5647,5851,5935,6781,6789,7008,8050,8120,11567,15483,16383,21723
38,7800,285,17422,5496.23,4266.82,-14.4025,3.04099,-14.5351,-9.10218,-8.20156,-8.30035,-7.49922,-6.15409,-9.51972,-13.6646,2.82414,-16.2385,-12.5772,-14.6771,-12.5456,-12.7859,-15.3116,-13.8689,-12.9784,-14.5425,-10.8836,-74.0459,285,360,1170,1173,1441,1753,1783,1791,2148,2363,2378,2709,3660,4113,4424,5288,5393,5400,6225,6534,6685,7108,7770,9092,10691,11183,11288,11560,11697,17422
39,8000,648,29442,8100.6,8363.18,-16.929,4.20572,-13.2946,-9.65094,-7.35471,-8.32059,-6.6448,-6.77064,-8.42453,-14.3354,3.14964,-15.3934,-12.0325,-14.3737,-11.5713,-12.664,-16.0986,-13.3464,-11.4194,-15.1146,-10.2242,-75.8706,648,684,781,938,1250,1767,1863,2136,2663,2753,2813,2818,3483,4052,4524,4640,5769,5969,6375,6818,8281,8564,12382,12671,18804,19159,22764,23298,24909,29442
