generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,200,2,22,10.5667,5.43731,-0.387879,-0.389278,-1.09318,-1.72259,-2.33479,-2.12735,-0.00179994,-0.770817,-1.51421,-2.84132,0.88084,-2.08836,-1.35306,-0.194941,-2.18885,-0.375292,0.225608,-0.299797,-1.84757,1.5008,1.37454,-2.71396,2,2,3,4,5,6,6,7,7,7,7,7,9,10,10,10,10,12,12,13,13,14,14,15,17,17,18,19,19,22
1,400,8,105,35.8333,21.309,0.677987,-0.312134,-1.58994,-4.13619,-4.41139,-2.21472,-2.76737,-2.33237,-2.67087,-4.82965,4.11797,-5.38562,-3.93087,-2.4894,-5.65514,-3.66037,-1.01736,-2.78087,-2.33604,2.99692,0.470339,-5.87573,8,10,11,12,12,16,16,20,22,23,25,28,29,29,35,35,37,37,38,40,43,47,49,50,53,57,59,61,68,105
2,600,13,128,75.2667,33.0224,1.38667,-0.744876,-4.74754,-4.74359,-5.4363,-2.90108,-4.49961,-4.13941,-4.95175,-7.01215,5.20578,-10.017,-5.21873,-3.02263,-4.76262,-3.65276,-2.73456,-2.09312,-2.46669,1.4849,0.0607584,-9.41956,13,25,28,32,41,45,46,46,47,53,63,66,66,67,75,78,82,83,86,87,97,98,104,107,112,117,120,121,125,128
3,800,27,205,106.067,40.8453,1.07141,0.0646407,-6.43609,-5.14254,-6.1013,-5.31522,-3.83629,-6.55339,-4.30467,-10.2804,5.51695,-9.32582,-5.60809,-4.7392,-4.86357,-4.70349,-3.37787,-5.56862,-4.44609,-1.32905,-1.43598,-12.7649,27,54,60,70,71,72,74,75,78,80,90,90,91,93,100,102,106,106,108,110,116,119,131,139,143,147,167,177,181,205
4,1000,50,470,199.267,91.8747,1.85772,-1.53564,-9.9319,-7.01276,-5.29701,-5.50326,-5.52234,-8.60124,-3.67897,-9.32222,4.29228,-9.40934,-6.3663,-5.33306,-5.86374,-3.5057,-3.20381,-6.5562,-4.25032,-3.60758,-2.38222,-18.3192,50,73,91,113,118,128,132,144,149,154,157,163,164,168,182,184,188,189,193,211,225,244,250,254,278,285,301,350,370,470
5,1200,54,545,189.633,106.671,4.5894,-2.00972,-10.7118,-7.44035,-7.27837,-6.38832,-6.01749,-8.98009,-5.89795,-8.30348,4.45372,-11.6451,-7.495,-5.38374,-7.45185,-6.18426,-5.3124,-9.72308,-8.01794,-6.6317,-4.25686,-21.1274,54,78,93,94,94,106,111,121,122,129,132,134,137,140,141,164,181,196,205,209,221,229,234,248,254,268,274,382,393,545
6,1400,57,590,205.167,130.835,8.52302,-2.70101,-11.0136,-7.5864,-6.89551,-7.12552,-6.04022,-8.91506,-7.46545,-9.94458,4.09052,-12.5774,-8.71249,-7.24261,-8.98022,-6.99751,-4.73631,-9.89536,-10.6576,-9.98673,-6.67165,-22.8457,57,58,63,76,85,89,95,127,130,131,141,156,171,174,189,197,206,209,210,215,217,220,226,270,294,313,322,337,587,590
7,1600,37,654,252.667,179.671,8.53035,-1.2276,-10.7725,-7.63434,-8.11304,-6.4923,-6.72825,-10.2798,-7.42878,-10.5213,1.74951,-13.3816,-9.45507,-8.35119,-9.64264,-8.89892,-5.45851,-10.7506,-10.9696,-12.1527,-10.2364,-24.8411,37,45,63,79,87,92,101,108,132,136,140,153,156,162,175,175,200,224,252,327,329,344,399,411,453,484,503,548,611,654
8,1800,55,485,177.433,104.119,8.66949,-1.38765,-12.1542,-6.45096,-8.66788,-8.29124,-6.51996,-10.4935,-6.71563,-11.089,1.6785,-14.4548,-9.72585,-8.04834,-10.6464,-9.83294,-4.65085,-10.7726,-10.9526,-12.4794,-12.4972,-27.3745,55,72,74,91,99,100,101,116,117,119,120,130,130,142,146,147,157,157,166,180,181,198,214,247,254,278,282,290,475,485
9,2000,46,674,195.867,135.329,7.16628,-0.0497236,-14.0587,-6.35606,-9.76786,-9.39929,-7.16963,-9.89161,-7.3354,-13.4355,0.833402,-14.2427,-9.37912,-7.20083,-11.446,-9.52423,-6.83072,-11.1062,-12.525,-15.0309,-14.1784,-29.5015,46,49,67,96,98,104,113,119,129,139,140,145,150,154,165,170,172,184,184,198,198,199,212,237,240,247,307,392,548,674
