generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,200,0,3,0.533333,0.860366,-0.642857,0.0189482,-0.191047,1.85459,0.0583429,-2.09182,0.654096,-2.47595,-0.957305,-0.0128008,0.785993,-4.46847,1.62038,0.249603,5.26076,-0.444377,-1.71183,0.381655,-0.666305,-1.73783,-3.19439,-2.22598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3
1,400,1,11,4.1,2.13913,-0.228407,-0.131217,-3.40305,3.20321,-1.47688,-2.48168,-3.9259,-3.91647,-1.5668,-0.819223,3.72703,-4.96753,2.38797,-2.69,5.12356,-2.21456,0.0206308,0.380008,-1.44952,-3.01859,-0.704402,-5.4949,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,5,5,5,5,5,6,6,6,6,6,7,11
2,600,3,17,9.6,3.93569,-0.523184,0.283597,-6.61558,1.4443,-1.89427,-3.72944,-7.39847,-4.87564,-3.41213,-3.12098,4.71437,-4.77837,0.957645,-2.92363,5.1191,-3.40515,-0.230211,-1.23161,0.537827,-4.08245,-2.88225,-8.85202,3,3,4,5,5,5,6,7,7,7,8,8,8,10,10,10,10,11,11,12,12,12,12,12,13,13,14,16,17,17
3,800,5,30,14.4333,5.30896,-1.27719,0.946468,-8.95495,2.26726,-2.78465,-6.61389,-9.71041,-6.34068,-3.27499,-4.02957,3.91689,-7.00922,-0.861097,-1.94887,5.60562,-6.02807,1.95783,-4.35568,0.876827,-4.9757,-5.93421,-11.647,5,7,8,9,9,10,10,10,11,11,12,12,12,13,14,14,16,16,17,17,17,17,17,18,18,19,21,21,22,30
4,1000,11,45,25.2667,9.02844,-2.62826,0.895612,-10.4134,1.21015,-3.94214,-6.29306,-11.3424,-9.33431,-4.05769,-6.17627,5.43075,-8.80991,-2.01717,-3.71596,4.20834,-7.61402,-0.986395,-5.95431,-3.72108,-5.3298,-6.26636,-13.0022,11,12,13,15,16,16,17,18,18,19,20,22,23,24,24,25,26,26,29,30,30,31,32,32,32,35,36,39,42,45
5,1200,14,117,43.9667,22.2129,-2.08614,-0.199869,-12.4843,-0.421713,-3.64095,-5.14026,-12.1976,-12.1527,-6.95142,-6.53185,0.89741,-7.85404,-5.06469,-5.63868,2.56172,-10.7267,-2.60783,-8.967,-4.82953,-5.40458,-9.53372,-15.4082,14,22,24,25,26,27,29,29,30,31,34,34,35,36,40,41,42,42,43,44,45,48,49,51,53,64,68,86,90,117
6,1400,22,170,77.8667,44.7219,-2.28219,-1.53968,-12.9924,-0.327464,-4.29422,-3.88011,-12.2763,-13.4059,-6.89553,-9.23705,1.85256,-10.0039,-5.40493,-6.85086,1.87601,-14.5374,-5.15242,-9.46272,-6.28722,-6.14424,-12.7778,-18.2957,22,28,28,32,33,36,43,46,46,48,48,52,53,53,59,59,68,74,82,91,91,107,122,129,133,136,137,145,165,170
7,1600,39,177,88.6333,36.1715,-1.95621,-1.36088,-13.985,-3.04992,-5.19169,-4.67135,-12.8145,-13.8732,-6.31546,-9.67526,0.554366,-10.7876,-4.89136,-8.11494,-1.04883,-14.3015,-7.08566,-8.94416,-9.24062,-6.40429,-15.4769,-19.3034,39,46,48,50,54,54,56,62,64,68,69,71,77,78,79,82,83,89,91,95,96,108,113,114,115,129,134,145,173,177
8,1800,44,250,96,52.93,-2.82397,-3.35155,-14.4879,-3.98494,-6.30138,-4.56959,-12.7473,-14.3778,-8.18724,-9.67334,0.0794322,-11.1285,-7.35383,-8.5927,-2.73279,-13.8981,-7.02095,-10.5317,-11.8086,-9.82075,-17.8303,-21.1672,44,45,47,50,51,61,62,65,68,71,72,76,76,77,78,79,80,84,85,86,88,100,108,120,132,132,149,220,224,250
9,2000,47,243,119.033,60.1157,0.525671,-2.17403,-14.5981,-6.83753,-6.81717,-6.011,-13.3825,-14.1197,-8.33103,-9.11969,-0.267815,-10.6062,-8.16476,-8.41396,-2.98676,-12.7866,-9.35148,-9.30506,-10.5309,-8.10435,-19.6229,-22.8617,47,48,52,52,57,66,69,74,77,79,85,87,89,93,99,106,123,124,127,135,135,138,141,148,175,211,218,232,241,243
