0,0.4
1,3.46667
2,12.1333
3,57.2
4,57.2333
5,76
6,89.4333
7,119.167
8,99.9
9,104.7
10,105.7
11,180.233
12,204.3
13,319.133
14,377.533
15,649
16,588.233
17,591.767
18,1017.33
19,1523.97
20,2125.2
21,1724.03
22,1684.9
23,1729.37
24,2567.33
25,4004.47
26,5913.9
27,4838.63
28,5879.9
29,7525.73
30,15909.3
31,10860
32,36439.4
33,42072.5
34,51424.8
35,67802.2
36,64939.6
37,63575.6
38,57326.8
39,85703.5
40,128917
41,67804.2
42,90877.1
43,75198.1
44,55429.8
45,102722
46,46616.2
47,76457.9
48,63383.5
49,87929.2
50,74864.4
51,106554
52,60047.6
53,75380.1
54,103607
55,73893
56,50367.7
57,123349
58,116415
59,68303.1
60,67849.8
61,125625
62,104636
63,107757
64,111048
65,95207.6
66,91423.7
67,95877.3
68,85706.6
69,89702.7
70,100506
71,105265
72,97357.8
73,109308
74,118864
75,107767
76,104369
77,77053.1
78,110558
79,139773
80,94854.1
