0,46.3
1,13.3
2,40.5667
3,69.6
4,87.2667
5,147.667
6,138.433
7,132.9
8,207.2
9,239.2
10,325.733
11,334.433
12,580.967
13,905.967
14,721.7
15,568.833
16,550.733
17,1119.7
18,1511.73
19,1181.3
20,1761.03
21,1672.43
22,1438.17
23,2715.3
24,2178.57
25,2769.17
26,4090.77
27,8421.4
28,7464.77
29,7693.8
30,7658.67
31,15623.7
32,14385.7
33,9719
34,19523.8
35,33404.6
36,27110.9
37,34377.3
38,30658.6
39,37460.7
40,50819.6
41,50744.8
42,45733.5
43,56174
44,47550.3
45,106787
46,51435
47,51438.3
48,63487.8
49,64499.1
50,60911.3
51,61719.5
52,46368.2
53,42308.5
54,46541.2
55,45200.7
56,34566.8
57,55190.7
58,132010
59,112974
60,105953
61,83209.8
62,92165.4
63,71264.2
64,93528.7
65,72611.6
66,83149.1
67,48307.4
68,80884.3
69,66834.4
70,52683.8
71,74757.1
72,83072.5
73,100429
74,115303
75,78548
76,145815
77,104450
78,121185
79,148891
80,63249.4
