0,2.1
1,18.7333
2,50.0333
3,64.6667
4,86.1333
5,83.4333
6,85.3
7,136.5
8,324.867
9,331.633
10,550.333
11,969.9
12,1157.83
13,1871.3
14,1739.67
15,1591.37
16,2189.57
17,2070.43
18,2957.17
19,8633.1
20,6672.53
21,20557.4
22,32845.6
23,60321.2
24,35159.1
25,31933.2
26,45839.9
27,46820.7
28,75821.9
29,93488.6
30,56758.9
31,98403.8
32,86828.6
33,87183.2
34,61147.7
35,58297.5
36,75004.8
37,141710
38,116838
39,107455
40,79028.6
41,105451
42,106314
43,143259
44,115871
45,90384.2
46,79925.5
47,71349
48,93113.7
49,52556.9
50,76533
51,85602.9
52,100926
53,84072.3
54,116434
55,138151
56,89407.2
57,107986
58,110806
59,114274
60,78036.9
61,97711.1
62,114788
63,91809.3
64,105386
65,133370
66,113474
67,129792
68,110276
69,89290
70,118688
71,175452
72,108899
73,175953
74,117630
75,104270
76,100583
77,145069
78,118829
79,127938
80,118348
