generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize
0,13,0,1,0.0333333,0.182574,9.50568
1,26,0,1,0.0333333,0.182574,9.26257
2,39,0,0,0,0,9.19187
3,52,0,1,0.1,0.305129,9.09043
4,65,0,2,0.166667,0.461133,9.17499
5,78,0,1,0.0666667,0.253708,9.22826
6,91,0,1,0.133333,0.345746,9.36803
7,104,0,4,0.766667,1.10433,9.61593
8,117,0,4,0.633333,1.03335,10.177
9,130,0,2,0.433333,0.626062,10.7253
10,143,0,8,1.46667,1.83328,11.2196
11,156,0,4,0.966667,1.15917,11.7658
12,169,0,14,3.26667,3.48329,12.2608
13,182,0,9,2.56667,2.40235,12.702
14,195,0,9,3.8,3.16664,12.8594
15,208,0,17,3.43333,3.23433,13.1645
16,221,1,20,6.36667,4.73056,13.5203
17,234,0,10,4.5,2.93316,13.2767
18,247,0,13,5.5,3.51107,13.7776
19,260,1,23,9.53333,5.47555,14.4972
20,273,6,31,15.5333,6.16292,14.9329
21,286,7,58,27.7333,12.8973,15.8721
22,299,10,96,51.5333,22.624,16.4268
23,312,24,166,58.3,27.2171,16.9296
24,325,27,166,89.1667,45.4207,17.1494
25,338,38,411,122.5,71.8997,17.8392
26,351,45,273,136.367,58.5518,18.3641
27,364,34,396,125.7,77.5629,18.5056
28,377,39,317,152.867,74.9164,19.3402
29,390,13,567,162.867,102.875,19.9916
30,403,79,624,215.533,125.839,20.4769
31,416,40,436,174.933,113.713,20.8634
32,429,69,847,277.6,197.049,21.5352
33,442,79,1208,435.867,287.231,22.4455
34,455,46,1710,559.567,435.826,23.3712
35,468,68,3773,1171.93,873.249,23.3817
36,481,108,3639,1240.9,809.143,23.5324
37,494,98,3805,876.633,767.175,22.7919
38,507,60,6554,1018.1,1349.19,23.092
39,520,103,6943,1629.97,1459.24,23.8465
40,533,158,3884,1244.67,942.487,24.3076
41,546,62,5799,976.567,1173.96,24.6372
42,559,114,4740,1040.43,904.696,23.6546
43,572,52,10225,1112.03,1832.03,23.1447
44,585,84,3997,1247.77,1121.92,23.0452
45,598,115,12841,2635.2,3241.14,23.2336
46,611,94,7970,2161.27,2063.45,23.8
47,624,189,6349,1837.8,1527.42,23.8507
48,637,178,6654,2362.03,1820.18,24.0135
49,650,58,10034,2674.93,2626.41,24.1658
50,663,259,6566,2191.03,1992.92,24.5013
51,676,173,6697,2143.4,1600.26,24.4317
52,689,90,3521,1175.9,881.976,24.5272
53,702,12,2962,983,796.747,24.112
54,715,9,4535,915.8,925.965,24.0349
55,728,70,5685,1817.87,1524.82,23.4584
56,741,127,4903,1830.97,1535.22,23.0899
57,754,194,4548,1249.4,1142.98,22.6966
58,767,145,19561,3413,3889.96,22.5151
59,780,172,11992,2028.5,2330.37,22.4501
60,793,108,5160,1306.53,1214.06,22.6384
61,806,60,2894,888.633,722,23.4451
62,819,248,8005,1953.13,1656.17,24.5488
63,832,282,12003,2651.8,2556.9,24.793
64,845,189,7548,2302.73,1989.94,25.0285
65,858,66,8800,1890.1,2218.12,24.8089
66,871,45,7220,1961,1811.58,24.5116
67,884,140,15045,2596.77,3196.12,24.0348
68,897,366,8276,2499.57,1985.7,23.6684
69,910,178,7126,2328.43,1802.25,23.1741
70,923,166,12912,2200.43,2713.86,22.8986
71,936,138,3347,1240.1,1006.17,22.5437
72,949,218,9497,3360.27,2493.54,22.0833
73,962,167,8012,2396.9,2165.78,22.0302
74,975,94,10199,2225.27,2246.47,22.1579
75,988,189,20540,3404.73,4681.91,22.2901
76,1001,112,11070,3257.9,3239.27,22.6853
77,1014,367,20015,4392.03,4152.86,22.9695
78,1027,177,19441,4454.43,4488.85,23.017
79,1040,267,23226,7614.3,6554.47,22.7452
80,1053,461,78372,10415.9,14449,22.2853
81,1066,90,18399,5538.67,5341.8,22.0287
82,1079,694,44500,12054,12037.3,22.0351
83,1092,401,28221,8352.03,7878.48,21.8822
84,1105,158,34973,10839.1,10270.7,22.5277
85,1118,807,73299,18764.6,18929.6,22.9083
86,1131,129,28967,8506.37,7449.92,22.6084
87,1144,429,98865,19310.2,23119,22.3007
88,1157,542,46451,13384.4,13200.3,21.7649
89,1170,288,127214,24419.2,26147.1,21.1432
90,1183,2033,100634,21279.8,22739.4,20.4849
91,1196,434,125200,28691.1,30138.1,20.1195
92,1209,656,140959,30496.6,33315.2,20.0854
93,1222,166,168087,25921.7,34260.7,19.4415
94,1235,112,125013,30037.6,29810.9,18.9635
95,1248,508,75349,17097.3,16877.1,18.8666
96,1261,3300,94872,28081.2,24675.1,19.0766
97,1274,867,84283,21109.7,20398.6,19.1386
98,1287,373,78873,16698,17701.9,18.8919
99,1300,40,88909,20466,18836,18.6389
100,1313,325,131848,25465,30817.2,18.9331
101,1326,185,72855,18263.3,18856.8,19.2841
102,1339,1237,81737,16231.9,18593.6,19.4207
103,1352,67,98694,19832.8,19460.1,19.2768
104,1365,862,70124,19971.6,18503.6,19.5634
105,1378,232,53775,11817.4,12740.5,19.8659
106,1391,1085,78750,16415.2,17493.3,20.1216
107,1404,1291,70404,23115.3,22007.6,20.4776
108,1417,1013,91026,24515.7,22990.3,20.3564
109,1430,769,155437,23124.6,28875.7,20.3275
110,1443,100,68291,19726.1,14971,20.0815
111,1456,1159,65686,19574.8,14538.9,19.081
112,1469,917,80159,27726.1,24351.2,18.086
113,1482,534,58664,16083.5,16708,17.4857
114,1495,262,104539,18130.9,20377.7,17.0903
115,1508,580,153857,27382.1,32200.9,16.6906
116,1521,407,109057,32492.9,30553.1,16.4913
117,1534,63,146592,34703.8,33108.6,16.8184
118,1547,2172,170560,50811.8,42556.8,16.6719
119,1560,7227,168207,62177.8,42599,16.3826
120,1573,5828,219127,56846.7,47509.4,16.0849
121,1586,1121,188654,43710.3,43348,15.8385
122,1599,2321,226036,51548.4,57657.3,15.9023
123,1612,2015,228118,55371.6,47871.8,15.8649
124,1625,6303,191364,67931,56355.2,15.6253
125,1638,3623,134255,32430.2,28777,15.2023
126,1651,1013,197104,51029.9,46634.4,14.9588
127,1664,1383,213069,64608.3,58821.9,15.0295
128,1677,2641,215973,54080.7,48442.6,15.0447
129,1690,249,173560,60540.7,52662.4,14.7303
130,1703,822,181137,55515.7,50623.7,14.8899
131,1716,142,195487,48470.3,48856.8,15.1969
132,1729,4535,127989,55197.1,34012.2,15.7731
133,1742,7947,315201,52265.5,59446.5,16.6622
134,1755,2205,193529,63693.7,53088,17.2369
135,1768,477,198642,30692.1,37405.4,18.0078
136,1781,7425,150920,51549.2,38765.7,17.9686
137,1794,783,174753,58817.4,49466.4,17.9243
138,1807,2315,230011,47266,56564.9,17.4451
139,1820,4205,133453,46916.5,36610,17.2819
140,1833,1027,168160,39981,40215.8,17.5216
141,1846,631,113389,30988.3,28717.2,18.2784
142,1859,1317,111203,30208.3,26569.3,19.0688
143,1872,719,129670,29469,29217.9,19.3454
144,1885,2073,177878,43994.1,42968.2,19.1448
145,1898,500,123814,38295.2,32915,18.596
146,1911,205,165335,53049.1,47528.2,17.7665
147,1924,1853,150981,42135.4,36919.4,17.7491
148,1937,348,121432,38592.3,34092.5,17.7606
149,1950,1216,115162,26210.2,30490.5,17.9908
150,1963,73,129938,40919.5,35999.8,17.0143
151,1976,3100,254792,35775.2,48237.1,16.1038
152,1989,2447,166445,59651.6,44646.1,15.2706
153,2002,1653,149301,51065.1,38392.9,14.9911
154,2015,810,174977,52028.5,46692.5,14.8101
155,2028,220,417971,75611.9,89766.6,14.7418
156,2041,7025,365011,58876,71932.6,14.768
157,2054,386,185826,52533.6,51212.8,14.5858
158,2067,825,138313,54062.9,44314.6,14.4802
159,2080,1257,142324,61346.6,41837.9,14.2185
160,2093,116,147482,38504.6,35038.9,14.4046
161,2106,2193,225799,52590.5,53307.6,14.1047
162,2119,1340,333146,43428.8,65465.4,13.7121
163,2132,2592,123166,47469.7,34492.4,13.2634
164,2145,4891,204578,57886.8,45800.1,13.3469
165,2158,5957,337439,58526.2,66880.2,13.5342
166,2171,3034,213944,41255.9,47993.8,13.8512
167,2184,2343,155781,42832.7,43512.3,14.3241
168,2197,3386,142036,40346.6,34050.8,13.9904
169,2210,1823,130921,38506.6,28014,13.1792
