generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize
0,13,0,5,1.53333,1.54771,9.29966
1,26,1,39,16.2333,10.5461,9.01774
2,39,3,34,14,6.67471,9.03754
3,52,11,88,35.1667,16.6921,9.22579
4,65,15,104,44.6667,21.4706,9.34591
5,78,15,120,65.5333,29.3207,9.22126
6,91,14,61,34.8,13.6468,9.16517
7,104,39,171,88.1333,35.1683,9.00061
8,117,36,113,68,19.6451,8.85836
9,130,21,165,61.5,27.2267,8.78332
10,143,21,143,77.0667,27.5054,8.65805
11,156,39,193,101.7,38.6524,8.56499
12,169,35,384,130.367,85.0807,8.47839
13,182,44,346,155.667,95.9804,8.40646
14,195,56,404,139.167,79.3422,8.33221
15,208,40,400,160.6,85.7694,8.17781
16,221,22,180,84.0667,38.4958,8.22295
17,234,22,228,89.5333,50.1066,8.32169
18,247,12,177,69.7,36.6175,8.41624
19,260,39,423,161.8,101.334,8.25757
20,273,51,557,211.6,114.146,8.12767
21,286,69,788,239.1,165.367,7.9493
22,299,35,506,237.267,140.73,7.77404
23,312,67,1092,360.033,257.196,7.57978
24,325,100,908,407.3,243.547,7.32541
25,338,77,2180,647.133,565.572,7.22845
26,351,127,1829,622.1,449.498,7.15615
27,364,69,1377,603.9,385.508,7.19999
28,377,95,2997,691.833,569.331,7.18238
29,390,138,2493,710.167,583.608,7.40369
30,403,30,4345,1039.8,1036.27,7.70853
31,416,148,16124,3640.33,3625.1,8.23597
32,429,136,25545,5520.7,5483.5,8.81607
33,442,142,41599,7996.37,9424.85,9.31321
34,455,117,41289,10480.6,10969.2,9.69928
35,468,211,13964,4094.37,3569.36,9.75938
36,481,143,23643,4460.9,5057.83,9.82909
37,494,282,12321,3903.57,3036.81,9.82109
38,507,22,12393,3635.97,3127.6,9.75302
39,520,228,16613,3960.5,3473.49,9.70042
40,533,472,10580,3898.9,3078.61,9.4453
41,546,87,15992,4046.47,3666.73,9.24929
42,559,264,10143,2513.1,2352.96,9.18947
43,572,6,9114,3370.7,2626.68,9.15263
44,585,165,20065,3159.37,3702.28,9.16913
45,598,73,27233,6247.4,6510.57,9.28342
46,611,147,16972,4506.93,4538.82,9.05142
47,624,266,29928,6610.5,7117.19,9.09997
48,637,610,20196,7526.93,5797.89,9.17348
49,650,142,31922,6686.67,7095.36,9.01956
50,663,122,29978,6658.53,7899.88,8.90342
51,676,313,51004,10941,11628.4,8.87049
52,689,138,138092,42239,36899.4,8.88145
53,702,240,222070,44863.7,51197.4,8.91936
54,715,1210,223688,60386.9,58648.5,8.95459
55,728,5605,126272,44762.8,34012,8.95324
56,741,1512,358247,60105.4,88869.7,8.87355
57,754,238,241571,40486.6,50502,8.76567
58,767,212,129002,32115.6,29436.6,8.42723
59,780,1165,136721,37600.9,25519.7,8.25205
60,793,978,173843,42877.8,35964,7.98982
61,806,2005,175530,25659.2,33217.3,7.74618
62,819,57,59534,21095.7,18638,7.51731
63,832,145,60003,20223.9,15318.7,7.32366
64,845,879,203825,38456.3,44460.3,7.06609
65,858,663,323484,48879.4,68727.2,6.80665
66,871,564,203789,60149.3,45890.9,6.63174
67,884,3365,257335,63092.4,58231.6,6.62918
68,897,4136,258228,75609.6,64291.5,6.59447
69,910,157,348193,66572.2,79117.3,6.57675
70,923,3225,325934,91733.7,80773.5,6.43678
71,936,3255,237484,82692.9,69765.7,6.34097
72,949,8993,257157,63148.9,58156.3,6.19108
73,962,1551,220863,50722.5,53762.4,6.00746
74,975,5749,267806,69128.4,64107.6,5.75887
75,988,1185,254724,56613.9,67370.1,5.51305
76,1001,1941,349476,73968.1,75364.1,5.30682
77,1014,4383,374708,80866.5,84249.5,5.16525
78,1027,834,234798,69157.1,58262.9,5.18732
79,1040,102,318126,73551.7,68048,5.18172
80,1053,666,200365,67140.6,53988,5.20142
81,1066,4192,236865,61093.7,51745.3,5.22338
