generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize
0,13,0,7,0.7,1.60065,9.2773
1,26,0,8,1.9,2.65681,8.84591
2,39,0,14,5.9,3.72642,8.51272
3,52,0,13,5.36667,3.16754,8.59378
4,65,1,9,4.13333,1.97804,8.59344
5,78,1,11,5.8,2.52436,8.42973
6,91,1,9,4.93333,2.27328,8.47374
7,104,0,13,5.23333,3.31853,8.55731
8,117,3,17,8.33333,3.46742,8.55161
9,130,2,37,14.8333,7.9224,8.53609
10,143,7,31,17.6333,6.88067,8.60607
11,156,12,84,28.4333,16.5314,8.65157
12,169,11,72,28.5667,12.3559,8.64805
13,182,4,104,55.8,21.6451,8.72674
14,195,31,157,72.5,27.5965,8.76069
15,208,28,268,134.6,63.3652,9.02926
16,221,27,402,150.267,82.0546,9.40273
17,234,44,436,166.367,117.681,9.78624
18,247,44,340,161.467,72.097,10.0949
19,260,57,401,176.733,100.745,10.0853
20,273,50,342,160.333,77.9537,10.5446
21,286,47,817,183.2,136.232,10.9854
22,299,66,417,189.167,92.8102,11.4861
23,312,82,1032,316.467,237.409,11.7436
24,325,60,518,188.2,103.287,11.4655
25,338,75,648,328.133,157.094,11.2972
26,351,58,793,242.033,184.286,10.971
27,364,74,523,242.333,121.637,10.6228
28,377,19,534,232.833,137.988,10.6814
29,390,48,1271,389.567,278.756,10.8743
30,403,119,1126,450.133,296.66,11.0625
31,416,115,2327,836.5,694.6,11.1632
32,429,100,948,489.8,242.039,11.1449
33,442,49,2083,702.1,577.176,11.0568
34,455,98,6521,886.533,1197.31,11.2819
35,468,29,4337,985.967,873.468,11.1241
36,481,76,4047,743.967,790.311,10.8317
37,494,92,3763,897.933,924.521,10.6129
38,507,187,2045,746.033,514.113,10.4397
39,520,54,3742,897.133,838.589,10.4207
40,533,22,2224,616.467,595.187,10.2525
41,546,73,1734,564.233,359.022,10.1388
42,559,2,3685,1156.87,945.296,9.6956
43,572,15,4451,699.367,882.91,9.29553
44,585,142,6114,1222.73,1168.38,9.04366
45,598,65,6803,1651.7,1479.86,8.999
46,611,70,5817,1085.3,1153.81,8.7983
47,624,67,4142,1206.23,1121.22,8.81438
48,637,97,5088,1439.1,1140.53,8.81048
49,650,98,4464,1649.6,1352.14,8.64577
50,663,183,6238,1730.67,1505.53,8.59586
51,676,303,6367,1598.13,1312.85,8.31332
52,689,304,6768,1547.63,1575.03,8.22773
53,702,235,7001,1814.93,1599.66,7.96346
54,715,144,5469,1602.17,1364.16,7.85064
55,728,196,9091,1966.5,1835.89,7.67845
56,741,145,5349,1278.93,1291.14,7.57699
57,754,99,5226,1321.7,1505.75,7.52766
58,767,72,7446,1494.13,1601.65,7.34477
59,780,151,5130,957.733,1008.48,7.18135
60,793,154,2921,932.467,774.283,7.10662
61,806,15,3038,1155.63,830.07,6.76337
62,819,54,4834,1367,1280.26,6.62585
63,832,85,6835,1988.6,1635.56,6.5923
64,845,104,6704,1366.57,1294.42,6.78232
65,858,17,4781,894.8,1105.55,6.99138
66,871,123,5353,1709.6,1471.03,6.98304
67,884,144,8102,1688.5,1637.91,6.81746
68,897,131,6815,1550.23,1516.76,6.64965
69,910,18,5049,1751.5,1389.65,6.37966
70,923,72,8116,1968.13,1935.67,6.31163
71,936,64,5875,1633.9,1529.52,5.99371
72,949,170,4964,1488.3,1237.26,5.87213
73,962,118,9194,2269.77,2271.97,5.83662
74,975,143,6389,1645.07,1525.55,5.69531
75,988,172,11110,2301.5,2626.09,5.46835
76,1001,63,4511,1639.57,1452.01,5.22335
77,1014,160,4400,1364.97,1181.45,5.04255
78,1027,66,7242,1479.37,1518.68,4.96659
79,1040,97,4582,1324.1,1360.41,4.80756
80,1053,200,5567,1528.53,1526.8,4.54713
81,1066,123,5263,1662.3,1345.76,4.3038
82,1079,143,8588,2319.1,2143.31,4.13455
83,1092,297,5782,1738.6,1419.06,3.99565
84,1105,82,8016,1975.27,1846.36,3.85377
85,1118,119,6033,1453.57,1533.13,3.77079
86,1131,79,5325,1564.67,1439.44,3.67557
87,1144,62,4872,1303.67,1233.84,3.5373
88,1157,268,6540,1945.7,1651.56,3.36033
89,1170,163,5170,1706.67,1150.64,3.2648
90,1183,101,7899,2043.63,1890.44,3.17221
91,1196,236,9265,1648.93,1672.85,3.11046
92,1209,176,4861,1434.33,1264.72,3.11461
93,1222,80,11567,1816.4,2302.59,3.12619
94,1235,111,6398,1814.6,1636.24,3.13198
95,1248,82,6243,1980.53,1539.07,3.17321
96,1261,141,8881,2133.47,1953.76,3.23195
97,1274,146,15018,2329.93,3056.24,3.16434
98,1287,283,10659,1844.03,2056.51,3.02828
99,1300,193,9915,1854.7,1855.35,2.9486
100,1313,192,4410,1677.5,1175.86,2.80649
101,1326,171,8029,1846.77,1604.07,2.69819
102,1339,83,4692,1681.53,1175.77,2.65414
103,1352,152,5762,1624.37,1611.15,2.60517
104,1365,94,8728,1835.23,1739.24,2.56389
105,1378,53,11013,2199.73,2604.98,2.39658
106,1391,149,6758,1920.53,1686.58,2.31384
107,1404,218,8283,2009.87,1796.28,2.21442
108,1417,116,8213,2125.27,2025.75,2.17808
109,1430,95,7739,2291.73,1823.23,2.12475
110,1443,123,10066,2474.93,2363.06,2.00746
111,1456,204,13183,2327.5,2535.73,1.91781
