generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize
0,13,0,4,0.533333,1.07425,9.23488
1,26,0,1,0.2,0.406838,8.87071
2,39,0,3,0.8,0.924755,8.74072
3,52,0,2,0.333333,0.606478,8.6844
4,65,0,4,1.1,1.26899,8.83298
5,78,0,7,1.9,1.98876,9.14269
6,91,0,4,1.66667,1.29544,9.63927
7,104,0,5,0.866667,1.30604,9.84202
8,117,0,10,2.9,2.48235,9.76954
9,130,0,9,3.03333,2.32651,9.68498
10,143,1,8,3.9,1.60495,9.64907
11,156,0,15,4.4,3.28634,9.69366
12,169,1,12,5.7,2.27657,9.58382
13,182,3,17,8.76667,3.55919,9.66812
14,195,8,35,19.1333,7.62814,10.0594
15,208,5,71,31.4333,17.0024,10.4278
16,221,3,86,31.3,19.2751,10.6995
17,234,21,120,57.9667,28.919,10.8961
18,247,16,115,63.7667,27.2696,11.0968
19,260,32,188,85.8667,35.5069,11.2181
20,273,17,207,106.067,49.5065,11.4529
21,286,44,236,107.933,50.2202,11.9223
22,299,44,246,139.233,59.5661,12.188
23,312,29,228,82.3,42.4988,12.5585
24,325,41,341,145.067,72.5943,12.9206
25,338,35,274,102.6,50.1718,12.9484
26,351,39,340,142.8,75.5643,12.3737
27,364,43,262,118.333,52.7495,12.1985
28,377,39,300,111.5,58.5543,12.0773
29,390,18,262,134.667,63.0098,11.9962
30,403,47,377,146.367,77.9785,11.8512
31,416,43,336,126.933,61.956,11.843
32,429,58,504,180.1,108.278,11.8667
33,442,36,731,234.4,160.759,12.0612
34,455,62,427,159.633,87.7938,11.8706
35,468,48,397,192.733,108.333,11.7238
36,481,50,341,140.867,74.1842,11.5691
37,494,63,884,263.933,185.578,11.1909
38,507,71,475,210.533,109.4,11.2682
39,520,49,622,195.067,122.491,11.2164
40,533,13,565,216.333,151.062,11.3489
41,546,24,588,182.267,145.787,11.2239
42,559,20,452,153.4,106.543,11.0586
43,572,40,589,249.533,142.592,11.1887
44,585,14,477,229,120.055,10.9832
45,598,57,476,181.867,106.9,10.893
46,611,41,794,278.433,212.666,10.9499
47,624,51,623,221.433,127.972,10.6622
48,637,47,501,176.567,106.61,10.4821
49,650,61,858,244.7,170.452,10.1616
50,663,50,1227,381.933,269.764,9.97689
51,676,96,1149,438.433,295.881,10.0525
52,689,90,913,356.967,230.254,9.84992
53,702,112,989,366.133,202.77,9.97264
54,715,38,1028,394.233,253.304,10.1712
55,728,62,1130,389.633,265.973,10.2554
56,741,36,1406,401.6,324.772,10.2458
57,754,55,2213,496.333,423.145,10.2621
58,767,145,2881,853,635.492,10.448
59,780,51,3030,913.133,812.466,10.4318
60,793,35,1822,752.667,499.71,10.6951
61,806,79,3030,711.667,661.108,11.1858
62,819,266,5457,1904.93,1426.73,11.4558
63,832,96,4975,1257,1255.33,11.4502
64,845,62,3148,1162.63,923.7,11.3631
65,858,171,6811,2015.13,1662.87,11.5688
66,871,112,13284,3267.53,2802.44,11.7564
67,884,100,9335,1608.8,1853.4,11.6088
68,897,98,12235,2652.33,2528.04,11.3153
69,910,134,9108,2067.27,2091.46,10.9708
70,923,105,9483,2150.9,2359.12,10.5574
71,936,82,6933,2217.53,1751.58,10.6314
72,949,84,21950,4303.7,4331.99,10.9468
73,962,489,12150,3905.23,2807.66,11.4283
74,975,349,24171,6269.6,6448.46,11.4912
75,988,256,42848,10252.7,11794.8,11.3612
76,1001,91,39880,11946.9,10517,11.3272
77,1014,100,41357,7572.73,9033.86,11.3486
78,1027,840,47084,13501.9,11051.4,11.4914
