generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize
0,13,0,0,0,0,9.62298
1,26,0,2,0.433333,0.678911,9.26285
2,39,0,5,0.966667,1.42595,9.11201
3,52,0,3,0.5,0.820008,8.9056
4,65,0,9,2.03333,2.15732,8.58955
5,78,0,8,2.73333,2.3479,8.46746
6,91,0,9,3.16667,2.64032,8.40302
7,104,0,10,2.13333,2.45979,8.20834
8,117,0,13,3,3.16228,8.10746
9,130,0,15,4.23333,3.68298,8.04096
10,143,4,25,12.0667,4.38598,8.09536
11,156,1,32,13.3,7.2166,8.17857
12,169,0,27,10.4667,5.97543,8.16726
13,182,0,28,12.0667,7.58371,8.28003
14,195,2,37,19.3,8.6708,8.23829
15,208,6,45,20.6,8.31948,8.39183
16,221,5,55,25.3,11.2806,8.50514
17,234,21,158,59.6333,31.6897,8.66867
18,247,6,182,79.1667,46.9094,8.74033
19,260,29,167,74.8667,34.8026,9.16299
20,273,46,224,111.4,48.642,9.21215
21,286,24,351,137.033,86.5892,9.52724
22,299,22,365,116.767,73.3093,9.54995
23,312,49,345,161.2,70.8531,9.72396
24,325,59,680,212.2,117.277,9.68786
25,338,57,645,276.167,153.513,9.63189
26,351,69,1183,271.8,243.779,9.7514
27,364,59,778,327.033,205.351,10.2738
28,377,102,1128,444.7,281.568,11.0511
29,390,78,2155,430.933,395.178,11.8404
30,403,81,2451,551.267,497.068,12.7975
31,416,52,2267,469.533,447.039,13.5412
32,429,70,878,352.8,204.152,14.378
33,442,46,1241,442.333,288.006,14.72
34,455,89,1240,446.3,367.687,14.6261
35,468,102,1387,514.967,358.571,14.5899
36,481,209,3679,1334.83,924.114,14.422
37,494,149,9738,2266.5,2290.11,14.1701
38,507,74,4486,1415.6,1164.04,13.7388
39,520,35,4341,1115,1025.2,13.6538
40,533,26,2332,729.133,588.591,13.6653
41,546,143,4974,1086.83,924.364,13.7623
42,559,100,6067,1634.27,1310.58,13.6865
43,572,68,4266,1027.8,984.745,14.0051
44,585,137,6180,2062.43,1521.66,14.4419
45,598,21,10501,2756.37,2591.15,14.6065
46,611,163,8604,1965.53,2223.09,14.6389
47,624,314,7555,1396.27,1422.73,14.9213
48,637,162,9646,2211.83,2312.59,14.9089
49,650,149,4601,1049.83,916.239,14.8957
50,663,78,3031,920.667,640.321,15.001
51,676,17,1724,610.3,548.916,15.2477
52,689,170,3122,845.6,619.367,15.178
53,702,170,5712,1674.3,1422.04,14.6779
54,715,59,5670,1291.47,1298.87,14.5023
55,728,137,7325,2261.43,1954.32,14.2943
56,741,64,3899,1382.5,1047,14.058
57,754,223,7070,2611.9,1812.98,14.0904
58,767,198,5414,2043.37,1427.35,13.9284
59,780,121,4985,1558.47,1258.07,13.6381
60,793,123,8456,2309.63,1949.38,13.3282
61,806,218,4729,1330.17,1135.82,12.9419
62,819,55,7715,2046.57,1953.62,12.7733
63,832,198,5674,1814.3,1531.48,12.7685
64,845,91,4663,1338.8,1254.05,12.8945
65,858,176,7870,2088.4,2008.91,13.019
66,871,113,10184,2460.7,2561.33,12.954
67,884,250,7616,2938.23,2223.58,12.5372
68,897,375,13197,4460.5,3955.84,11.9701
69,910,274,10215,3341.93,2939.26,11.7555
70,923,224,14722,4785.57,3886.39,11.3321
71,936,108,13644,2859.27,3030.63,11.2754
72,949,247,13120,4226.87,3376.11,11.4494
73,962,179,16022,4308.8,3735.04,11.0663
74,975,460,20377,4415.17,4799.69,10.9031
75,988,48,11469,3370.13,2972.67,10.6333
76,1001,111,7810,2386.27,2027.83,10.624
77,1014,129,11272,3560.93,3394.75,10.562
78,1027,92,16498,5281.67,4180.62,10.5022
79,1040,375,15540,4426.3,4172.05,10.6197
80,1053,272,29247,4719.57,6039.4,10.5904
81,1066,274,11890,4400.13,2934.19,10.3738
82,1079,111,16497,4663.83,4005.46,10.2561
83,1092,292,16193,5592.7,4757.87,9.95438
84,1105,107,11622,3290.4,3168.7,9.56543
85,1118,192,45100,6909.83,8923.25,9.07455
86,1131,344,18455,5162.73,4573.46,8.67993
87,1144,252,19504,4688.8,4458.38,8.38157
88,1157,43,21927,5266.3,4840.02,8.01276
89,1170,177,23722,6804.4,6570.18,7.98456
90,1183,992,22352,8264,5940.96,7.72898
91,1196,224,30213,6050.77,6911.17,7.65354
92,1209,371,31599,9272.17,7780.01,7.52998
93,1222,1427,30175,12519.3,9512.09,7.20931
94,1235,638,45521,13273.2,12134.3,7.14684
95,1248,423,63060,13975.2,15494.3,7.07228
96,1261,104,64261,11419.7,12995.8,6.92329
97,1274,409,41617,10956.6,10431.6,6.93168
98,1287,172,31879,12185.6,9662.67,6.97772
99,1300,371,30305,9922.43,9605.69,6.98453
100,1313,913,42460,8667.77,9984.31,7.04474
101,1326,782,69476,15069.7,16576,7.09095
102,1339,645,37822,14064,10324.1,7.28505
103,1352,1337,80969,18291.8,18672.4,7.3289
104,1365,838,93508,16304.3,17523.3,7.38406
105,1378,74,69925,19413.9,17562.7,7.52323
106,1391,1019,94909,23940,21804.6,7.72369
107,1404,947,88773,23200.3,24815.9,7.92369
108,1417,733,138306,22407.1,27225.6,8.13781
109,1430,204,43672,13281.5,10514.9,8.33249
110,1443,663,83865,25402.2,24189.9,8.20751
111,1456,965,73897,22635.5,18160.6,8.07486
112,1469,325,128698,29796.9,31755.6,7.93037
113,1482,954,74545,28819.7,20377.6,7.60861
114,1495,1245,84381,22791,22927.3,7.44292
115,1508,1076,191747,32682,39397.3,7.27628
116,1521,573,121869,34208.1,33161.5,7.21018
117,1534,4374,93829,32097.9,24396.7,7.11505
118,1547,876,103466,37721.5,33732.8,7.03593
119,1560,666,201263,55942.5,50217.3,6.80987
120,1573,23,126003,34749,32376.6,6.68537
121,1586,365,151888,42108.6,35854.1,6.55442
122,1599,521,266466,58774.7,52512.7,6.34844
123,1612,1998,117838,26150.1,26267,6.35395
124,1625,634,122777,20385.9,25627.3,6.33234
125,1638,987,67969,19686.4,15007.2,6.18614
126,1651,2087,144661,30254.6,29951.1,5.99746
127,1664,450,76806,23254.1,20081.6,5.95444
128,1677,1684,103311,31091.4,30910.9,5.83687
129,1690,1962,97805,29562.4,24493.8,5.64628
130,1703,1316,128960,24502.3,26635.6,5.40382
131,1716,441,167746,43052.6,39029.6,5.38487
132,1729,360,92567,21803.8,24565,5.40002
133,1742,327,77877,21060.2,18141.3,5.30772
134,1755,5251,84280,34821.4,22998.6,5.16673
