generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize
0,13,0,7,2,1.41421,9.44628
1,26,2,38,12.8,8.91105,9.30696
2,39,12,126,35.4,20.4326,9.44859
3,52,8,62,28.8,11.7632,9.61683
4,65,24,214,88.8667,42.6459,9.87513
5,78,24,131,66.8667,28.6955,10.4749
6,91,27,294,95.2667,50.0833,11.1889
7,104,31,152,68.8667,30.8229,11.8756
8,117,29,359,149.4,81.4594,12.4452
9,130,17,256,100,59.7697,13.0109
10,143,9,181,79.4,41.2859,13.4045
11,156,26,212,103.433,45.1195,13.7464
12,169,51,535,152.7,94.9436,14.374
13,182,39,478,135.8,98.2107,14.627
14,195,39,292,145.533,63.8688,15.1008
15,208,39,271,108.2,50.6376,15.7921
16,221,25,253,119.6,61.7775,15.75
17,234,39,443,128.033,77.983,15.8751
18,247,52,676,195.5,147.163,15.6269
19,260,45,574,156.5,101.752,15.4714
20,273,17,490,156.633,109.609,15.1217
21,286,41,268,131.467,64.8961,15.0938
22,299,19,427,173.367,111.734,15.4854
23,312,49,658,224.167,160.052,15.1097
24,325,59,481,209.9,124.667,14.5493
25,338,57,796,226.4,175.61,14.2699
26,351,67,1144,330.867,244.109,13.9581
27,364,41,1165,402.467,303.719,13.6526
28,377,107,1171,411.267,281.2,13.3212
29,390,111,1326,496.367,342.795,13.2163
30,403,35,3534,609.567,780.126,12.8713
31,416,146,2800,729.2,696.738,12.4801
32,429,91,3253,1017.43,882.484,12.0173
33,442,44,1343,460.833,343.283,11.715
34,455,12,2387,527.067,495.37,11.5987
35,468,39,975,384,285.389,11.3145
36,481,19,1881,470.2,399.349,11.1413
37,494,48,1508,510.833,382.231,11.1497
38,507,104,1843,557.967,425.445,11.1383
39,520,58,2186,650.333,535.642,10.9808
40,533,21,1140,418.567,296.992,10.8711
41,546,47,1962,537.2,481.986,10.9833
42,559,103,2565,681.9,645.51,10.9428
43,572,68,2710,602.1,582.293,10.9668
44,585,79,2938,806.167,715.104,10.8196
45,598,90,2744,678.133,617.922,10.6418
46,611,73,2609,706.833,633.388,10.166
47,624,40,3563,779.733,689.477,9.60292
48,637,101,2379,630.067,561.234,9.28455
49,650,103,2644,888.467,672.812,9.0783
50,663,174,3046,985.267,696.934,9.06195
51,676,27,2884,778.5,666.599,8.84808
52,689,101,1681,603.767,466.043,8.51062
53,702,70,3546,715.567,714.425,8.24105
54,715,56,3264,932.9,919.932,7.92791
55,728,79,4540,947.167,999.884,7.6436
56,741,92,3130,899.333,693.249,7.35088
57,754,6,2642,1077.3,787.577,7.25839
58,767,74,5061,866.667,966.1,7.13963
59,780,165,4533,1198.77,1114.91,7.1161
60,793,115,2566,909.3,706.07,6.80274
61,806,84,3794,1018.83,961.654,6.59581
62,819,59,4753,1144.7,1182.03,6.38282
63,832,120,5098,1271.43,1138.83,6.09932
64,845,135,4685,1159.27,974.862,5.91293
65,858,23,5245,1281.83,1182.96,5.67985
66,871,108,4100,1477.57,1175.44,5.54922
67,884,90,4119,1457.57,1023.28,5.3844
68,897,127,6299,1733.6,1748.56,5.12304
69,910,103,4568,1656.97,1274.02,5.0347
70,923,71,5288,1557.03,1546.75,4.93541
71,936,204,8051,1640.77,1622.57,4.96248
72,949,21,3337,1000.1,799.494,4.79196
73,962,32,5933,1440.17,1387.66,4.69959
74,975,117,4029,1254.8,1081.33,4.59224
75,988,100,3801,1346.07,1117.63,4.39968
76,1001,70,9110,2194.5,2125.62,4.34145
77,1014,95,4462,1290.07,986.748,4.20819
78,1027,62,5531,1277.87,1337.13,4.27365
79,1040,53,6673,1476.47,1623.42,4.24736
80,1053,105,4105,1427.53,1024.25,4.31066
81,1066,78,3307,1101.17,833.425,4.35732
82,1079,177,4975,1420.33,1304.82,4.29933
83,1092,95,6036,1542.13,1457.56,4.19832
84,1105,156,4866,1588.9,1210.96,4.1211
85,1118,27,3342,1156.63,881.162,3.97627
86,1131,239,4800,1411.3,1072.92,3.81685
87,1144,69,5292,1141.87,1057.07,3.77377
88,1157,59,5547,1492.17,1510.3,3.71819
89,1170,70,5376,1613.07,1353.8,3.69843
90,1183,123,4413,1338.27,1248.35,3.65286
91,1196,126,3639,1080.03,875.103,3.68357
92,1209,252,6800,1939.3,1765.82,3.69176
93,1222,25,5333,1433.13,1331.13,3.61302
94,1235,28,4918,1797.73,1414.08,3.66493
95,1248,210,6782,1892.93,1601.15,3.75458
96,1261,18,3559,1382.7,954.117,3.78433
97,1274,28,5803,1398.87,1451.33,3.74643
98,1287,265,7793,1897.43,1735.46,3.72218
99,1300,65,5233,1393.5,1330.8,3.74436
100,1313,61,6860,1561.67,1613.37,3.78116
101,1326,356,5635,1825,1466.79,3.84043
102,1339,105,9857,1897.87,1924.35,3.77922
