generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize
0,13,0,5,1.33333,1.47001,9.49344
1,26,0,6,2.5,1.77628,9.2441
2,39,2,26,9.5,4.85479,9.09557
3,52,0,41,13.7333,7.77234,9.00816
4,65,0,15,7.5,4.68122,8.98194
5,78,0,12,3.96667,3.17841,8.95803
6,91,0,15,4.2,3.96884,9.05061
7,104,0,15,5.26667,3.8411,8.89931
8,117,8,54,23.3667,9.25681,8.92339
9,130,5,60,30.2667,14.049,9.04663
10,143,11,111,54.2667,24.0802,9.1511
11,156,33,132,75.3,28.0777,9.29974
12,169,3,130,59.3333,29.0794,9.57503
13,182,26,237,79.2,42.9959,9.70274
14,195,35,222,103.4,50.2789,10.0308
15,208,10,121,56.7667,25.7838,10.0631
16,221,24,140,64.5667,30.1624,10.0748
17,234,17,158,82.4333,34.401,10.2363
18,247,37,150,80.8,30.725,10.2986
19,260,28,141,59.9333,26.4065,10.6899
20,273,24,194,86.2333,46.2002,11.1045
21,286,23,198,107.067,43.9686,11.5211
22,299,40,247,114.567,58.6078,12.1352
23,312,47,405,184.667,91.2999,12.5619
24,325,29,464,159.2,94.9223,12.6962
25,338,30,271,123.967,61.4859,12.7665
26,351,37,394,146.067,101.946,12.6948
27,364,4,567,191.7,122.471,12.7155
28,377,10,678,179.367,139.654,12.7513
29,390,41,392,167.933,97.5772,12.756
30,403,45,681,255.833,158.31,12.7682
31,416,39,748,259.4,198.714,12.9721
32,429,73,1176,313.6,245.345,13.3769
33,442,93,1909,440.667,386.239,13.7226
34,455,34,1097,403.2,287.341,14.0308
35,468,75,694,265.067,153.496,14.2139
36,481,55,765,272.367,178.682,14.3006
37,494,106,831,344.133,164.217,13.9308
38,507,96,1055,322.133,227.88,13.5495
39,520,48,492,207.7,117.465,12.9736
40,533,72,704,308.6,175.052,12.3334
41,546,114,1514,342.967,278.956,11.7903
42,559,37,1208,371.933,287.433,11.5538
43,572,67,749,326.9,203.448,11.8033
44,585,75,794,303.567,206.12,11.867
45,598,54,2611,449.5,493.298,12.12
46,611,94,1367,414.533,301.407,12.1821
47,624,108,3225,633.4,658.467,12.3445
48,637,89,2374,642.133,557.821,12.4816
49,650,81,4979,937.233,1128.18,12.6121
50,663,146,2199,752.967,532.612,12.7069
51,676,54,1568,653.5,438.023,12.3527
52,689,89,5882,1530.53,1509.05,12.0589
53,702,140,5911,1420.3,1275.77,12.0004
54,715,84,7629,1487.2,1591.91,12.1265
55,728,204,4278,1807.83,1223.04,11.9223
56,741,140,7729,2686.87,2152.38,11.5494
57,754,195,11313,3016.97,3152.15,11.7987
58,767,328,9978,3629.3,3072.25,12.0592
59,780,59,30231,7415.33,7824.84,12.6582
60,793,410,6718,2335.47,1629.83,13.075
61,806,160,9766,3543.57,2846.46,13.3809
62,819,186,18143,3324.77,3761.45,14.0446
63,832,376,15771,4616.53,4588.86,14.2236
64,845,270,24296,5977.07,5414.32,13.9923
65,858,339,21878,5215.13,5339.67,13.8843
66,871,209,33683,8490.37,7465.71,14.1442
67,884,307,46548,11674.4,11805.4,14.3311
68,897,220,96360,20941.1,20490.5,15.1079
69,910,466,47156,10842.6,10914.5,15.198
70,923,284,90975,22871.5,22676.7,15.3563
71,936,1094,117881,28348.5,30444.6,14.8394
72,949,664,67606,26499.7,16706.6,14.3952
73,962,561,119780,31895.7,33395.2,14.0225
74,975,270,109098,19150.3,22577.1,13.503
75,988,332,40875,10746.6,10312.1,13.0859
76,1001,892,49578,16839.8,14459.6,12.4861
77,1014,1444,72836,30709.7,20055.1,12.1626
78,1027,1516,156716,47722.6,43581.6,12.3231
79,1040,1343,179626,49325.4,48182.8,12.3625
80,1053,44,81264,17699.3,18574.4,11.9561
81,1066,1128,73403,24564.6,17558,11.5917
82,1079,660,76567,27347.1,23247.4,11.3062
83,1092,293,52515,28327.1,18251.3,11.0316
84,1105,305,91108,21724,20044.6,10.8309
85,1118,2361,85758,25153.6,19767.3,10.9552
86,1131,131,109950,27792.9,26700,11.0776
87,1144,599,107471,35591.2,29221.3,10.8641
88,1157,854,101152,29175.3,27935.2,10.387
89,1170,35,202281,44042.2,47515,10.0977
90,1183,405,88415,24118.1,25753.4,9.74126
91,1196,2058,87664,27149.9,20539.5,9.49063
92,1209,159,84885,29853.8,20021.9,9.10154
93,1222,294,123199,38448.8,34420.5,9.02512
94,1235,814,216273,48714.7,47725.1,8.79016
95,1248,2617,189641,38604.2,38329.9,8.6902
96,1261,172,132389,39960.9,34926.1,8.61825
97,1274,809,171099,44405.1,37042.4,8.82465
98,1287,1481,107493,24539,26858.4,8.95529
99,1300,237,94980,22960.5,23022,9.10189
100,1313,415,60351,23256.8,17368.1,9.16868
101,1326,447,136333,31952,31302.2,8.9972
102,1339,3081,122252,27149.1,27065.7,8.89952
103,1352,182,195818,31886.7,37001.5,8.78381
104,1365,1612,123067,30868.3,32173.5,8.5913
105,1378,3842,135074,42403.5,39298.2,8.52167
106,1391,592,177818,39545.1,39347.6,8.23373
107,1404,1873,124907,30651,29347.2,8.04187
108,1417,913,95149,31437.7,28809.8,7.91384
109,1430,947,223157,44733.8,50049.3,7.99111
110,1443,275,129428,41747.7,34270.5,8.06114
111,1456,338,120071,27403.8,28178.6,8.17552
112,1469,775,80559,35091.9,26347.3,8.23678
113,1482,169,128054,26604.3,32570.8,8.327
114,1495,2153,70798,24804.5,20321.7,8.47054
115,1508,878,105199,33082,31793.4,8.44781
116,1521,2574,139746,44631.7,42361.4,8.56963
117,1534,1855,120643,40080.8,35784.8,8.59487
118,1547,2184,295272,40987.3,55220.8,8.50321
119,1560,1231,121525,40797.7,31391.3,8.48043
120,1573,477,144234,41307.8,36992.7,8.59178
121,1586,2909,158348,46242.6,39075,8.66507
122,1599,293,224882,44395.3,48040.3,8.54521
123,1612,7640,211047,47590.9,55072.2,8.54257
124,1625,4088,248444,41270,47415.6,8.59962
125,1638,1504,154168,23010.7,29597.7,8.73886
126,1651,930,169539,23219,30777.5,8.70305
127,1664,953,95885,27872.5,23796.2,8.52003
128,1677,755,76992,27078.8,21733.8,8.2383
129,1690,28,170610,32464.3,43656.4,7.99588
130,1703,3050,112144,32718.4,29504,7.99685
131,1716,469,125713,25957.7,29893.8,7.91709
132,1729,2936,99628,31772.1,24953.4,8.0618
133,1742,607,107458,31130.8,26243.2,7.89363
134,1755,1670,182734,36161.1,46530,7.93329
135,1768,861,129512,36045.5,33324.6,7.91616
136,1781,1945,160093,40653,37084,7.88242
137,1794,1690,180118,50395.3,41943.1,7.66819
138,1807,3795,277580,57389.6,65601.4,7.40904
139,1820,113,198791,36696.9,39941.5,7.25139
140,1833,3373,92386,39028,26515.3,7.16347
141,1846,318,169213,29248.9,34039.4,7.13661
142,1859,637,198832,39724.6,44442.9,7.17166
143,1872,649,206225,49418,43456,7.1865
144,1885,2597,133206,42657.6,37606.8,7.02767
145,1898,2097,313617,59576.5,61617.6,6.91021
