generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize
0,13,0,19,6.43333,5.49409,9.30355
1,26,0,1,0.266667,0.449776,8.70917
2,39,0,4,0.933333,1.17248,8.36064
3,52,0,4,0.833333,1.14721,8.35523
4,65,2,19,7.63333,4.11459,8.60008
5,78,1,23,11.0333,5.2093,9.02736
6,91,2,33,13.3,7.77773,9.45088
7,104,12,55,27.5333,10.7213,9.9745
8,117,4,49,22.4,10.2775,10.3966
9,130,18,97,46.5667,21.7805,10.8419
10,143,17,98,49.8667,24.7592,11.1122
11,156,20,110,52.8333,24.1234,11.4418
12,169,25,160,69.7333,30.0424,11.4748
13,182,27,238,75.8,43.1768,11.532
14,195,28,112,69.2667,26.8353,11.3768
15,208,34,138,78.7,27.7142,10.9865
16,221,31,232,84.8,40.8432,10.7453
17,234,23,215,96.5333,53.6263,10.48
18,247,21,216,100.667,51.0262,10.3181
19,260,35,370,137.433,70.4795,10.0619
20,273,23,549,145.933,124.9,9.88174
21,286,64,379,150.667,81.1539,9.86234
22,299,35,489,149.7,90.0989,9.96948
23,312,36,280,132.433,66.9203,10.0327
24,325,52,473,137.633,79.61,10.1425
25,338,35,534,172.1,109.987,9.99102
26,351,43,349,128.833,70.0788,9.86011
27,364,50,257,116.2,55.0801,9.66825
28,377,35,252,100.467,48.414,9.47103
29,390,37,458,163.933,104.548,9.25402
30,403,66,503,178.867,115.83,9.02864
31,416,10,311,134.533,80.6669,8.83402
32,429,52,409,162.767,98.6557,8.56563
33,442,22,359,179.667,94.8514,8.62602
34,455,30,420,177.333,93.8338,8.66765
35,468,50,789,286.067,167.855,8.93484
36,481,54,929,264.867,179.116,9.082
37,494,101,919,337.833,212.401,9.29085
38,507,81,742,306.833,170.961,9.43384
39,520,84,528,224.8,94.4601,9.57887
40,533,101,1434,432.933,340.288,9.62862
41,546,64,1079,350.6,262.624,9.69182
42,559,21,1428,374.433,295.416,10.0923
43,572,110,659,282.367,146.989,10.2142
44,585,40,1689,310.867,354.373,10.3509
45,598,47,545,229.167,126.329,10.1464
46,611,30,680,274.633,175.101,9.83651
47,624,54,647,224.467,142.156,9.45598
48,637,21,741,309.733,207.424,8.99645
49,650,80,1165,336.667,241.843,8.49965
50,663,64,910,402.333,232.149,8.21582
51,676,12,2536,665.433,561.921,8.21545
52,689,81,1405,499.733,319.098,8.08392
53,702,89,1302,501.033,315.086,7.85136
54,715,53,1539,428.467,328.643,7.61772
55,728,30,1053,353.533,303.799,7.38537
