generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize
0,13,0,10,1.96667,2.80988,9.31996
1,26,0,7,1.66667,1.84453,9.0195
2,39,0,24,7.13333,6.1405,8.61469
3,52,2,13,7.06667,3.09542,8.61289
4,65,1,21,8.9,4.87322,8.51823
5,78,4,76,31.1667,16.0583,8.55271
6,91,5,52,21.5667,10.7212,8.52608
7,104,2,59,29.7667,13.4899,8.44632
8,117,7,68,31.0667,14.5316,8.5868
9,130,10,52,30.9667,11.5026,8.68485
10,143,6,96,42.9667,25.2948,8.77471
11,156,9,109,45.0333,23.4145,8.96781
12,169,14,212,82.9667,50.6717,9.18602
13,182,24,216,83.5333,42.9063,9.37286
14,195,26,157,69.9667,34.1805,9.63361
15,208,25,122,66.4333,21.839,10.0197
16,221,26,118,61.8333,24.0661,10.4122
17,234,25,154,72.0333,34.9793,10.7881
18,247,26,376,104.267,65.3051,10.8933
19,260,4,236,89.9333,52.1939,10.9509
20,273,43,199,95.5,40.7996,11.118
21,286,15,356,120.967,79.9614,10.8879
22,299,24,392,163.167,80.4711,10.9814
23,312,31,253,125.233,68.2782,11.1894
24,325,19,250,123.733,62.0506,11.2561
25,338,28,264,106.967,50.8863,11.2323
26,351,36,340,125,82.806,11.0061
27,364,13,281,109.2,62.5445,10.7317
28,377,48,458,145.733,86.8375,10.6685
29,390,32,346,138.867,87.8571,10.8187
30,403,41,421,169.167,102.429,10.9085
31,416,45,698,183.233,130.116,10.8465
32,429,69,772,218.433,151.981,10.8352
33,442,65,382,190,88.5434,11.0341
34,455,30,552,177.4,111.609,11.3109
35,468,72,558,183.3,94.6796,11.6
36,481,38,324,144.333,80.2618,11.8704
37,494,41,534,185.767,131.267,12.2385
38,507,67,497,195.367,112.193,12.3038
39,520,67,506,201.9,112.143,12.3484
40,533,36,447,242.567,126.872,12.3457
41,546,69,567,241.8,132.687,12.4249
42,559,150,1660,420.167,328.155,12.3403
43,572,85,1540,516.533,351.624,12.3261
44,585,71,1738,451,346.113,12.3013
45,598,47,942,407.167,311.351,12.2582
46,611,90,1594,470.1,362.553,12.4386
47,624,23,1039,401.7,281.729,12.3988
48,637,31,1904,341.867,384.901,12.474
49,650,71,3145,717.9,699.268,12.4764
50,663,90,2225,817.7,643.595,11.8881
51,676,127,3166,982.667,757.295,11.3664
52,689,123,3474,832,753.052,11.2304
53,702,66,2851,1236.33,743.341,10.9094
54,715,89,1200,477.7,290.218,10.7527
55,728,9,2518,745.867,612.99,10.7402
56,741,108,2753,882.4,649.043,10.6509
57,754,79,2893,576.767,562.497,10.5509
58,767,34,3317,676.5,681.26,10.4081
59,780,63,3638,1026.1,835.979,9.93697
60,793,57,2108,793.1,616.278,9.53435
61,806,30,5001,866.467,959.396,9.25651
62,819,53,3064,776.067,660.701,8.83119
63,832,73,5514,1282.2,1509.36,8.50778
64,845,131,3648,1372.37,1006.07,8.20373
65,858,36,18718,3772.2,3960.99,8.16391
66,871,164,6129,2073.83,1379.59,8.29645
67,884,21,12882,2842.83,3011,8.45891
68,897,86,13098,2629.6,3405.56,8.32513
69,910,354,6769,2058.23,1429.67,7.90078
70,923,107,7956,2352.47,1970.19,7.50111
71,936,118,12686,4199.23,3544.75,7.18103
72,949,265,10190,3953.03,2842.38,6.92112
73,962,127,7727,1797.53,1903.8,6.71179
74,975,170,5583,1521.83,1448.59,6.48848
75,988,79,11736,2558.27,2745.2,6.37776
76,1001,206,10452,3195,3044.92,6.17077
77,1014,128,15866,2608.73,3023.3,6.05762
78,1027,186,13665,2390.07,2569.2,6.02415
79,1040,424,18962,3841.6,3631.69,6.00047
80,1053,223,25792,7058.07,6660.47,6.06054
81,1066,262,23964,7761.13,6586.47,6.20459
82,1079,47,42004,8828.47,9178.33,6.17366
83,1092,360,51854,12390.2,11801.9,6.17064
84,1105,321,46077,16204.9,13287.1,6.1092
85,1118,164,30930,10388.3,8635.25,6.10775
86,1131,522,30425,8654.57,7896.37,6.11393
87,1144,1316,51741,13399.2,11662.9,6.01121
88,1157,382,60392,18633.6,15929.2,5.8719
89,1170,57,38934,14288.5,12798.5,5.69397
90,1183,775,73195,17866.4,17721.1,5.43645
91,1196,740,36012,13742.7,9536.86,5.22698
92,1209,691,112083,19674.7,24175.6,5.0364
93,1222,369,35806,12582.8,10822.2,4.87365
94,1235,946,42310,13226.6,10941.6,4.81412
95,1248,629,39272,10125.7,9591.96,4.74577
96,1261,44,46787,16298.7,12440.1,4.77081
97,1274,736,71018,22554.1,18489.1,4.7567
98,1287,2227,72792,25057.6,18763.1,4.68206
99,1300,823,52811,13489.4,12162.1,4.65814
100,1313,531,50510,10818.7,12247.6,4.67535
101,1326,176,49992,13371.5,12210,4.68286
102,1339,603,81395,17410.3,20776.3,4.66069
103,1352,257,32777,13195.5,10183.2,4.58247
104,1365,1127,122315,26141.5,24755.6,4.42339
105,1378,731,82841,27810.5,21146.1,4.34102
106,1391,1464,113103,31593.7,30453.6,4.2862
107,1404,320,148917,39028.1,35812.9,4.35835
108,1417,1084,132048,37896.9,27090.7,4.47148
109,1430,1031,109244,34603.6,30515.1,4.47112
110,1443,2252,106844,37138.4,30102.2,4.44811
111,1456,2145,163708,30100.4,37205.4,4.36206
112,1469,3646,110972,32193.6,27693.7,4.29823
113,1482,106,113052,27155.1,25328.1,4.28731
114,1495,439,119673,28453.8,28614.7,4.18786
115,1508,2376,110069,42337.1,33658.5,4.1264
116,1521,831,146952,39106.2,36937.9,4.12504
117,1534,535,92710,32883.6,27556.7,4.11003
118,1547,34,276447,49367.2,62550.9,4.11814
