generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize
0,13,0,13,4.33333,3.8715,9.40218
1,26,3,20,9.2,4.47522,9.17899
2,39,1,54,17.3667,12.5876,9.31326
3,52,3,36,18.7333,8.11951,9.86294
4,65,4,41,21.3333,8.52717,10.4256
5,78,15,57,28.8667,10.1463,10.8679
6,91,15,121,46.8333,21.3833,11.3883
7,104,27,264,105.1,58.205,11.7598
8,117,20,194,96.2,45.938,12.4187
9,130,4,203,85.7667,51.3169,12.8412
10,143,9,113,46.0667,22.9045,13.2277
11,156,40,254,117.2,62.7839,14.082
12,169,21,234,92.6333,53.2272,14.458
13,182,47,348,125.033,58.9778,15.0187
14,195,38,370,156.033,77.4661,15.4236
15,208,24,346,130.5,78.0591,15.7028
16,221,32,212,115.333,44.5973,16.1701
17,234,41,238,126.767,52.3994,16.3547
18,247,29,263,100,58.0814,16.7585
19,260,34,291,111.367,61.0684,16.8981
20,273,56,293,119.233,59.2643,16.775
21,286,35,401,136.967,87.9704,16.8366
22,299,4,268,121.5,61.4378,17.0663
23,312,31,327,149.833,83.931,17.3645
24,325,50,407,168.433,96.7295,17.0065
25,338,40,629,196.2,129.33,16.7088
26,351,38,291,142.033,71.9677,16.7913
27,364,49,237,123.267,51.1313,17.1318
28,377,48,330,166.133,71.9702,16.9476
29,390,23,356,150.467,77.2032,16.9318
30,403,21,464,165.567,110.902,17.2248
31,416,12,568,156.733,113.481,17.1965
32,429,21,417,141.867,95.4292,16.9819
33,442,14,555,217.133,147.859,17.1163
34,455,8,331,150.8,91.7945,17.3646
35,468,49,667,263.7,153.09,17.4264
36,481,19,747,228.533,162.196,17.4589
37,494,64,1204,328.767,255.65,16.9586
38,507,82,2033,489.933,482.015,17.0465
39,520,31,1809,598.6,472.907,16.7812
40,533,74,1583,533.967,449.69,16.9522
41,546,113,4295,812.167,943.548,17.2095
42,559,75,2725,845.667,660.984,17.6686
43,572,74,2689,845.5,649.37,17.8863
44,585,127,4396,1002.7,1008.7,19.0268
45,598,48,3734,1293.47,1094.1,19.8618
46,611,163,3300,1030.47,869.815,20.3533
47,624,114,5176,1092.37,1112.39,20.7765
48,637,179,2976,1212.77,764.298,20.6517
49,650,37,5435,1001.07,1108.97,20.6494
50,663,95,4408,1187.63,1074.73,20.7244
51,676,147,6202,1184.7,1252.41,20.9034
52,689,120,5928,1172.4,1253.59,21.4229
53,702,241,8686,1583.93,1645.22,21.7358
54,715,70,3318,1114.47,989.729,21.883
55,728,116,1827,730.867,484.17,22.1944
56,741,88,2960,871.167,786.069,21.4176
57,754,144,2573,1125.9,611.572,20.555
58,767,63,5108,1519.33,1495.84,19.5757
59,780,59,3783,1171.07,959.909,19.1615
60,793,84,3398,1084.23,923.6,18.7542
61,806,98,3641,1107.47,764.549,18.1603
62,819,102,5294,1582.37,1428.27,17.4591
63,832,114,6310,1160.6,1248.11,17.13
64,845,188,7013,1298.77,1444.44,16.8224
65,858,132,4773,1373.1,1288.37,16.7367
66,871,70,4925,1128.43,1212.33,16.8648
67,884,141,3640,986.367,839.047,17.369
68,897,83,3174,936.6,832.905,18.5984
69,910,74,1885,735.9,516.064,19.5715
70,923,131,4645,1498.63,1151.14,20.0383
71,936,216,3711,1029.57,882.152,20.1183
72,949,100,7904,1630.43,1694.33,19.7001
73,962,142,8532,1708.07,1937.54,19.2251
74,975,95,7988,1377.83,1616.46,18.4931
75,988,27,10332,1631.6,1905.73,17.4025
76,1001,141,6103,1357.7,1295.55,16.8421
77,1014,223,2452,1104.9,657.491,16.0084
78,1027,110,4083,1230.67,1178.16,15.2189
79,1040,179,4902,1383.57,1189.04,14.5898
80,1053,76,6720,1731.43,1676.73,14.3223
81,1066,134,3452,1077.73,762.757,13.9511
82,1079,272,5319,1785.17,1541.91,13.6764
83,1092,142,7860,1476.53,1649.78,13.3599
84,1105,159,9716,2424,2318.65,13.0951
85,1118,99,4041,1667.27,1115.22,13.557
86,1131,399,10579,2375.23,2145.05,13.6654
87,1144,155,10931,2508.5,2399.81,13.7993
88,1157,208,9210,2954.47,2895.7,13.9696
89,1170,328,6473,1996.5,1569.08,14.0555
90,1183,123,7522,2149.6,1830.29,14.0791
91,1196,310,8205,2811.77,2087.25,13.8851
92,1209,330,10932,3011.4,2722.45,13.7748
93,1222,124,11956,2689.77,2850.44,13.6499
94,1235,138,9150,2666.87,2368.01,13.3333
95,1248,149,8382,2097.47,2011.79,13.3205
96,1261,120,11602,2448.8,2558.11,13.2577
97,1274,480,13284,3456.27,3204.37,13.1489
98,1287,199,6253,2132.3,1573.06,12.8616
99,1300,130,6050,1974.83,1649.14,12.7099
100,1313,211,7664,2447.57,1875.89,12.2904
101,1326,357,12508,2900.17,2590.85,12.0875
102,1339,72,5664,2052.63,1767.71,11.6954
103,1352,70,8744,2861.47,2333.89,11.4061
104,1365,139,10058,2863.53,2709.45,11.0967
105,1378,403,16383,3896.33,4835.59,10.5991
106,1391,122,8733,2317.27,2048.42,10.3261
107,1404,229,11659,2244,2510.97,10.2817
108,1417,255,10799,3052.27,2933.66,10.2709
109,1430,344,17932,2874.57,3510.73,10.6234
110,1443,157,10815,3635.5,3371.67,10.8327
111,1456,125,7153,2360.77,2063.53,11.187
112,1469,309,8666,3234.97,2015.28,11.0654
113,1482,136,10450,2515.17,2646.81,11.0118
114,1495,117,6677,2062.73,1743.66,11.1107
115,1508,142,14796,2621.07,3005.15,11.2871
116,1521,74,11578,2960.87,2926.72,11.439
117,1534,198,13133,2693.63,2982.71,11.3331
