generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize
0,13,0,2,0.333333,0.546672,9.14685
1,26,0,8,1.73333,2.0667,8.67856
2,39,0,9,3.8,2.45511,8.52385
3,52,1,10,3.86667,2.20866,8.313
4,65,1,17,7.56667,4.4774,8.26668
5,78,1,15,7.1,3.34612,8.30708
6,91,0,8,3.7,2.35108,8.26171
7,104,2,10,5.53333,1.94286,8.12751
8,117,1,24,9.96667,5.69624,8.18809
9,130,3,27,15.3333,6.97944,8.45972
10,143,4,27,11.2,5.21536,8.69983
11,156,0,28,7.13333,6.42588,8.91384
12,169,0,37,12.6333,8.91911,9.06889
13,182,1,39,17.0333,8.89976,9.0707
14,195,15,62,32.4667,11.2579,9.29002
15,208,22,86,49.0333,15.553,9.65461
16,221,23,94,52.3,20.2793,9.74676
17,234,25,155,82.4333,31.8896,9.71432
18,247,39,251,88.4,48.6625,9.71571
19,260,30,277,118.067,69.2481,9.91837
20,273,18,273,87.6,52.9571,9.97867
21,286,10,126,73.8667,29.2218,10.1049
22,299,5,139,65.2,29.1351,10.2125
23,312,26,125,60.3667,23.3097,10.1858
24,325,17,147,66.2,30.8248,10.2687
25,338,27,252,100.233,49.5188,10.1272
26,351,35,175,80.9333,34.6907,9.94104
27,364,38,234,103.2,46.6021,9.95577
28,377,49,205,103.533,44.3728,10.0595
29,390,38,198,106.9,45.0879,9.93996
30,403,45,233,113.233,45.0101,9.89567
31,416,61,392,157.233,90.3788,9.80534
32,429,39,297,151.633,71.6108,9.71313
33,442,53,270,142.933,61.0031,9.4556
34,455,68,693,178.2,122.487,9.24752
35,468,33,374,137.333,76.4083,8.96355
36,481,51,407,167.533,103.672,8.74896
37,494,38,410,160.233,87.7027,8.7576
38,507,52,409,168.567,83.4401,8.93041
39,520,66,592,234.233,125.406,9.11834
40,533,56,842,277.067,192.052,9.20653
41,546,66,476,181.367,90.4473,9.31493
42,559,70,442,199.867,114.474,9.19575
43,572,89,582,251.867,139.118,8.95557
44,585,39,572,289.867,159.354,8.88512
45,598,53,1310,413.733,315.533,8.81981
46,611,54,963,360.1,233.356,8.61511
47,624,119,835,363.3,187.092,8.49645
48,637,72,755,334.267,195.955,8.45007
49,650,61,1054,355.767,229.339,8.22158
50,663,62,2991,401.5,514.546,7.90098
51,676,87,2311,553.6,519.377,7.86314
52,689,76,1882,533.167,508.523,7.83841
53,702,59,2056,552.9,431.478,8.001
54,715,104,3043,766.733,662.655,8.07981
55,728,96,3574,1153.63,946.887,8.00567
56,741,101,4886,1218.53,1202.95,7.9551
57,754,141,3095,1199.7,823.216,8.01591
58,767,45,2379,805.433,637.47,8.0918
59,780,62,2624,737.233,584.668,8.14936
60,793,121,3903,908.1,918.352,8.27425
61,806,195,4983,1289.53,1157.62,8.1349
62,819,105,2039,818.933,539.612,7.98295
63,832,119,3454,1203.53,862.762,7.75361
64,845,367,2999,1341.33,743.824,7.64999
65,858,207,3393,1121.73,914.004,7.34764
66,871,128,2760,832.633,617.888,7.22455
67,884,107,4064,953.633,852.16,7.12142
68,897,96,4960,933.933,974.829,6.83996
69,910,63,3300,884.4,690.833,6.56123
70,923,140,2381,1007.93,746.514,6.19397
71,936,95,2631,870.533,619.409,6.10411
72,949,96,3670,850.767,796.921,6.0624
73,962,105,5050,954,1002.88,6.09642
74,975,132,2771,994.9,769.714,6.27634
75,988,33,2919,986.367,720.656,6.43098
76,1001,89,7389,1444.57,1551.52,6.33288
77,1014,163,3120,1124.9,925.584,6.27983
78,1027,135,5053,1240.67,1122.44,5.98772
79,1040,130,6654,1642.83,1832.78,5.6379
80,1053,160,9167,2212.27,2116.62,5.50329
81,1066,218,9033,1854.27,2136.36,5.4731
82,1079,121,5374,1878.03,1611.17,5.36939
83,1092,128,13668,3482,3325.6,5.41265
84,1105,261,11766,3702.63,3410.05,5.46676
85,1118,346,16706,4741.57,4856.9,5.62086
86,1131,40,10725,2680.13,2616.93,5.61169
87,1144,333,15448,3466.73,3142.57,5.44371
88,1157,103,19561,3969.63,4190.68,5.28953
89,1170,86,5990,2690.6,1632.62,5.08048
90,1183,130,17260,3343.17,3086.94,4.86831
91,1196,345,17393,4865.63,4812.1,4.64038
92,1209,254,20773,4417.77,4379.15,4.65922
93,1222,199,27587,3977.23,5241.65,4.65791
94,1235,281,16007,4709.3,4148.09,4.72871
95,1248,207,13553,4282.1,3778.8,4.68479
96,1261,477,17278,4997,4451.73,4.6523
97,1274,202,11149,4071.83,3125.48,4.53619
98,1287,99,25064,6395.37,5849.11,4.58596
99,1300,191,37238,6288.07,6720.19,4.73604
100,1313,331,34807,11218.6,8728.66,4.90218
101,1326,514,37479,9999.27,8413.89,5.06819
102,1339,593,35271,11950.8,8920.98,5.12268
103,1352,329,27900,12196.8,8973.32,5.17697
104,1365,1899,65604,25938.8,19799.7,5.0673
105,1378,1489,116848,25524,26368.3,4.99443
106,1391,2232,206769,36951.2,42353.9,4.85381
107,1404,1402,135650,32430.8,27523.8,4.9531
108,1417,292,153652,29234.1,31360.2,4.97507
109,1430,143,64430,24717.6,19031.2,4.94651
110,1443,484,70419,16825,14039.9,4.85211
111,1456,1869,108538,30352.3,24119.1,4.57868
112,1469,661,108904,22468.8,22896.5,4.42247
113,1482,221,112131,31338.2,30679.8,4.22703
114,1495,202,78276,26741,24519.9,4.03309
115,1508,2515,141487,48521.5,36712.5,3.79106
116,1521,3191,68358,26700.1,21926.3,3.69429
117,1534,1225,110395,28962,27634.9,3.60307
118,1547,3654,170527,30126.2,38503.8,3.48005
119,1560,443,140106,27739.3,26820.4,3.42169
120,1573,1403,139060,34197.4,34587.7,3.41593
121,1586,3077,183289,44287.6,42777.3,3.32405
122,1599,3953,226782,63804.5,57579.9,3.20926
123,1612,783,160332,59824.3,46802.7,3.11624
124,1625,724,179492,45560.5,52126.7,3.12317
125,1638,3908,265649,67293.4,60353.9,3.16745
126,1651,2053,286475,69377.9,79980,3.28897
127,1664,1209,235999,76883.4,58372,3.38817
128,1677,1350,256326,62923.4,61937.3,3.50336
129,1690,535,390948,68156,82328.7,3.53784
130,1703,1356,165663,62785.9,43999.2,3.48912
131,1716,421,318635,65836.9,69333.8,3.40354
132,1729,1097,300250,61935.8,69666.3,3.27562
133,1742,523,192080,61706.9,52320.9,3.2154
134,1755,88,182802,47216.7,46577.6,3.21884
135,1768,2665,148412,52421.7,46383.2,3.23325
136,1781,7196,236577,67275.3,61979.4,3.31253
137,1794,6689,303251,71793.4,68113.7,3.30807
138,1807,1612,168734,50336.8,46371.5,3.40479
139,1820,9381,197645,60811.5,46700.7,3.40016
140,1833,2554,299577,65024.4,72288,3.38777
141,1846,3301,333957,91424.7,75740.9,3.26752
142,1859,836,270762,71018.6,58160.2,3.20863
143,1872,2364,234323,68031.8,63636.9,3.11956
144,1885,969,364701,78180.5,88470.3,3.05512
145,1898,2071,234891,70931.6,68142.7,2.9616
146,1911,950,209042,80480.2,68064.4,2.82489
147,1924,9150,242761,53453.5,44988.7,2.75553
148,1937,990,140944,33077.9,31088.9,2.73342
149,1950,232,156523,27885.6,29247.6,2.67107
150,1963,1187,135822,46304.1,41991.5,2.68578
151,1976,238,162498,36417.8,40475.6,2.68989
152,1989,1379,118712,30470,27779.8,2.76257
153,2002,1625,127793,44650.4,34962.5,2.77105
154,2015,1740,125175,35577.7,28936.8,2.77248
155,2028,312,150737,43133.7,43007.2,2.73927
156,2041,1578,142366,43879.4,37899.8,2.63375
157,2054,1928,177054,47018.4,44108,2.59894
158,2067,4180,291510,59150.6,67344.3,2.58263
