generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize
0,13,0,1,0.0333333,0.182574,9.27157
1,26,0,2,0.166667,0.461133,8.70228
2,39,0,1,0.0333333,0.182574,8.3741
3,52,0,3,0.133333,0.571346,8.29631
4,65,0,3,0.8,0.846901,7.95502
5,78,0,4,0.833333,1.01992,7.81367
6,91,0,4,0.933333,1.11211,7.84687
7,104,0,5,0.933333,1.14269,7.83057
8,117,0,8,2.06667,1.94641,7.66222
9,130,0,6,1.73333,1.65952,7.44796
10,143,0,7,2,2,7.16882
11,156,0,10,2.1,2.27959,6.81035
12,169,0,9,2.3,2.16795,6.61165
13,182,0,8,2.53333,2.1453,6.48602
14,195,0,8,2.03333,2.34128,6.49485
15,208,0,6,1.63333,1.73172,6.58099
16,221,0,6,1.73333,1.79911,6.74612
17,234,0,5,1.26667,1.33735,6.88386
18,247,0,6,1.7,1.51202,6.89839
19,260,0,6,1.96667,1.56433,7.05309
20,273,0,6,1.4,1.65258,7.08087
21,286,0,5,1.93333,1.46059,7.20619
22,299,0,6,1.9,1.72906,7.30309
23,312,0,6,1.23333,1.47819,7.43285
24,325,0,6,1.26667,1.57422,7.43578
25,338,0,5,1.36667,1.37674,7.52961
26,351,0,9,1.6,1.94049,7.42929
27,364,0,4,1.13333,1.04166,7.38536
28,377,0,5,1.33333,1.39786,7.38586
29,390,0,5,1.53333,1.38298,7.4864
30,403,0,7,2.3,1.85974,7.77309
31,416,0,5,1.53333,1.43198,7.74263
32,429,0,8,1.7,1.80325,7.73981
33,442,0,7,1.5,1.85231,7.67311
34,455,0,10,2.73333,2.71564,7.79419
35,468,0,11,2.76667,2.96745,8.02611
36,481,0,13,4.5,3.08221,7.94171
37,494,1,13,4.43333,3.02499,7.81125
38,507,0,13,6.36667,3.15664,7.79293
39,520,0,14,6.56667,3.75714,7.85947
40,533,1,13,5.23333,3.15882,7.82114
41,546,0,9,3.83333,2.76784,7.73012
42,559,0,14,5.66667,3.27302,7.76001
43,572,0,13,4.73333,3.22633,7.80743
44,585,1,15,6.5,3.72086,7.93979
45,598,0,12,5.33333,2.55064,8.01899
46,611,0,16,7.8,3.91637,8.03821
47,624,0,13,6.5,3.17045,8.20922
48,637,1,19,7.76667,3.91005,8.59032
49,650,0,15,5.7,3.79791,8.84808
50,663,2,20,6.1,4.02021,8.99294
51,676,1,17,7.43333,4.19099,9.00439
52,689,0,17,6.76667,4.22377,9.41362
53,702,2,13,6.6,3.04676,9.55392
54,715,0,12,6,3.47404,9.68955
55,728,0,24,6.06667,5.4071,9.59383
56,741,0,15,6.3,3.63081,9.46362
57,754,1,25,7.6,4.59835,9.28476
58,767,1,18,7.3,4.12018,8.95349
59,780,0,34,8.1,6.86495,8.78501
60,793,2,24,8.76667,6.02113,8.97496
61,806,0,17,6.76667,4.0657,9.16415
62,819,2,27,10.5667,7.43099,9.12139
63,832,0,26,9.2,7.16505,9.1899
64,845,1,14,6.33333,3.72627,9.27803
65,858,0,23,7.5,5.13776,8.97499
66,871,1,24,9.83333,5.98897,8.57013
67,884,3,21,10.3333,5.12151,8.35741
68,897,3,18,9.8,4.04628,8.15253
69,910,1,25,13.3667,5.89847,8.15303
70,923,2,24,10.0667,4.58584,8.00553
71,936,3,24,12.3,5.40211,8.03477
72,949,2,16,8.2,3.84528,8.26482
73,962,1,18,7.7,4.40337,8.3265
74,975,2,15,8.23333,4.14964,8.3472
75,988,2,20,9.06667,4.53289,8.34974
76,1001,1,30,12.6,5.76314,8.49493
77,1014,4,35,13,6.958,8.49606
78,1027,2,33,11.4,5.86985,8.21766
79,1040,2,18,8.96667,3.86392,8.26725
80,1053,2,25,11.1,5.99626,8.10241
81,1066,3,28,12.4,6.16218,8.02868
82,1079,4,28,13.5667,6.4684,8.02603
83,1092,4,27,13.7,5.97206,7.72625
84,1105,5,44,17.3,8.0522,7.58434
85,1118,7,38,18.4,7.35597,7.41554
86,1131,10,43,20.2667,7.50601,7.49061
87,1144,11,33,20.5333,6.15172,7.68444
88,1157,11,40,24.2667,7.79891,7.88945
89,1170,8,50,26.9667,10.4005,7.9581
90,1183,11,64,32.5,12.4312,8.087
91,1196,19,76,42.2667,13.6254,8.17381
92,1209,14,106,47.5,17.9073,8.18736
93,1222,22,141,56.8667,25.4974,8.27195
94,1235,21,141,60.7,23.9355,8.37466
95,1248,37,237,112.733,50.4059,8.52685
96,1261,52,363,141.767,83.4711,8.8255
97,1274,49,791,232.367,177.747,9.03595
98,1287,49,416,145.733,81.9688,9.17193
99,1300,54,490,191.1,118.022,9.35486
100,1313,69,954,313.5,240.784,9.6411
101,1326,62,566,201.567,123.169,9.78909
102,1339,53,1360,382.367,280.818,10.0637
103,1352,24,1253,262.267,229.323,10.5089
104,1365,54,611,255.3,148.722,10.8936
105,1378,55,850,312.9,226.936,11.2493
106,1391,70,2025,447.3,372.903,11.5456
107,1404,76,970,364.6,267.992,11.8858
108,1417,39,876,318.2,267.917,12.2042
109,1430,36,1108,387.9,283.84,12.5842
110,1443,52,1143,381.333,268.757,12.9181
111,1456,50,1503,468.867,395.887,13.2924
112,1469,49,1536,484.733,370.723,13.3116
113,1482,167,1253,408.467,246.506,13.3034
114,1495,26,1801,413.5,365.078,13.2419
115,1508,120,4733,1060.07,962.712,13.0274
116,1521,136,2225,722.433,538.155,12.6322
117,1534,114,2499,741.633,559.98,12.3486
118,1547,157,2448,664.867,594.319,11.9655
119,1560,74,1895,656.967,441.765,11.4149
120,1573,61,3030,845.9,655.692,11.0698
121,1586,75,1454,517.2,358.292,10.752
122,1599,171,6077,1617.53,1521.6,10.5145
123,1612,41,5411,881.3,1089.84,10.3339
124,1625,16,3056,906.133,801.173,9.77826
125,1638,189,8213,1544.73,1687.11,9.74422
126,1651,80,5620,1259.33,1216.09,9.62093
127,1664,159,7476,1680.27,2049.47,9.62758
128,1677,88,9322,2174.87,2061.04,9.57058
129,1690,215,5897,1741.13,1352.11,9.30641
130,1703,64,11928,2175.47,2523.13,9.25282
131,1716,211,6173,1790.73,1724,8.97912
132,1729,124,7541,2060.17,2080.68,8.97108
133,1742,256,5772,1702.17,1375.64,8.80972
134,1755,212,10977,2723.43,2496.03,8.66249
135,1768,39,12228,2785.7,3000.61,8.3252
136,1781,254,9232,2645.9,2480.71,8.15271
137,1794,66,5712,2009.77,1528.42,8.04393
138,1807,194,6605,2887.97,2069.55,8.18511
139,1820,71,12333,3673.77,3272.23,8.25208
140,1833,157,14015,3068.3,3035.41,7.93656
141,1846,461,8704,3157.23,2225.53,7.71572
142,1859,99,11412,2810.67,3064.5,7.87496
143,1872,200,4546,1881.97,1272.32,8.05625
144,1885,146,9648,2238.27,2248.55,8.22548
145,1898,58,13196,2677.23,2904.6,7.90863
146,1911,51,8634,2518.43,2076.67,7.6478
147,1924,14,5461,1400.93,1278.81,7.71128
148,1937,82,8970,2170,1953.13,7.58103
149,1950,59,6913,1974.3,1972.68,7.57536
150,1963,153,6630,2257.93,1655.84,7.47725
151,1976,92,9354,2690.77,2746.63,7.47136
152,1989,76,12651,2950.17,2982.9,7.37781
153,2002,85,8578,2410.33,2353.49,7.43232
154,2015,61,6105,2262.37,1914.28,7.41035
155,2028,258,11064,2189.13,2204.81,7.29251
156,2041,165,5934,1987.5,1629.36,7.17944
157,2054,142,7312,2160.7,1942.77,6.96568
158,2067,202,7772,2552.2,2212.2,6.64659
159,2080,86,10018,2647.9,2212.14,6.57327
160,2093,58,6191,1715.3,1541.97,6.46983
161,2106,173,9987,2793.13,2774.59,6.26834
162,2119,120,12824,2929.23,3016.47,6.16225
163,2132,152,10213,2978.73,2741.75,6.16369
164,2145,78,8109,3050.93,2514.46,6.20047
165,2158,120,8361,2583.27,2452.85,6.34444
166,2171,190,5744,1636.43,1398.44,6.33937
167,2184,89,6364,1934.67,1723.73,6.228
168,2197,58,5137,1552.13,1483.43,6.0693
169,2210,102,7174,2055.93,1822.31,5.86634
170,2223,58,6759,2252,1921.75,5.79936
171,2236,12,11447,2565.07,2877.69,5.75445
172,2249,133,12740,2794.37,2763.06,5.52652
173,2262,186,5358,1837.6,1514.97,5.38129
174,2275,208,10842,2101.33,2207.82,5.22309
175,2288,86,8699,2509.77,2256.95,5.05508
176,2301,457,7403,2035.77,1514.2,5.02509
177,2314,254,4385,1479.7,1160.77,5.06443
178,2327,146,8586,2442,1914.51,5.07245
179,2340,98,8906,2334.47,2304,4.93691
180,2353,42,9470,2588.27,2430.46,4.79882
181,2366,162,9460,3247.17,2696.8,4.60403
182,2379,324,7764,2475.5,1803.95,4.40111
183,2392,206,7159,2577.5,2185.89,4.4092
184,2405,85,6469,2519.77,1938.26,4.33252
185,2418,84,9288,1707.1,1796.7,4.38905
186,2431,159,5594,1866.2,1616.71,4.43865
187,2444,198,6957,2416.83,1895.06,4.38041
188,2457,145,7576,2116.2,1739.42,4.32143
189,2470,167,5059,1698.83,1308.33,4.39818
190,2483,213,9277,2519.77,2384.85,4.39502
191,2496,150,7877,2520.93,2302.48,4.29638
192,2509,188,4825,1740.4,1109.5,4.29725
193,2522,429,5705,2177.07,1364.44,4.1613
194,2535,82,6070,2369.03,1581.05,4.08999
195,2548,93,6615,1776.53,1743.02,4.0789
196,2561,130,9183,1730.27,1938.62,3.99752
197,2574,184,5766,1921.13,1561.45,3.9819
198,2587,176,6756,1812.6,1686.5,3.91146
199,2600,82,8373,2062.57,1593.36,3.94613
200,2613,68,7867,2110.37,1827.37,4.0421
201,2626,205,9902,2035.83,2134.94,4.12454
202,2639,124,6659,2151.37,1845.09,4.14443
203,2652,169,12685,2265.23,2845.4,4.18921
204,2665,166,11239,2345.7,2560.21,4.2233
205,2678,127,9395,2965.27,2430.84,4.2996
206,2691,132,8024,2643.8,2380.24,4.39134
207,2704,235,9107,2548.87,2188.07,4.20459
208,2717,72,6914,1579.23,1678.78,4.02982
209,2730,213,18077,2640.13,3333.89,3.99627
210,2743,142,7241,1683.27,1600.89,3.94298
211,2756,248,7007,2541.5,1844.68,3.90317
212,2769,53,5783,1789.23,1395.84,3.83567
213,2782,119,9344,2337.37,2232.42,3.75871
214,2795,151,3997,1355.33,1119.36,3.62369
215,2808,192,4322,1461.37,1035.44,3.62554
216,2821,98,9042,2014.87,2022.18,3.71197
217,2834,154,4060,1691.6,1188.02,3.7828
218,2847,99,6515,1635.13,1958.76,3.82765
219,2860,135,9997,2175.5,2152.56,3.87669
220,2873,114,7364,1903.53,2082.56,3.87699
221,2886,142,6624,2330.43,1908.3,3.83783
222,2899,290,17730,2980.17,3775.08,3.85182
223,2912,103,11108,2096.03,2385.25,3.75426
224,2925,141,7818,2442.67,2175.15,3.70725
225,2938,246,15508,2627,2872.99,3.67765
