generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize
0,13,0,4,0.6,0.968468,9.39973
1,26,0,8,2.83333,1.83985,8.87601
2,39,0,6,0.5,1.19626,8.40046
3,52,0,15,4.3,3.13105,8.36602
4,65,0,17,4.46667,3.98041,8.76221
5,78,4,21,9.9,4.42056,8.94438
6,91,2,29,9.56667,5.95201,9.28768
7,104,0,17,5.9,4.2617,9.34183
8,117,2,29,11.0667,6.34596,9.19864
9,130,2,22,9.63333,5.22252,9.09611
10,143,2,28,13.6333,7.06855,9.14435
11,156,0,44,15.4333,9.64431,9.09773
12,169,8,155,37.5333,28.2839,8.8892
13,182,5,64,28.6667,14.7866,8.87039
14,195,6,169,55.0667,37.6892,9.02504
15,208,18,147,71.2333,37.1796,9.25435
16,221,36,350,130.1,82.5166,9.39179
17,234,22,224,86.4,45.0077,9.7008
18,247,44,494,222.4,108.32,10.0107
19,260,44,415,181.567,94.0281,10.1034
20,273,23,274,137.7,64.6829,10.2148
21,286,24,262,93.4333,51.4987,10.2088
22,299,3,140,59.4333,35.5903,10.422
23,312,18,289,123.167,71.0843,10.5156
24,325,27,824,189.9,176.917,10.695
25,338,18,364,168.633,91.599,10.7514
26,351,9,658,151.733,127.315,10.828
27,364,36,374,148.8,87.2331,10.9314
28,377,61,614,224.467,131.264,10.7158
29,390,41,276,138.233,66.5627,10.4138
30,403,48,697,204.733,152.964,9.9542
31,416,87,552,258.667,142.305,9.47699
32,429,102,929,394.733,247.302,9.13871
33,442,58,1555,451.033,364.354,8.78034
34,455,101,1432,452.7,267.514,8.53283
35,468,61,1748,464.1,403.456,8.15975
36,481,55,2005,720.567,484.919,7.92233
37,494,93,1355,487.833,334.06,7.63592
38,507,58,1660,582.733,469.056,7.19032
39,520,125,3065,747.933,607.235,6.96736
40,533,142,2172,612.8,482.222,6.90062
41,546,111,4724,889.8,989.483,6.9577
42,559,99,2668,1017.8,744.557,6.98306
43,572,15,2918,866.533,685.842,6.86658
44,585,105,4007,780.767,718.488,6.80235
45,598,126,1724,699.867,406.774,6.67821
46,611,129,2187,805.233,601.179,6.53857
47,624,67,2323,634.333,523.032,6.48324
48,637,79,3257,964.2,854.504,6.46212
49,650,160,3782,1286.8,999.15,6.60609
50,663,102,7743,1504,1499.75,6.54942
51,676,132,3014,966.9,763.732,6.42394
52,689,111,5788,1230.4,1344.15,6.44204
53,702,106,3045,1089.4,894.911,6.32765
54,715,69,3315,1112.33,896.932,6.32512
55,728,77,2181,636.767,628.452,6.4503
56,741,94,3361,1090.83,784.985,6.43455
57,754,14,9764,1487,1957.68,6.44976
58,767,56,6399,1840.33,1705,6.38892
59,780,100,17311,3760.37,3831.88,6.32615
60,793,168,15344,3944.97,4007.64,6.28671
61,806,87,6247,2497.67,1956.61,6.26436
62,819,194,10268,2304.57,2275.48,6.20339
63,832,152,16617,4066.7,4203.61,6.07086
64,845,160,25376,6567.5,6294.6,6.26106
65,858,287,13641,5715.27,4354.73,6.12785
66,871,134,21785,5761.77,5646.98,6.18226
67,884,57,19686,5762.8,5218.07,6.26614
68,897,107,19549,7439.8,5267.79,6.21493
69,910,75,58986,13111.3,14250.4,6.33696
70,923,430,61947,21650.3,17400.1,6.60477
71,936,126,45926,13748.2,13316,6.95101
72,949,1881,78114,26653.4,21514.1,7.26606
73,962,441,30555,8677.5,7813.14,7.53587
74,975,222,43688,9910.83,10052.6,7.8397
75,988,375,61054,21750.5,18559.1,7.55931
76,1001,661,62349,18383.2,16185.5,7.35328
77,1014,528,107889,25962.7,26069.3,7.30566
78,1027,393,61588,17402.8,15388.7,7.31277
79,1040,315,114862,30317.6,30197.7,7.04072
80,1053,2379,100324,25542.1,25296.4,6.71375
81,1066,2608,91060,28631.1,27111.8,6.55627
82,1079,818,23880,7432,6170.55,6.36541
83,1092,328,49844,14544.6,13693.9,6.08139
84,1105,96,55798,13181.6,14186,5.8786
