generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize
0,13,0,1,0.0333333,0.182574,9.24533
1,26,0,13,2.83333,2.61406,8.65055
2,39,0,14,3.6,2.95483,8.21413
3,52,0,17,6.6,4.17381,8.01428
4,65,2,12,6.33333,3.04374,8.29349
5,78,4,20,9.4,4.09878,8.3649
6,91,6,44,18.7,7.61192,8.36093
7,104,14,57,29.4,11.6578,8.38745
8,117,4,80,29.6667,18.248,8.53373
9,130,15,68,35.0333,15.3836,8.69693
10,143,2,85,28.6667,19.092,8.81351
11,156,0,115,37.7,27.4417,9.05153
12,169,3,101,50.3,26.3336,9.42323
13,182,4,151,83.3667,35.8555,9.84597
14,195,39,261,113.133,54.1815,9.91479
15,208,28,245,101.667,53.0044,10.4752
16,221,17,233,97.9,50.6389,11.0676
17,234,13,171,76.2667,33.641,12.0799
18,247,11,128,72.9667,31.693,12.8037
19,260,19,132,67.8667,28.1238,13.3088
20,273,7,130,69.2,31.5544,13.6411
21,286,17,150,71.9,38.1045,14.075
22,299,45,185,84.4,39.0902,13.9949
23,312,28,174,85.1667,39.585,13.7348
24,325,18,223,84.0333,40.5033,13.9152
25,338,15,194,78.5,37.3296,14.3854
26,351,25,276,93.0333,52.103,14.5928
27,364,11,119,64.9667,26.258,14.7885
28,377,31,139,69.1667,25.8378,15.1364
29,390,19,204,72.9333,43.0901,15.0637
30,403,5,213,96.8667,45.0086,14.9332
31,416,26,194,83.3,35.2324,14.9363
32,429,13,218,91.9667,47.9126,15.0774
33,442,17,172,71.2333,32.2594,15.011
34,455,6,280,59.3,51.4709,15.1951
35,468,25,239,89.5,53.7085,15.1397
36,481,41,593,144.067,100.03,15.1231
37,494,41,260,102.567,51.6712,15.1725
38,507,40,378,145.033,81.6124,14.8426
39,520,31,483,149.767,86.9029,14.885
40,533,53,593,176.733,121.046,15.1584
41,546,29,492,179.9,103.5,15.2139
42,559,33,313,138.1,73.3496,15.6577
43,572,21,378,165.467,99.5485,16.2159
44,585,41,293,144.4,73.0232,16.5332
45,598,24,398,129.8,67.1531,16.7658
46,611,65,449,154.167,80.3171,16.7268
47,624,47,589,217.833,154.74,16.3267
48,637,55,353,170.7,76.373,15.7879
49,650,44,367,144.167,75.6248,15.1977
50,663,41,200,109.9,41.0234,15.2375
51,676,25,484,151.567,110.382,15.6137
52,689,40,287,136.467,67.6088,15.5292
53,702,5,398,145.533,86.9089,15.0595
54,715,10,353,117.633,74.8988,15.3951
55,728,9,414,118.3,88.1567,15.5723
56,741,40,361,153.167,89.4173,15.3511
57,754,11,196,105.167,43.8155,15.2074
58,767,42,315,143.733,64.5146,14.8974
59,780,21,257,99.1667,52.8655,14.5447
60,793,32,397,138.267,83.7912,14.2446
61,806,26,198,120,51.2008,13.8351
62,819,35,262,114.067,61.54,13.7128
