generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize
0,13,0,11,2.86667,3.21348,9.63771
1,26,0,10,3.33333,3.11097,9.6472
2,39,2,21,10.9,5.18186,9.92423
3,52,3,30,12,6.0401,10.1555
4,65,4,37,17.1333,8.60526,10.3859
5,78,2,38,12.3667,9.29399,10.4693
6,91,3,58,28.3,14.856,10.6002
7,104,32,192,90.0333,41.1394,10.9836
8,117,15,390,136.333,83.2157,11.2821
9,130,32,229,96.4333,53.2494,11.7747
10,143,26,224,104.633,44.9778,12.1369
11,156,23,174,83.7333,43.0028,12.3076
12,169,25,165,77.3,35.7676,12.4248
13,182,42,226,118.8,43.9744,12.418
14,195,37,378,130.433,73.8188,12.3334
15,208,34,259,121.2,59.9698,12.012
16,221,31,274,90.6333,44.8072,11.9788
17,234,12,119,57.7667,27.0551,12.3401
18,247,20,168,73.9667,44.1014,12.2578
19,260,23,214,102.867,44.3402,12.2464
20,273,33,277,113.3,63.9144,12.0841
21,286,27,407,158.2,89.091,12.3759
22,299,30,408,161.3,97.497,12.5017
23,312,27,355,144.167,89.4798,12.5786
24,325,41,325,163.867,73.5638,12.897
25,338,58,807,291,172.689,13.2694
26,351,74,719,284.167,173.892,13.3772
27,364,56,620,239.233,132.454,13.8754
28,377,55,775,310.567,198.002,13.9958
29,390,40,928,258.133,191.189,14.5148
30,403,52,1365,332.233,270.659,14.6832
31,416,86,894,268.567,177.342,14.7941
32,429,32,840,297.167,207.043,14.5575
33,442,33,1126,368.8,276.562,13.9532
34,455,50,1256,420.6,278.497,13.8758
35,468,52,850,359.067,225.423,14.2715
36,481,29,1987,528.233,471.703,14.1786
37,494,47,1768,462.633,376.815,13.9199
38,507,129,3009,603.567,554.068,13.679
39,520,79,1488,592.3,396.706,13.6062
40,533,74,2445,511.5,580.076,13.2895
41,546,143,1551,650.9,412.598,13.1833
42,559,44,2514,750.2,640.316,12.989
43,572,45,4505,817.3,1098.06,12.9107
44,585,125,2365,778.5,572.677,13.1663
45,598,70,2850,603.2,642.596,13.327
46,611,85,2444,784.667,609.723,13.767
47,624,94,4305,1246.17,907.669,13.8986
48,637,80,3233,942.3,823.785,14.3176
49,650,57,1185,515.8,335.992,14.9941
50,663,128,1711,576.933,484.208,15.7831
51,676,47,2340,587.667,581.472,16.4764
