generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize
0,13,0,3,0.266667,0.691492,9.25328
1,26,0,2,0.1,0.402578,8.94679
2,39,0,4,0.366667,0.850287,8.77231
3,52,0,1,0.1,0.305129,9.02234
4,65,0,3,0.2,0.664364,9.33475
5,78,0,3,0.433333,0.727932,9.27275
6,91,0,4,1.3,1.36836,9.07396
7,104,1,10,4.5,2.67492,9.08589
8,117,0,11,4.63333,2.70992,9.00112
9,130,2,23,10.6,5.13675,9.18053
10,143,4,21,12.6333,5.2093,9.36157
11,156,3,44,17.5667,9.87048,9.62817
12,169,11,62,28.7667,13.4233,9.98657
13,182,3,74,22.2667,13.3467,10.4105
14,195,0,39,16.7,9.58861,10.4512
15,208,4,65,32.7333,15.704,10.4973
16,221,16,99,44.3,21.6956,10.6103
17,234,9,104,39.2667,21.9952,10.8036
18,247,19,114,48.2333,28.9776,10.9735
19,260,14,82,36.7333,17.0232,10.9477
20,273,18,111,47.3,21.7702,10.9513
21,286,10,78,36.6667,17.7964,10.9095
22,299,16,95,44.3333,22.2282,11.0829
23,312,13,89,44.9,21.008,11.4669
24,325,16,153,74.2333,27.8502,11.8343
25,338,24,137,62.0667,27.937,12.4133
26,351,16,95,49.3,20.4031,12.476
27,364,14,91,36.9667,20.4087,12.7143
28,377,5,84,42.3333,16.6782,12.5604
29,390,7,100,29.9333,18.9608,12.5641
30,403,10,85,39.7333,20.4517,12.5903
31,416,19,64,36.7667,12.0764,12.4104
32,429,6,75,37.1333,13.64,12.2916
33,442,16,151,59.6667,31.1607,11.5732
34,455,30,175,60.6333,28.8808,10.9092
35,468,39,179,96.0667,36.8828,10.509
36,481,27,283,99.4,57.1487,10.4183
37,494,38,205,88.2,41.9502,10.1619
38,507,53,388,147.067,68.5148,9.90824
39,520,61,390,136.233,65.007,9.90946
40,533,35,429,151.967,90.6092,9.94895
41,546,21,361,141.067,84.8052,9.91924
42,559,25,313,135.833,72.9124,10.0336
43,572,49,432,164.767,101.629,9.95449
44,585,50,579,154.967,102.283,9.70445
45,598,22,320,131.3,73.488,9.83279
46,611,3,297,125,70.3102,9.75067
47,624,50,259,124.967,54.3187,9.44143
48,637,23,450,148.2,94.1134,9.03869
49,650,39,240,130,53.593,9.11978
50,663,45,192,115.867,40.5375,8.98742
51,676,39,188,106.5,37.8834,8.87883
52,689,40,228,110.633,52.5268,8.56308
53,702,41,211,106.233,42.0498,8.50226
54,715,53,146,93.4,27.5676,8.45901
55,728,40,261,115.433,54.7607,8.04206
56,741,35,265,114.367,62.8076,7.65357
57,754,44,386,139.267,70.6589,7.33797
58,767,58,293,132.267,57.693,7.01966
59,780,52,229,142.633,52.1387,6.74801
60,793,41,239,117.633,47.3749,6.53963
61,806,36,235,111.033,47.0601,6.42735
62,819,24,242,111.767,49.7828,6.43242
63,832,59,231,135.567,41.52,6.41318
64,845,52,278,138.1,63.458,6.43807
65,858,39,242,124.3,59.1871,6.566
66,871,36,185,110.033,48.2911,6.69534
67,884,4,197,94.1667,50.319,6.79322
68,897,5,293,105.533,67.1451,6.99827
69,910,12,340,124.467,75.8377,7.15039
70,923,36,311,143.5,67.7621,7.09553
71,936,10,431,169.9,103.577,6.88882
72,949,53,471,158.8,90.0622,6.87137
73,962,42,281,122.967,54.4645,6.98114
74,975,37,385,160.1,94.1259,6.93917
75,988,65,378,192.633,97.9498,6.96669
76,1001,18,309,140.667,66.6692,7.02938
77,1014,33,296,147.333,73.8938,6.95662
78,1027,28,322,141.033,76.0682,6.91171
79,1040,55,384,167.467,78.1094,6.84749
80,1053,44,352,169.133,88.8702,6.95392
