generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize
0,13,0,5,1.3,1.60065,9.47319
1,26,0,4,1.66667,1.21296,9.05978
2,39,0,10,4.93333,2.79079,8.99328
3,52,7,30,11.5,5.44407,8.84416
4,65,2,26,9.3,5.14044,8.80097
5,78,2,23,10.7333,5.11882,8.74
6,91,2,35,16.5,8.47206,8.84639
7,104,4,52,25.6,11.8717,8.86899
8,117,2,42,18.0333,9.51399,8.6769
9,130,10,61,31.1,13.6163,8.44961
10,143,5,65,26.5,13.0457,8.37923
11,156,17,69,37.5,14.7455,8.58722
12,169,23,138,62.2,24.806,8.9025
13,182,48,377,140.033,88.2744,8.87224
14,195,33,330,146.433,73.8179,9.15492
15,208,66,454,155.633,82.8453,9.50952
16,221,38,413,146.467,98.1915,9.76322
17,234,48,790,220.533,179.877,10.1424
18,247,56,458,181.533,97.1965,10.2102
19,260,61,563,226.267,132.775,10.4923
20,273,52,491,222.233,113.385,10.7946
21,286,58,504,217.833,118.22,11.0884
22,299,78,782,291.367,177.8,11.3678
23,312,52,650,213.867,134.701,11.9538
24,325,67,925,220.033,173.394,12.7955
25,338,71,952,318.733,206.83,13.4601
26,351,75,497,229,113.291,13.9591
27,364,101,476,244.967,101.778,14.4545
28,377,64,1026,378.233,283.007,14.7284
29,390,92,692,347.6,175.845,14.3851
30,403,106,1138,406.667,270.922,14.2636
31,416,38,2072,585.233,446.97,14.4689
32,429,61,1120,448.367,284.587,14.8082
33,442,110,1789,702.167,503.605,15.0811
34,455,93,1331,585.833,346.927,15.2723
35,468,151,3854,1199.9,814.435,15.3803
36,481,105,1215,439.167,278.369,15.2176
37,494,88,2025,675.067,510.513,14.982
38,507,71,3971,889.9,957.453,15.3193
39,520,87,1906,566.433,448.24,15.5909
40,533,257,3667,1079.63,750.179,16.0099
41,546,43,3518,927.067,766.127,16.5162
42,559,142,2491,968.933,637.825,16.3564
43,572,92,4617,1032.53,1143.79,16.4976
44,585,133,3795,885.167,767.831,16.4084
45,598,77,2675,816.767,581.857,16.3187
46,611,93,5238,992.1,1018.5,16.2365
47,624,43,3975,1053.5,931.382,16.2894
48,637,87,3579,1177.9,1118.64,16.2718
49,650,173,3306,1040.03,870.938,16.8855
50,663,171,10099,2159.67,2039.57,16.7507
51,676,304,14424,3521.93,3355.91,15.8833
52,689,202,6719,3157.9,1901.32,14.8566
53,702,145,6559,2055.3,1655.13,14.3863
54,715,102,9003,2248.23,2482.5,14.0304
55,728,131,15375,3141.37,3435.66,13.4628
56,741,247,24805,6402.27,5894.34,12.7149
57,754,207,39054,9945.13,8666.23,12.2325
58,767,1557,48760,13331,10729.9,12.0213
59,780,396,112818,24380,24703.5,12.0548
60,793,185,69724,16952.4,18325.9,12.2288
61,806,628,143784,37540.7,41246.7,12.6803
62,819,112,129710,37655.9,32068.4,12.9153
63,832,1309,143232,27732.8,27963.7,13.0221
64,845,1159,76020,20220.7,17682.5,12.653
65,858,603,116358,32713.6,31655.8,12.0979
66,871,835,126391,28632.5,30663.9,11.6785
67,884,1204,46048,14374.7,12620.5,11.779
68,897,226,50503,10723.5,11384.8,11.8401
69,910,642,35112,11770.8,10551.7,11.7123
70,923,272,25855,9104.37,7605.56,11.5772
71,936,889,72384,14335.3,15669.2,11.3578
72,949,527,41421,13761.8,12476.4,11.2352
73,962,44,46716,13406.7,12111.3,10.9953
74,975,36,44227,11042.5,9853.96,10.9501
75,988,487,69124,18542.2,19238.2,11.1519
76,1001,425,55674,19539.1,15730.3,11.0557
77,1014,55,81731,21622.5,22316.8,11.1697
78,1027,927,71711,20283.9,20106.1,11.135
79,1040,278,110077,24914.3,23540.2,10.6362
80,1053,3716,140175,45006.9,35901.3,10.2499
81,1066,98,132512,35379.7,35743.3,10.253
82,1079,1028,234904,43604.2,50517.4,10.3836
83,1092,562,106016,29550.9,28045.2,10.1699
84,1105,731,88195,30342.7,26578.9,9.74714
85,1118,1033,84610,22163.8,20651.1,9.49327
86,1131,671,158362,32969,34072,9.42472
87,1144,831,77628,24868.4,22093.4,8.94515
88,1157,287,142275,36403.3,37500.1,8.60573
89,1170,901,69765,26357.5,22208.7,8.4311
90,1183,506,122927,24405.4,24537.6,8.31301
91,1196,1726,211746,31775.5,43611.9,8.00846
92,1209,650,129373,30950.2,28373.8,7.88063
93,1222,56,198473,32775.5,41964.8,7.70625
94,1235,145,127837,43966.4,31515.2,7.45246
95,1248,247,143795,31374.5,31040.6,7.06775
96,1261,2374,110749,32976.1,25188.9,6.86847
97,1274,1879,58671,22027.9,17648.3,6.74659
98,1287,333,134285,27954.7,29192.1,6.61434
99,1300,2101,404330,56520,85419.7,6.36087
100,1313,7264,228338,68385.1,50304.4,6.27098
101,1326,3079,273205,55265.6,62185.1,6.17442
102,1339,1431,216924,52871.9,51253.8,6.08521
103,1352,1916,255100,64741.3,61559.6,6.10432
104,1365,8744,307837,87133.4,77240.2,6.13549
105,1378,664,498621,116583,125167,6.31801
106,1391,4587,320352,74968.9,64276.4,6.37499
107,1404,665,280889,103976,75826.1,6.49095
108,1417,125,181259,79509.9,61057.7,6.65563
109,1430,1983,310985,103384,97507,6.74006
110,1443,1051,290122,81719.6,65730.2,6.76381
111,1456,1347,270849,63718.7,62696.7,6.85376
112,1469,757,457123,83303.9,94901.5,6.84601
113,1482,1250,326159,108626,98316.7,6.77003
114,1495,3144,497126,100719,108569,6.40721
115,1508,1099,220626,62876.6,57006.4,6.27105
116,1521,3499,366917,49820.9,72067.7,6.11969
117,1534,1108,127538,56775.3,39086.7,6.04022
118,1547,3840,147555,44111.1,37237.7,5.87673
119,1560,398,244802,62620.6,64187.2,5.78137
120,1573,1175,204113,50897.7,51627.3,5.59835
121,1586,4142,204909,53898.7,41463.1,5.48817
