generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize
0,13,0,8,1.9,2.17113,9.52364
1,26,0,2,0.233333,0.504007,9.1116
2,39,0,7,1.46667,1.71672,8.61401
3,52,0,7,1.23333,1.83234,8.33445
4,65,0,7,2.3,1.96784,8.17247
5,78,0,4,0.666667,0.922266,8.01592
6,91,0,6,2.7,1.74494,8.07073
7,104,0,15,5.93333,3.99943,8.08173
8,117,3,19,10.0333,4.1811,8.07606
9,130,1,21,7.43333,4.77554,8.44606
10,143,0,20,8.4,4.1903,8.65567
11,156,2,23,11.4,5.49357,8.95714
12,169,0,24,12.7667,6.11771,9.33097
13,182,5,28,12.1333,5.65523,9.94617
14,195,5,36,14.3667,6.31628,10.482
15,208,1,41,11.5667,9.34283,11.3283
16,221,0,51,14.2333,10.8332,12.1628
17,234,7,38,22.3667,8.37271,12.4301
18,247,7,56,27.6,14.4976,12.6344
19,260,3,40,18.6,10.0296,12.6879
20,273,0,49,24.8333,11.3383,12.7295
21,286,8,61,29.7333,13.2038,12.7405
22,299,9,70,30.6667,14.5444,12.6747
23,312,23,115,61.0667,21.6762,12.694
24,325,33,147,70.5333,29.8326,13.1083
25,338,24,181,94.5667,46.6873,13.3784
26,351,35,167,84.8,35.0393,13.1852
27,364,27,209,94.0667,39.2524,13.0756
28,377,32,218,84.5333,39.6491,13.0668
29,390,31,193,83.7667,35.4184,12.8556
30,403,23,224,87.1,44.482,12.1928
31,416,37,222,111.633,48.7071,11.909
32,429,38,303,120.667,52.4393,11.6629
33,442,68,508,192.5,112.73,11.5105
34,455,71,514,169.6,93.5641,11.3557
35,468,55,668,281.933,164.766,11.2337
36,481,40,534,212.7,133.53,11.3256
37,494,44,338,163.8,90.3199,11.2474
38,507,32,244,145.433,57.4172,11.0405
39,520,14,415,129.6,78.5799,10.7202
40,533,75,328,149.267,71.7221,10.7322
41,546,49,674,187.1,131.59,10.6642
42,559,63,1104,230.367,202.989,10.4644
43,572,35,666,187.467,130.264,10.1386
44,585,53,479,204.133,122.937,9.8518
45,598,86,452,245,108.436,9.72062
46,611,67,743,233.6,154.458,9.55524
47,624,47,759,255.2,174.971,9.16355
48,637,65,485,197,115.701,9.0302
49,650,52,1034,259.933,233.987,8.84091
50,663,52,809,278.267,177.725,8.47908
51,676,64,785,249.967,156.255,7.99849
52,689,58,661,238,141.861,7.74343
53,702,28,446,197.633,118.656,7.62262
54,715,29,301,134.833,75.0862,7.41591
55,728,26,757,268.533,185.53,7.38626
56,741,18,622,209.933,156.3,7.32654
57,754,52,706,253,166.28,7.26483
58,767,25,789,236.267,169.312,7.29957
59,780,48,526,189.167,108.382,7.26838
60,793,39,859,268.233,199.258,7.10188
61,806,35,756,223.067,177.045,6.93774
62,819,72,751,293.667,173.385,6.64883
63,832,54,563,222.933,115.517,6.37015
64,845,39,679,256.267,174.687,6.28059
65,858,64,688,291.633,165.571,6.3667
66,871,15,1027,252.967,207.311,6.52575
67,884,37,663,228.567,150.038,6.69737
68,897,41,476,193.567,103.827,6.74542
69,910,79,562,276.033,134.928,6.72956
70,923,68,930,297,214.383,6.65996
71,936,37,479,191.667,111.09,6.71242
72,949,65,587,231.4,133.469,6.6169
73,962,23,658,245.567,156.526,6.38333
74,975,12,933,345.867,220.092,6.31659
75,988,29,1348,307.5,261.859,6.23176
76,1001,43,847,280.433,207.879,6.2823
77,1014,72,972,327.1,213.72,6.48684
78,1027,21,1732,463.467,397.251,6.62502
79,1040,43,1108,411.8,276.943,6.80895
80,1053,80,1539,514.4,339.709,6.92399
81,1066,72,1186,430.833,305.807,7.01957
82,1079,73,1416,512.9,318.818,6.94815
83,1092,140,1529,532.233,414.7,6.71913
84,1105,128,1952,409.5,362.64,6.64532
85,1118,53,1159,331.9,244.2,6.69084
86,1131,89,1729,344.433,328.582,6.76675
87,1144,49,1470,472.6,339.875,6.85109
88,1157,47,1194,456.333,281.635,7.18289
89,1170,53,1083,377.567,274.744,7.32885
90,1183,35,1027,347.367,235.294,7.3882
91,1196,62,946,347.967,243.115,7.37041
92,1209,34,603,275.067,163.889,7.27753
93,1222,52,1031,322.2,253.576,7.20413
94,1235,74,949,371,231.783,7.22188
95,1248,119,896,350.667,216.922,7.22982
96,1261,78,1062,376.033,268.244,7.15112
97,1274,43,1169,367.733,251.386,7.15469
98,1287,76,689,300.067,161.104,7.22031
99,1300,47,1446,493.5,367.324,7.15964
100,1313,8,1260,352.1,261.339,7.31389
101,1326,84,1181,398.133,285.544,7.33998
102,1339,51,1442,485.133,378.347,7.35078
103,1352,115,849,352.967,220.357,7.29874
104,1365,59,1823,393.8,388.377,7.39963
105,1378,88,1959,501.867,392.578,7.44733
106,1391,110,1288,597.133,364.253,7.4041
107,1404,62,2062,726.367,580.708,7.18288
108,1417,116,2090,701.033,479.211,7.12299
109,1430,102,1563,350.8,295.806,7.29456
110,1443,87,1331,472.167,299.443,7.15425
111,1456,47,1276,439.9,340.798,7.06529
112,1469,50,699,293.7,173.44,6.88266
113,1482,69,970,367.6,220.02,6.83336
114,1495,105,1049,415.533,294.443,6.78345
115,1508,113,2056,486.167,442.807,6.83143
116,1521,85,1225,360.567,265.099,6.89536
117,1534,67,1294,518.567,340.319,6.80809
118,1547,86,2832,672.3,623.212,6.71876
119,1560,74,1478,461.1,372.2,6.88528
120,1573,77,1127,340.267,236.487,7.028
121,1586,99,2019,658.433,536.318,6.91196
122,1599,92,1862,553.267,449.177,6.75725
123,1612,61,1737,592.9,451.188,6.57595
124,1625,69,1781,545.733,421.035,6.47496
125,1638,46,1771,413.767,380.649,6.42779
126,1651,82,1133,423.3,264.35,6.38149
127,1664,80,1611,421.267,383.084,6.37841
128,1677,93,1166,337.467,250.158,6.45189
129,1690,52,2172,494.067,499.17,6.66037
130,1703,48,1596,558.6,377.651,6.78774
131,1716,75,1785,621.933,433.148,6.77527
132,1729,119,1526,475.3,348.994,6.6736
133,1742,111,1669,641.167,516.412,6.77707
134,1755,119,2306,572.933,458.453,7.19146
135,1768,108,4401,877.8,845.48,7.18574
136,1781,9,1783,425.467,406.744,7.25522
137,1794,91,1857,641.333,483.533,7.08729
138,1807,98,1076,435.4,242.102,6.88635
139,1820,101,2867,616.933,590.728,6.70352
140,1833,48,1807,597.233,463.475,6.63029
141,1846,152,1516,621.367,447.081,6.27603
142,1859,68,2249,719.933,601.361,5.98418
143,1872,139,1946,691.3,471.029,5.84273
144,1885,53,2461,659.4,548.063,5.58091
145,1898,92,4240,774.133,910.553,5.41018
146,1911,138,2815,906.467,691.53,5.37163
147,1924,8,2178,618.2,532.079,5.12032
148,1937,104,1933,679.2,527.114,4.98216
149,1950,87,1861,559.733,470.535,4.87885
150,1963,95,1885,712.6,546.581,4.76806
151,1976,139,1265,462.933,281.055,4.65073
152,1989,60,1504,552.1,400.861,4.55217
153,2002,105,2754,615.533,571.997,4.43792
154,2015,95,1659,525.533,373.595,4.29372
155,2028,17,2842,657.5,671.584,4.22108
156,2041,121,2159,668.1,499.999,4.11077
157,2054,115,2311,700.167,554.431,3.92815
158,2067,94,1887,705.333,529.217,3.75846
159,2080,46,3247,765.667,784.042,3.66129
160,2093,70,3024,618.433,594.366,3.63935
161,2106,96,2396,587.533,565.003,3.74207
162,2119,40,1721,479.233,353.895,3.98726
163,2132,39,1200,440.133,294.441,4.14819
164,2145,69,2860,731.267,655.94,4.35632
165,2158,32,1283,466.967,371.784,4.5196
166,2171,94,1554,410.5,350.361,4.519
167,2184,57,3566,581.7,744.899,4.45277
168,2197,145,1786,626.967,385.136,4.44923
169,2210,109,3446,593.933,656.845,4.33989
170,2223,81,1525,514.2,396.305,4.14122
171,2236,56,2369,750.6,545.855,3.91137
172,2249,59,4235,977.633,899.143,3.80055
173,2262,143,4589,1083.4,1009.84,3.88004
174,2275,65,3162,922.033,738.434,3.91166
175,2288,79,1915,792.333,568.049,3.90775
176,2301,99,5884,1126.87,1449.38,3.851
177,2314,85,4052,890.067,1030.57,4.02864
178,2327,129,4269,972.933,1054.72,4.27831
179,2340,185,3300,987.133,755.537,4.35724
180,2353,102,3622,773,837.329,4.35075
181,2366,178,2493,1081.67,669.324,4.39318
182,2379,218,3360,1075.63,774.688,4.47027
183,2392,111,2717,981.3,677.726,4.5501
184,2405,91,3524,1247.97,961.145,4.56658
185,2418,90,2836,968.067,774.675,4.6821
186,2431,113,8695,1061.27,1832.81,4.83034
187,2444,85,4415,1373.23,1213.2,4.92088
188,2457,78,2317,1094.07,697.476,4.99459
189,2470,155,3846,1091.2,895.514,5.0519
190,2483,127,3479,995.467,794.973,5.1678
191,2496,83,2799,746.333,736.94,5.30335
192,2509,50,3810,828.933,835.974,5.512
193,2522,79,2005,690.233,576.208,5.51996
194,2535,89,4083,851.333,936.689,5.45485
195,2548,113,3091,759.9,673.531,5.43838
196,2561,64,1346,547.167,358.588,5.22696
197,2574,66,2346,725,613.406,5.03213
198,2587,37,2017,512.667,485.807,5.0148
199,2600,42,2089,922.467,599.739,5.15947
200,2613,109,3165,844.767,821.927,5.15577
201,2626,59,3442,721.767,829.156,5.08802
202,2639,29,1651,589.067,448.56,5.01711
203,2652,51,2661,737.333,718.553,4.96018
204,2665,42,2568,757.733,680.499,5.01186
205,2678,103,3754,1077,831.156,5.0076
206,2691,23,4045,840.2,789.078,4.8373
207,2704,115,5886,1336.73,1273.87,4.78434
208,2717,48,2967,831.733,777.762,4.71275
209,2730,154,3104,1129.03,886.873,4.78411
210,2743,135,3923,989.133,921.529,4.80762
211,2756,88,2236,776.2,616.975,4.77188
212,2769,132,2732,901.567,581.922,4.62522
213,2782,47,5388,838.033,1060.17,4.55187
214,2795,210,3074,978.7,790.041,4.47838
215,2808,114,2404,1038.57,719.227,4.37909
216,2821,76,2039,725.667,495.014,4.32317
217,2834,99,2704,867.367,688.774,4.38724
218,2847,14,2797,551.833,563.714,4.25226
219,2860,116,2717,855.267,678.265,3.95112
220,2873,20,4116,1007.07,1093.24,3.76196
221,2886,49,1977,723.567,567.679,3.61383
222,2899,53,1709,610.833,436.3,3.5974
223,2912,130,2460,984.267,656.748,3.61962
224,2925,49,3921,887.967,1006.13,3.67974
225,2938,63,2003,913.633,534.43,3.52031
226,2951,69,2506,865.633,635.729,3.38053
227,2964,115,3274,791.633,757.154,3.33569
228,2977,69,3811,960.633,808.621,3.41163
229,2990,127,4100,1136.1,918.454,3.41738
230,3003,37,2613,851.333,601.459,3.41469
231,3016,137,4042,1152.9,1003.53,3.38045
232,3029,73,3924,877.6,827.705,3.41205
233,3042,87,4088,1001.17,890.674,3.48576
234,3055,84,3747,1192.37,847.383,3.45206
235,3068,130,1883,868.467,627.877,3.51272
236,3081,64,4670,901.467,1128.04,3.61236
237,3094,142,4416,1079.47,1033.78,3.6202
238,3107,101,3658,1046.73,910.86,3.65717
239,3120,52,4704,1329.67,1208.55,3.70007
240,3133,123,2851,1126.4,763.838,3.77829
241,3146,254,3635,1182.83,905.317,3.70808
242,3159,184,4032,1250.93,946.712,3.54193
243,3172,104,2482,686.067,593.283,3.49343
244,3185,66,4005,920.767,1119.58,3.44565
245,3198,108,5493,966.8,1116.4,3.50444
246,3211,134,4654,1321.17,1046.07,3.51763
247,3224,87,5492,1060.3,1046.38,3.48222
248,3237,198,4737,1246.97,1176.24,3.52285
249,3250,105,3938,1194.07,967.071,3.60068
250,3263,191,2740,1184.9,754.426,3.67767
251,3276,154,5536,1595.6,1376.69,3.63876
252,3289,68,5558,1406.3,1308.73,3.67493
253,3302,26,5777,1444.53,1237.72,3.73529
254,3315,94,4848,1474,1218.77,3.86321
255,3328,73,6079,1284,1356.68,3.93876
256,3341,163,3590,1493.23,910.092,4.05432
257,3354,61,6068,1267.83,1233.91,4.12437
258,3367,115,4657,1479.77,1264.53,4.26152
259,3380,199,3495,1064.73,785.635,4.48208
260,3393,117,5979,1568.67,1491.76,4.58771
261,3406,127,6458,1407.87,1236.55,4.61397
262,3419,61,1943,870.333,582.329,4.54539
263,3432,116,4646,1245.53,1244.8,4.45855
264,3445,135,3096,1190.63,899.814,4.47657
265,3458,129,5224,1218.93,1130.65,4.50367
266,3471,23,5538,1204.33,1414.58,4.43009
267,3484,59,3251,1354.07,854.026,4.30416
268,3497,107,3709,920.733,838.787,4.34099
269,3510,69,3811,1133.97,952.484,4.46213
270,3523,18,2846,1042.87,802.87,4.47028
271,3536,49,2464,745.2,745.379,4.5358
272,3549,58,3662,779,804.767,4.59293
273,3562,69,5520,900.767,1185.7,4.71862
274,3575,38,3437,825.9,766.399,4.80989
275,3588,97,2794,971,750.166,4.90117
276,3601,15,4210,691.4,807.144,4.99773
277,3614,94,2546,806.033,655.104,4.91513
278,3627,121,2486,851.467,518.655,4.81081
279,3640,109,1874,645.267,458.522,4.68203
280,3653,87,2851,703.6,612.356,4.66388
281,3666,69,2609,715.2,632.694,4.60479
282,3679,128,3872,905.733,770.773,4.45734
283,3692,40,2074,743.5,529.944,4.47794
284,3705,132,2303,900.433,667.912,4.57197
285,3718,180,3132,1003.77,751.103,4.54906
286,3731,133,5244,948.267,1091.43,4.55424
287,3744,230,2714,976.167,703.52,4.64018
288,3757,179,5595,974.567,1043.05,4.67147
289,3770,115,2677,878.967,613.235,4.64566
290,3783,49,3797,1009.17,975.157,4.56476
291,3796,139,3545,1098.53,831.477,4.53609
292,3809,63,5054,1590.63,1254.7,4.50787
293,3822,146,6751,1609.3,1569.21,4.38371
294,3835,152,9143,2172.97,2128.55,4.37635
295,3848,162,7021,1872.4,1816.77,4.31189
296,3861,38,6727,2050.13,1998.26,4.33399
297,3874,22,3583,1326.13,1090.71,4.33554
298,3887,85,7415,2321.63,1809.63,4.4065
299,3900,117,3936,1458.3,1128.59,4.48502
300,3913,346,8492,2552.03,2493.6,4.53675
301,3926,204,8676,1872.57,1980.71,4.57492
302,3939,110,9904,2460.13,2468.77,4.73085
303,3952,63,7450,1689.97,1661.09,5.02433
304,3965,153,8191,2381.3,1941.4,5.24344
305,3978,169,8739,2838.53,2573.54,5.40266
306,3991,142,17098,3703.73,3750.09,5.53577
307,4004,148,17149,3832.03,3607.52,5.7629
308,4017,100,10235,3022.47,2666.45,5.98179
309,4030,71,9821,3587.33,2821.28,6.04367
310,4043,79,15333,2858.4,3085.5,6.08197
311,4056,162,5206,1877.03,1618.68,6.0378
312,4069,127,8645,2167.13,2381.18,5.95169
