generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize
0,13,0,0,0,0,9.26621
1,26,0,1,0.0333333,0.182574,8.59822
2,39,0,1,0.0333333,0.182574,8.34743
3,52,0,0,0,0,7.95208
4,65,0,0,0,0,7.80198
5,78,0,0,0,0,7.77989
6,91,0,0,0,0,7.74554
7,104,0,0,0,0,7.66032
8,117,0,0,0,0,7.44684
9,130,0,0,0,0,7.25669
10,143,0,0,0,0,7.03335
11,156,0,1,0.0333333,0.182574,6.98912
12,169,0,1,0.0333333,0.182574,6.81226
13,182,0,0,0,0,6.86522
14,195,0,0,0,0,6.94464
15,208,0,0,0,0,6.79092
16,221,0,1,0.0333333,0.182574,6.66051
17,234,0,1,0.0333333,0.182574,6.64306
18,247,0,3,0.133333,0.571346,6.75505
19,260,0,3,0.166667,0.647719,6.69366
20,273,0,1,0.0666667,0.253708,6.76249
21,286,0,0,0,0,6.79334
22,299,0,0,0,0,6.77274
23,312,0,1,0.0333333,0.182574,6.78042
24,325,0,1,0.0333333,0.182574,6.72699
25,338,0,0,0,0,6.81411
26,351,0,0,0,0,6.98743
27,364,0,0,0,0,7.11079
28,377,0,1,0.0333333,0.182574,7.36451
29,390,0,0,0,0,7.51826
30,403,0,0,0,0,7.41316
31,416,0,0,0,0,7.19519
32,429,0,0,0,0,7.27926
33,442,0,0,0,0,7.45428
34,455,0,1,0.0333333,0.182574,7.61189
35,468,0,0,0,0,7.4803
36,481,0,1,0.0333333,0.182574,7.39413
37,494,0,0,0,0,7.23991
38,507,0,0,0,0,7.1742
39,520,0,1,0.0333333,0.182574,6.93775
40,533,0,2,0.0666667,0.365148,6.9247
41,546,0,0,0,0,6.91907
42,559,0,1,0.0333333,0.182574,6.98243
43,572,0,0,0,0,6.86376
44,585,0,2,0.0666667,0.365148,6.88017
45,598,0,2,0.1,0.402578,7.14297
46,611,0,0,0,0,7.23244
47,624,0,1,0.0333333,0.182574,7.1496
48,637,0,1,0.0333333,0.182574,7.15233
49,650,0,0,0,0,7.12219
50,663,0,1,0.0333333,0.182574,7.16569
51,676,0,2,0.1,0.402578,7.07037
52,689,0,0,0,0,6.99371
53,702,0,1,0.1,0.305129,7.00034
54,715,0,2,0.1,0.402578,7.01002
55,728,0,2,0.0666667,0.365148,6.82311
56,741,0,1,0.0333333,0.182574,6.71039
57,754,0,1,0.0333333,0.182574,6.7197
58,767,0,2,0.266667,0.52083,6.96284
59,780,0,2,0.233333,0.568321,7.1919
60,793,0,2,0.233333,0.504007,7.40305
61,806,0,2,0.3,0.534983,7.60435
62,819,0,2,0.5,0.776819,7.51225
63,832,0,2,0.266667,0.52083,7.42992
64,845,0,2,0.266667,0.583292,7.45436
65,858,0,2,0.1,0.402578,7.52116
66,871,0,2,0.1,0.402578,7.73866
67,884,0,2,0.0666667,0.365148,7.77082
68,897,0,2,0.233333,0.504007,7.94291
69,910,0,1,0.1,0.305129,8.02871
70,923,0,3,0.233333,0.678911,8.19871
71,936,0,3,0.266667,0.691492,8.0808
72,949,0,3,0.333333,0.802296,8.15841
73,962,0,3,0.233333,0.626062,8.15613
74,975,0,4,0.366667,0.889918,8.19689
75,988,0,2,0.366667,0.718395,8.22231
76,1001,0,5,0.933333,1.43679,8.32947
77,1014,0,4,0.8,1.15669,8.43847
78,1027,0,5,1.26667,1.2299,8.57088
79,1040,0,7,2.46667,2.08001,8.49746
80,1053,0,9,2.2,2.29542,8.35612
81,1066,0,13,3.13333,2.82517,8.39724
82,1079,0,9,2.23333,2.02882,8.39794
83,1092,0,8,1.9,2.15519,8.39319
84,1105,0,6,2.46667,1.81437,8.20028
85,1118,0,8,3.43333,2.20788,8.20391
86,1131,0,12,3.7,2.71839,8.10045
87,1144,0,9,3.4,2.38675,8.09699
88,1157,1,11,4.3,2.24607,8.01712
89,1170,0,8,2.46667,1.92503,7.79363
90,1183,1,9,4.63333,2.17324,7.48536
91,1196,0,8,3.93333,2.49044,7.37435
92,1209,0,13,4.96667,3.01128,7.56892
93,1222,0,17,6.73333,4.51001,7.63979
94,1235,0,19,6.46667,5.01538,7.87258
95,1248,0,18,5.63333,3.73689,7.79576
96,1261,0,12,5.33333,3.12204,7.67437
97,1274,0,13,6.2,4.34225,7.55773
98,1287,2,23,7.1,4.68563,7.60183
99,1300,0,19,8.5,4.82629,7.7193
100,1313,1,21,10.0333,5.70833,7.736
101,1326,0,20,7.16667,4.98331,7.67702
102,1339,1,27,9.8,6.16106,7.5279
103,1352,1,31,8.86667,6.01569,7.51772
104,1365,2,24,10.8667,5.0085,7.64297
105,1378,3,25,12.2333,6.02113,7.64075
106,1391,2,35,13.4667,7.12806,7.4126
