generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize
0,13,0,1,0.0666667,0.253708,9.36746
1,26,0,4,0.6,1.06997,9.06066
2,39,0,2,0.2,0.484234,9.03354
3,52,0,7,1.56667,2.23889,9.02024
4,65,0,8,2.73333,2.54522,9.14463
5,78,10,57,31.2667,11.753,9.13176
6,91,2,46,20.8667,9.63017,9.41125
7,104,12,53,32.1,11.7542,9.869
8,117,15,59,32.8667,10.846,9.86619
9,130,12,80,37.6,16.1728,9.93366
10,143,3,73,37.2667,18.8861,10.0758
11,156,17,114,68.9,26.5854,10.2134
12,169,18,76,46.9,16.3904,10.0726
13,182,26,147,65.1667,33.0799,9.71024
14,195,37,148,78.4333,36.185,9.31384
15,208,36,201,90.3667,35.6027,9.03194
16,221,29,172,76.6,34.447,8.73259
17,234,25,218,93.1333,46.5097,8.51122
18,247,26,120,67.3333,28.834,8.65791
19,260,42,265,97.5333,53.9998,8.79041
20,273,48,337,133.7,73.8396,8.8296
21,286,89,716,234.9,148.991,8.91122
22,299,41,913,316.4,222.531,9.00485
23,312,68,857,375.867,230.405,9.28662
24,325,101,1550,531.533,369.106,9.74026
25,338,97,3447,1253.73,894.278,9.87286
26,351,79,4360,1301.47,962.886,10.1377
27,364,212,6608,1961.17,1547.09,10.3287
28,377,93,3121,960.7,693.879,10.2173
29,390,145,5232,1072.4,1323.19,10.08
30,403,118,2843,977.7,637.325,9.86255
31,416,24,1225,469.4,339.517,9.65456
32,429,83,923,419.367,285.528,9.66403
33,442,34,1254,352.033,288.386,9.71237
34,455,120,1540,473.533,362.57,9.96008
35,468,110,1147,386.4,277.944,10.0494
36,481,81,2100,638.633,536.038,10.0442
37,494,76,1922,502.033,439.065,10.075
38,507,58,1186,364,262.427,9.93283
39,520,92,853,412.8,238.773,9.67482
40,533,46,1762,397.733,365.014,9.63047
41,546,83,1049,426.4,251.888,9.66067
42,559,62,1877,407.167,372.16,9.45697
43,572,85,1128,417.7,251.173,9.12175
44,585,81,877,244.867,185.272,8.94527
45,598,66,1292,371.7,341.899,8.80602
46,611,61,1137,381.033,267.441,8.60004
47,624,32,949,313.833,233.355,8.38597
48,637,19,2093,386.8,406.318,8.39984
49,650,77,572,291.467,154.018,8.3633
50,663,72,2040,633.7,419.733,8.36645
51,676,38,2234,610,529.855,8.22509
52,689,23,2370,534.8,542.161,7.8328
53,702,63,2038,640.4,487.559,7.5951
54,715,36,2090,633.567,525.521,7.46689
55,728,201,4060,1239.6,911.89,7.47616
56,741,97,4013,1365.67,980.494,7.44837
57,754,115,4535,1348.83,1076.85,7.1432
58,767,139,2992,992.3,786.668,6.75731
59,780,51,2646,969.633,768.145,6.54107
60,793,19,3622,1236.9,973.853,6.32627
61,806,142,4379,1422.23,1030.19,6.13476
62,819,133,5442,1397.07,1298.97,5.99708
63,832,73,3769,1381.03,1077,5.656
64,845,67,10805,1962.7,2514.43,5.40313
65,858,156,7565,1973.2,1726.91,5.22616
66,871,105,6334,1752.97,1565.68,5.05948
67,884,123,6357,1852.17,1472.09,4.90646
68,897,131,4128,1580.3,1193.16,4.81116
69,910,51,6020,1278.97,1375.75,4.77781
70,923,89,8394,2072.03,2050.21,4.66372
71,936,110,5773,1522.47,1428.75,4.47775
72,949,71,5501,1380.37,1255.65,4.42589
73,962,214,5277,1341.37,1147.34,4.27345
74,975,341,6541,1380.3,1209.2,4.12551
75,988,188,8670,1989.9,2135.45,4.01942
76,1001,140,4881,1370.13,1213.27,3.98508
77,1014,114,7414,1878.53,1865.25,3.85258
78,1027,110,3970,1429.57,939.228,3.69383
79,1040,139,6032,1572.6,1245.21,3.57357
80,1053,230,12920,2816.03,2675.85,3.50884
81,1066,103,8909,2241.43,2301.61,3.51916
82,1079,272,9133,2297.6,2318.25,3.4689
83,1092,119,12202,2261.77,2542.72,3.35692
84,1105,77,24247,3593.5,4733.55,3.37976
85,1118,165,12643,3710.67,3573.08,3.42275
86,1131,99,16670,3570.33,4089.73,3.38423
87,1144,217,14448,3110.13,3046.7,3.39974
88,1157,244,15536,4402.57,4109.04,3.44304
89,1170,435,21408,7373.73,6241.53,3.48571
90,1183,560,24415,6156.6,5925.98,3.43599
91,1196,164,19368,6344.87,5326.33,3.32195
92,1209,438,39365,10482.1,10590.5,3.2691
93,1222,376,36972,8442.47,8128.51,3.21511
94,1235,348,31389,9120.67,8496.54,3.13471
95,1248,63,15376,5293.5,4194.73,3.13689
96,1261,254,35863,6984.83,7036.83,3.18968
97,1274,135,28992,7185.93,7196.97,3.22115
98,1287,307,16285,4872.1,3885.62,3.22716
99,1300,134,26215,5479.8,6132.86,3.22639
100,1313,255,12850,5397.63,3307.49,3.21493
101,1326,82,34676,7187.8,7651.21,3.2642
102,1339,356,32477,6293.3,7015.73,3.14672
103,1352,184,45468,9349.77,10665.1,3.08303
104,1365,151,44523,8230.2,9619.83,2.93834
105,1378,719,36014,12384.8,8982.86,2.87957
106,1391,417,52304,11257.5,10798.2,2.86137
107,1404,416,36782,9379.07,9001.01,2.86224
108,1417,1499,25538,9052.33,6780.51,2.87039
109,1430,62,78817,15779.5,19574.5,2.85081
110,1443,61,46099,14636.4,12391.6,2.81536
111,1456,1558,51413,14522.8,13351.2,2.89562
112,1469,382,68114,17063.8,17065.9,2.94129
113,1482,960,31088,13208,9366.67,2.98005
114,1495,560,40695,12523.5,11013.1,3.08934
115,1508,394,41975,10104.7,9078.59,3.19381
116,1521,501,57999,13675.7,12604.7,3.26972
117,1534,842,65671,13785.6,13446.9,3.28949
118,1547,545,67865,18122.9,18734.8,3.32973
119,1560,1700,64198,19425.8,15829.6,3.37474
120,1573,660,96027,30975.4,26778.5,3.38683
121,1586,1587,64997,29357.7,18900.7,3.29361
122,1599,496,140580,32338.6,34070.3,3.27702
123,1612,663,68209,19603,16619.9,3.1772
124,1625,339,65624,20341.8,16279.2,3.12711
125,1638,833,80336,20009.3,21710.5,3.10811
126,1651,896,69506,19125.6,20638,3.13054
127,1664,313,52398,13836.1,13551.3,3.08345
128,1677,539,59753,20018.7,17295.7,3.06441
129,1690,944,69488,16806.9,16511.6,3.15533
130,1703,531,83521,21050.3,17121.8,3.19366
131,1716,1033,84446,16330.1,19923.7,3.14569
132,1729,1097,103497,22164.5,22594.5,3.13725
133,1742,1453,104769,22777.7,23831.3,3.20093
134,1755,1130,73195,24681.3,21256.7,3.13615
135,1768,107,71091,19574.1,19864.5,3.11563
136,1781,814,65332,20502.3,17188.8,3.08602
137,1794,605,119103,23859.7,24722.4,3.04155
138,1807,343,81248,15342.2,17107.4,3.03308
139,1820,403,63896,15708.3,16700.8,3.05642
140,1833,274,66247,21699.3,17268.6,3.10719
141,1846,271,89607,20622.3,20630,3.08015
142,1859,1282,129480,29410.6,30204,3.00235
143,1872,161,162848,41320.3,42654.7,2.90948
144,1885,3442,96976,37899.3,26535.2,2.88342
145,1898,538,167867,34574.4,35143.1,2.92336
146,1911,1657,96373,28948.6,23427.3,2.88587
147,1924,253,184474,37959.7,41105,2.87253
148,1937,330,158375,45183.9,46864.2,2.83323
149,1950,1928,184645,45966.5,50310.9,2.84083
150,1963,528,139259,30726.7,32536.7,2.86927
151,1976,1341,105498,29845.6,29447.5,2.81336
152,1989,27,196438,39408.4,44955.7,2.75503
153,2002,90,185207,31103.2,39018.4,2.6879
154,2015,1633,179256,41755.3,45517,2.63602
155,2028,2729,177096,37867.6,39924.3,2.52654
156,2041,1482,115077,38162.5,33272.2,2.50165
157,2054,435,121943,39804.6,27640.3,2.52543
158,2067,1410,194253,53270.6,46901.3,2.55996
159,2080,3428,218658,54995.1,48599.7,2.5708
160,2093,416,205050,57410.1,53989.6,2.54888
161,2106,1044,197961,43706.3,43461,2.53947
162,2119,2061,152754,55480.9,38753.8,2.48952
163,2132,464,247475,54745.5,49006.9,2.37768
164,2145,1043,209216,69798.6,52735.3,2.25911
165,2158,278,145306,44115.2,39110.6,2.1713
166,2171,924,210428,54344.6,52398.3,2.18714
167,2184,1326,198132,50148.1,50873.1,2.15147
168,2197,335,205838,43034.1,41831.8,2.15021
169,2210,638,182122,50140.3,48929.9,2.10672
170,2223,631,190378,26457.9,34247.8,2.07152
171,2236,2479,204213,54344.7,53196.3,2.00123
