generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize
0,13,0,4,0.9,1.18467,9.5639
1,26,0,7,1.9,1.80707,9.24388
2,39,0,6,1.26667,1.59597,9.17807
3,52,0,8,2.53333,1.92503,9.14296
4,65,0,19,5.8,3.93394,9.29254
5,78,0,16,6.9,3.53651,9.71266
6,91,1,11,5.5,2.80086,10.1242
7,104,1,12,5.06667,2.87598,10.502
8,117,2,13,6.23333,3.42086,11.1638
9,130,0,12,7.33333,3.05505,11.5631
10,143,3,20,10.4667,4.37653,11.957
11,156,0,19,8.36667,4.19756,12.4576
12,169,4,33,13.0667,6.26943,13.1428
13,182,2,33,14.8,7.52192,13.7332
14,195,4,30,16.6667,5.06055,14.3597
15,208,6,29,17.4333,6.64718,15.1201
16,221,9,40,20.1,7.91049,16.1171
17,234,6,37,21,8.29208,17.1229
18,247,4,44,20.1667,10.2287,18.1095
19,260,5,45,20,10.154,18.7183
20,273,15,78,39.0667,16.7063,18.8209
21,286,10,69,32.5667,15.0142,19.1321
22,299,18,118,49.0667,24.4849,19.4876
23,312,16,124,46.1,23.4349,18.8995
24,325,16,188,69.3,35.5316,19.1013
25,338,15,119,55,25.2313,19.8312
26,351,12,116,58.8,28.8974,20.3273
27,364,20,100,57.9333,22.003,20.6834
28,377,23,139,64.7667,26.8863,21.4653
29,390,24,155,72.4,29.3922,22.275
30,403,19,213,95,54.8754,23.1919
31,416,28,298,96.2667,58.5285,23.6457
32,429,62,276,136.8,55.9633,24.3734
33,442,30,290,114.233,72.5133,24.7494
34,455,30,271,119.967,62.5165,24.5473
35,468,27,247,114.667,59.1808,24.1233
36,481,49,266,120.2,50.8937,23.6684
37,494,47,339,148.267,81.2675,23.0492
38,507,28,333,121.533,60.2785,22.5788
39,520,35,370,135.767,74.8643,22.3949
40,533,68,373,166.633,78.2117,22.3272
41,546,60,321,180.767,76.5798,21.89
42,559,36,277,180.233,72.2384,22.0766
43,572,13,450,144.767,92.3396,22.5352
44,585,60,379,178.567,96.3377,22.6712
45,598,61,414,170.333,83.019,22.223
46,611,5,335,154.067,87.9866,21.9821
47,624,35,426,173.267,97.8165,21.2397
48,637,44,432,179,107.537,21.0831
49,650,18,484,155.567,118.442,21.1064
50,663,12,300,145.933,83.947,20.9388
51,676,25,492,180.033,127.662,20.4924
52,689,40,473,182.067,111.783,20.2376
53,702,50,474,206.567,106.252,20.5651
54,715,17,1372,216.133,254.18,20.8102
55,728,76,887,281.733,182.96,20.7339
56,741,22,1420,246.467,271.042,21.1029
57,754,15,1300,295.7,277.41,22.1727
58,767,8,865,275.033,213.875,22.3483
59,780,3,764,291.3,217.363,22.8477
60,793,43,1639,339.233,354.617,23.2829
61,806,9,616,246.867,153.811,23.6186
62,819,25,2329,403.3,431.615,23.8426
63,832,16,696,312.7,183.109,24.5805
64,845,1,1355,356.1,355.782,25.3277
65,858,55,1378,512.067,360.136,26.115
66,871,34,1002,263.967,220.438,25.7892
67,884,85,1031,381.833,254.298,25.0643
68,897,62,1982,743.733,553.277,24.7437
69,910,91,2109,649.1,547.936,24.9665
70,923,49,1361,495.467,425.436,25.6291
71,936,31,2151,752.067,641.979,25.5413
72,949,47,1406,458.2,344.379,24.639
73,962,88,1552,600.967,405.013,23.4835
74,975,40,969,439.9,277.622,23.3538
75,988,81,3119,650.933,621.459,23.3159
76,1001,74,2669,548.067,603.708,23.1974
77,1014,53,1855,460.167,489.758,23.0829
78,1027,31,2990,522.967,632.381,22.7805
79,1040,32,2388,544.033,564.954,22.9187
80,1053,55,2176,592.467,471.231,22.9675
81,1066,59,1895,624.633,498.429,23.514
82,1079,89,2214,600.767,561.012,23.7691
83,1092,78,1741,481.933,472.706,24.3022
84,1105,67,1912,544.4,499.442,23.9214
85,1118,50,1209,347.033,284.178,22.9606
86,1131,62,2243,605.5,561.251,22.0575
87,1144,102,1376,456.433,370.547,21.8314
88,1157,8,1140,384.3,313.976,21.973
89,1170,56,1623,487.2,435.04,21.9915
90,1183,73,3928,948.4,797.754,22.3821
91,1196,81,2503,656.933,638.704,22.3832
92,1209,101,2757,818.067,702.044,22.8834
93,1222,98,2461,883.767,555.727,23.3413
94,1235,66,2864,834.5,712.874,23.6724
95,1248,171,7057,1936.73,1875.4,24.0999
96,1261,269,10086,3551.53,2613.68,24.5438
97,1274,463,16641,5357.43,4101.07,25.8276
98,1287,699,34136,9820.53,10055.1,27.0086
99,1300,408,123640,27095.5,29653.7,28.3998
100,1313,309,40631,13622.3,11587,28.9328
101,1326,154,91691,17458.9,19355,29.4465
102,1339,3054,149335,25014.6,28725.5,30.1067
103,1352,601,123187,26975.6,31322.2,30.6755
104,1365,961,74798,20743.3,16423.7,31.7892
105,1378,1077,106734,22670.8,22868.4,32.4851
106,1391,131,27025,7728.03,7058.82,33.8554
107,1404,635,49108,12492.3,11341.3,33.4947
108,1417,629,100309,31521.6,30339.9,34.0455
109,1430,595,59914,19229.5,16428.6,33.93
110,1443,68,77325,20608.4,21662.2,33.4718
111,1456,249,45044,10978.5,12034.6,32.7128
112,1469,385,32142,10109.7,8626.96,32.6064
113,1482,137,21914,7654.1,6769.25,32.4854
114,1495,242,36743,9257.6,8905.7,32.2712
115,1508,541,32152,6574.67,7122.68,32.6847
116,1521,381,56820,11673.4,12157.6,33.6062
117,1534,226,30890,9408.5,8160.25,34.2746
118,1547,1042,36561,9764.5,7159.23,34.5753
119,1560,139,69096,12230.1,13056.2,33.3297
120,1573,103,77064,14859.6,16595.5,32.2632
121,1586,789,113595,28138.8,28686.6,30.8528
122,1599,1031,77796,19897.1,19565.5,30.0777
123,1612,228,77122,17404.9,15694.9,28.9151
124,1625,53,65224,17745,15646.2,27.6478
125,1638,523,32129,11229,9110.18,26.8712
126,1651,110,34872,9505.67,9114.94,26.2669
127,1664,194,82168,17991.3,17700.7,25.2341
128,1677,830,132878,22989.8,28469.7,24.0357
129,1690,3915,128644,23701.6,27232.7,23.6908
130,1703,4761,76573,26230.4,18811.7,22.9458
131,1716,1126,135999,21056,26675.5,22.1776
132,1729,378,63383,18137.4,16073.6,21.2749
133,1742,860,89766,30382.5,21677.7,20.7469
134,1755,2367,82262,28251.4,23255.6,20.3369
135,1768,826,146107,33485.8,31578.9,20.4069
136,1781,751,89548,33031,26182.7,20.9661
137,1794,2007,129985,35480,29492.5,20.7716
138,1807,134,193319,31914.1,36882.7,20.3964
139,1820,955,367475,45242.9,65834.6,20.386
140,1833,1329,250340,93074.1,72855.3,20.1342
141,1846,2878,341178,71231.3,77713.1,19.2821
142,1859,2896,340256,78226.3,80850.6,18.6294
