generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize
0,13,0,4,1.16667,0.912871,9.38398
1,26,0,4,0.533333,1.00801,9.14627
2,39,0,4,1.03333,1.21721,8.99962
3,52,0,3,0.666667,0.884087,9.49549
4,65,0,11,1.63333,2.28161,10.2006
5,78,0,8,3.36667,2.29667,10.908
6,91,0,22,3.36667,4.31104,11.2358
7,104,0,14,4.13333,3.33976,11.5406
8,117,0,11,3.9,3.26264,11.7256
9,130,2,20,7.63333,4.64226,11.65
10,143,1,27,12.3667,6.36523,11.8976
11,156,11,70,32.2333,12.4504,12.0657
12,169,6,36,22.1333,7.56459,11.8828
13,182,3,31,16.2667,7.41821,11.7245
14,195,10,49,24.8667,9.19795,11.517
15,208,11,63,28.2667,10.7252,11.3089
16,221,8,69,28.6333,12.2966,11.0825
17,234,6,37,23.4,8.2236,10.6915
18,247,18,113,59.5,21.4488,10.6052
19,260,33,141,82.4333,29.0014,10.6393
20,273,65,503,197.667,99.1364,10.8237
21,286,34,801,235.767,192.26,10.7682
22,299,43,210,133.033,47.2174,10.6208
23,312,50,403,172.6,95.6649,10.7553
24,325,34,212,129.4,49.2871,10.8491
25,338,41,471,153.933,90.4079,10.6499
26,351,19,427,137.033,80.4537,10.5462
27,364,25,370,137.933,87.9012,10.3671
28,377,56,415,160.033,95.3037,10.2218
29,390,28,382,158.9,87.1077,9.79772
30,403,43,429,195.2,90.0725,9.56779
31,416,73,709,187.667,145.708,9.22963
32,429,27,717,223.267,154.098,9.24529
33,442,41,551,261.967,147.288,9.07769
34,455,70,930,303.6,208.736,8.9461
35,468,37,636,265.733,152.233,8.77321
36,481,47,602,240.2,144.668,8.58254
37,494,106,663,259.4,122.309,8.63222
38,507,68,631,230.233,133.922,8.84957
39,520,112,1342,368.133,294.808,8.94915
40,533,73,1302,337.1,254.145,9.0418
41,546,104,1768,433.433,370.983,9.08132
42,559,71,1111,400.367,257.084,9.51441
43,572,62,2427,618.7,596.522,9.77222
44,585,60,2318,682.767,574.083,9.87522
45,598,43,1562,499.8,353.241,10.1554
46,611,97,3440,769.067,819.989,10.1246
47,624,8,2125,562.233,591.14,9.91447
48,637,33,1005,349.633,230.851,9.72382
49,650,103,1884,656.533,532.325,9.21951
50,663,126,1924,821.367,457.372,8.7441
51,676,61,2879,779.267,685.556,8.36715
52,689,66,1604,555.133,453.737,8.24294
53,702,15,3480,1007.23,944.616,7.96802
54,715,124,3587,1237.93,1028.24,7.64585
55,728,153,5600,1487.67,1605.26,7.4951
56,741,150,4889,1239.1,1068.32,7.73629
57,754,43,8576,2027.53,2024.24,7.71505
58,767,95,7825,1592.87,1539.43,7.71964
59,780,108,2276,830.667,587.936,7.60182
60,793,21,3004,1100.33,745.095,7.44324
61,806,81,2481,992.9,621.16,7.27361
62,819,4,8196,1266.6,1678.34,7.05134
63,832,129,5515,1629,1597.45,7.12003
64,845,147,13711,3023.23,2925.8,7.27121
65,858,75,11904,3708.27,3679.15,7.40504
66,871,393,10033,2676.17,2489.03,7.6927
67,884,52,7278,2130.07,1871.52,7.81566
68,897,393,18058,4865.47,4683.39,7.76775
69,910,335,18018,4272.07,4132.77,7.69099
70,923,403,19227,5777.83,5630.97,7.6989
71,936,161,23098,6822.43,5182.2,7.7179
72,949,228,35992,6187.57,7287.91,7.70225
73,962,97,24221,7502.67,6329.09,7.63238
74,975,495,13243,3517.73,3048.42,7.53886
75,988,326,31227,6251.37,6497.7,7.40384
76,1001,1156,25163,8993.5,6124.65,7.15135
77,1014,382,48047,14800.3,14145.5,6.9548
78,1027,750,49223,11340.9,11324.2,6.60492
79,1040,470,35226,9053.23,7747.21,6.48175
80,1053,642,72180,15995.2,14402.7,6.40267
81,1066,2271,56015,17194.2,13775.7,6.4774
82,1079,458,28108,10025.2,8134.74,6.47967
83,1092,367,88146,27570,22880.9,6.4071
84,1105,409,114585,28118.3,24550.6,6.39364
85,1118,1864,60576,19721.4,17731.2,6.31851
86,1131,69,38961,10684.9,10141.6,6.18352
87,1144,191,27858,11631.3,8910.24,6.14644
88,1157,128,43960,8065.07,8400.51,5.85524
89,1170,409,39986,10926,10976,5.55918
90,1183,248,66444,13700.5,15074.2,5.25938
91,1196,355,40886,11822.4,10811.4,5.05056
92,1209,155,31378,11645.6,8870.74,4.89024
93,1222,411,36481,13873.9,9289.24,4.85627
94,1235,617,75531,15077.7,14842.2,4.86642
95,1248,114,61231,16468.2,14945.4,4.83995
96,1261,483,71671,19498,18225.3,4.77297
97,1274,256,68946,21832.8,20025.3,4.80965
98,1287,62,78366,21403.4,21291.8,4.63645
99,1300,346,46488,13745.3,13188.2,4.44722
100,1313,164,62294,19169.5,16350,4.3484
101,1326,21,84654,22802.7,19708.8,4.30621
102,1339,56,91869,19369.3,18461.6,4.3472
103,1352,1841,29910,13127.1,7988.38,4.257
104,1365,1155,146190,24299.7,28010.9,4.14934
105,1378,1040,91516,23344.9,22332.5,4.16509
106,1391,465,95049,21004,21371.4,4.30515
107,1404,509,53669,19538.1,15887.2,4.3907
108,1417,300,53994,12974.3,14703.3,4.38657
109,1430,345,112198,30671.7,28676.3,4.38347
110,1443,1444,127207,32656.8,28725.9,4.44727
111,1456,511,146319,29360.3,31670,4.43695
112,1469,2038,57823,17632.8,14799.7,4.42551
113,1482,421,70583,20941,19194.2,4.43707
114,1495,67,52101,16032.4,13885.6,4.36065
115,1508,1203,77246,21002.7,20055.6,4.37642
116,1521,2820,66224,21208.6,17656.5,4.32095
117,1534,1702,118388,29904.7,27845.9,4.20405
118,1547,6726,144261,34379.6,30538.4,4.20066
119,1560,2332,147159,31839.5,30618.9,4.3111
120,1573,943,109377,26085.7,25014.7,4.24295
121,1586,897,112307,21909.5,22804.3,4.21408
122,1599,1567,132555,27094.9,30592.4,4.18407
123,1612,206,85605,31655,23592.1,4.25027
124,1625,3271,100951,34193.8,29317,4.14124
125,1638,464,147903,32799.7,35084.4,4.01903
126,1651,582,155322,31251.4,32017.2,4.00076
127,1664,2679,133070,35742.2,37343.4,4.04134
128,1677,749,215828,45480.2,48523.7,4.00549
129,1690,636,155950,52258.7,39920.6,3.98585
130,1703,3654,149636,49215.1,41680.5,3.8268
131,1716,500,137426,42501.1,35808,3.67553
132,1729,653,193516,51252.2,45872.6,3.54237
133,1742,269,187559,47543.8,43005.3,3.51372
134,1755,585,258059,62541.1,67184.3,3.4934
135,1768,10760,338722,71227.5,77631.7,3.51253
136,1781,334,165807,55703.3,50153.7,3.51875
137,1794,963,343045,85955.5,89024.7,3.49932
138,1807,4480,265763,74958.7,75436.1,3.59215
139,1820,439,457670,80838.6,105657,3.59276
140,1833,265,394307,66810.8,76081.9,3.63383
141,1846,735,155620,55011.8,45027.6,3.59568
142,1859,1904,127972,38403.9,35394.4,3.59248
143,1872,279,122115,47029.7,32729.8,3.53013
144,1885,1627,191597,61941.3,53319.6,3.56778
145,1898,2848,466163,113675,115103,3.5878
146,1911,1048,324156,106898,92550.2,3.50142
147,1924,2588,453533,109480,90612.3,3.46009
148,1937,4485,389430,104457,91558.7,3.48572
149,1950,1329,406544,80267,77137.8,3.414
150,1963,114,282839,48938.6,60869.7,3.35959
151,1976,2270,467616,90273.7,98224.9,3.35916
152,1989,923,384522,89719.4,87506.1,3.36045
153,2002,98,287415,76730.2,79584.4,3.30544
154,2015,6687,443069,94802.2,95919.7,3.18025
155,2028,327,280491,84612,70802.2,3.13177
156,2041,4913,447700,82639.6,94357.1,3.14701
157,2054,4274,339811,92728.2,91466.7,3.04293
158,2067,2664,396350,112958,119223,2.99185
159,2080,955,226046,81497.9,71993.1,3.00468
160,2093,719,266230,79647.5,72605.7,3.01203
161,2106,1587,333505,62624.6,72384.6,3.02388
162,2119,439,276334,50020.4,58140,3.03483
163,2132,523,242000,74707.7,68341.8,3.08284
164,2145,481,431660,106429,99570,3.03903
165,2158,432,353923,111503,98649,3.04994
166,2171,2902,368832,106100,100758,3.06028
167,2184,1203,276311,77529,74903.2,3.06557
168,2197,816,523626,121620,118841,3.07464
169,2210,431,545766,121548,122885,3.0798
170,2223,408,420555,81777.2,86807.1,3.08519
171,2236,1156,316923,87926.4,81622.3,3.09801
172,2249,3302,315878,98849.3,88122.8,3.10818
173,2262,706,307924,80692.8,81806.8,3.11965
174,2275,1060,423045,77351,89502.6,3.11951
175,2288,1846,418961,94629.9,103318,3.11043
176,2301,3277,273345,100662,79384.4,3.22187
177,2314,1551,273648,101752,86356,3.24978
178,2327,1582,607598,140584,144763,3.21181
179,2340,4106,489095,139828,136506,3.14035
180,2353,130,824311,126679,157959,3.14255
181,2366,2435,402515,143847,108503,3.15168
182,2379,1335,333173,89513.6,92461.4,3.16616
183,2392,279,339586,96326.7,80751.7,3.15521
184,2405,1898,341782,104034,78874.8,3.17
185,2418,1709,379834,107659,102413,3.17473
186,2431,5925,335186,89680.6,79508.3,3.18313
187,2444,290,428216,130711,125054,3.17406
188,2457,5642,770904,132648,151597,3.17621
189,2470,5902,656103,161304,157469,3.18918
190,2483,6371,508342,83661.8,93320.1,3.19848
191,2496,767,510725,97049,102376,3.21258
