generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,50,0,2,0.333333,0.606478,0.51946,4.29145,-2.41905,0.0130392,-4.81658,4.57387,-5.88138,2.06881,2.57449,-3.2936,-3.35745,-5.00408,-2.96313,2.16368,-0.391613,5.1087,-2.15441,4.93304,0.167797,0.388622,-2.6034,-2.11193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2
1,100,0,5,1.83333,1.55549,0.709676,6.71912,-4.41893,-3.17904,-7.49964,3.44996,-5.51355,2.32457,-3.79424,-5.55676,-1.96925,-6.18876,0.293997,4.94169,-3.2958,4.87001,-0.413914,4.5995,-1.05825,1.3432,-10.7744,-2.74678,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,5
2,150,0,7,1.36667,1.84733,-4.56479,5.09539,-2.43701,-0.788146,-9.39684,5.56275,-7.8627,2.6992,-7.11869,-12.4814,-0.653394,-5.8794,-1.91118,2.86182,-2.82228,7.32549,-1.58495,5.07138,-1.88215,2.70736,-13.2381,-5.17903,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,5,6,7
3,200,0,20,4.83333,5.00402,-3.63637,3.65237,-6.80866,-0.693765,-7.88867,4.49998,-10.0574,2.42873,-3.08374,-13.4729,-0.01999,-6.93899,-2.78928,-0.522677,-3.03679,2.36913,0.201807,5.00236,-3.28026,1.66214,-11.8579,-13.6178,0,0,0,0,0,0,1,1,2,2,2,2,2,2,3,3,4,4,5,5,7,7,7,8,9,10,12,13,14,20
4,250,1,36,13.1667,7.63424,-4.96715,1.25838,-10.6661,1.75423,-7.5498,2.35211,-7.94816,4.93797,-3.40332,-14.7685,2.50741,-7.27257,-3.51312,-2.97555,0.484384,1.4094,-2.76065,3.61621,-5.38347,1.77442,-7.30605,-16.2789,1,3,4,5,6,7,7,9,9,9,10,10,10,10,11,12,13,13,15,15,16,16,17,17,19,22,23,25,25,36
5,300,1,26,9.73333,6.3514,-9.94363,-0.0658418,-12.6902,1.26026,-9.03594,1.894,-6.58165,5.4046,-4.97839,-13.8755,3.81787,-8.74631,-1.41215,-3.46596,1.09046,-0.457523,-3.12452,5.53392,-7.45677,0.693723,-6.78348,-16.1529,1,2,2,2,4,4,4,6,7,7,7,7,7,8,8,8,8,8,9,11,11,13,14,15,16,16,18,21,22,26
6,350,5,36,14.1333,6.92688,-7.20833,-2.40091,-14.8964,-2.80525,-9.95645,1.15524,-6.42981,5.23126,-5.11907,-14.3598,3.99675,-7.46968,-1.72395,-3.72218,-1.8894,-0.45161,-1.19604,6.68482,-6.91435,-0.179571,-10.2144,-17.3327,5,5,5,7,8,9,10,10,11,11,11,11,11,11,12,13,14,14,15,15,15,15,17,18,20,21,23,24,27,36
7,400,1,54,16.9,12.141,-9.78551,-4.24331,-10.9772,-2.99613,-10.7667,-1.08377,-6.91817,3.79199,-6.22522,-13.817,2.40727,-10.8307,-0.848471,-4.44232,0.0968049,0.88533,-1.70189,7.43603,-8.34545,-0.376399,-11.6284,-17.7666,1,3,3,4,6,6,7,10,10,11,12,12,12,13,13,13,14,15,16,16,21,23,23,26,27,31,32,33,40,54
8,450,12,88,41.9333,21.5677,-13.3343,-3.98518,-8.94178,-3.67746,-11.8043,-0.908436,-6.4465,4.25684,-3.89331,-13.1832,-0.275291,-11.1542,0.679475,-5.52796,-1.43095,-3.26241,-0.610198,1.25845,-9.06699,-2.20331,-12.4476,-18.82,12,13,13,19,22,23,25,28,28,30,31,32,32,34,35,35,36,41,44,45,50,56,56,59,69,70,72,73,87,88
9,500,17,114,53.1667,24.5751,-13.0654,-4.53135,-6.75502,-6.0232,-12.0541,-1.80126,-5.95816,5.66068,-2.68411,-13.9321,1.26651,-13.2709,0.748958,-6.35966,-2.58683,-4.35702,-0.803274,-0.410454,-9.85233,-3.50861,-13.416,-18.3107,17,19,19,30,31,33,35,35,35,37,38,39,44,46,48,52,53,55,61,63,65,65,66,69,70,79,81,86,110,114
10,550,27,133,65.9667,28.478,-13.5515,-4.41158,-5.27707,-2.95614,-12.3859,-5.26106,-7.05003,4.42043,-6.46479,-14.8742,-0.111443,-11.8214,0.392139,-7.6157,-6.73091,-4.35334,0.267244,0.426946,-10.4283,-3.23721,-16.4194,-20.107,27,31,32,35,38,38,39,40,42,49,51,54,55,55,65,66,69,70,71,71,71,83,84,86,89,89,105,114,127,133
11,600,34,240,135.467,60.7305,-15.8998,-2.69376,-5.83899,-3.61273,-10.5867,-6.57003,-5.13419,-0.438615,-4.08657,-12.5985,0.297091,-11.6623,-0.308222,-7.74667,-7.45407,-4.73823,-3.28923,-1.51142,-9.90533,-3.50208,-18.7168,-23.0483,34,38,44,63,64,66,67,73,82,102,128,134,135,141,142,143,146,147,151,153,162,172,183,187,190,192,219,231,235,240
12,650,50,335,142.833,77.6473,-18.3774,-3.37467,-5.06904,-3.83303,-12.4987,-4.98419,-3.09183,-1.48749,-4.1495,-10.3915,0.295408,-11.3356,-2.58846,-9.31134,-9.4076,-7.05223,-3.81397,-1.65658,-9.26922,-5.6239,-20.8196,-23.8159,50,56,57,61,62,67,81,84,92,94,108,109,109,116,136,138,139,142,145,148,153,155,158,185,212,234,258,285,316,335
13,700,33,304,120.2,62.2057,-17.0725,-1.313,-4.88092,-4.47849,-11.4462,-7.9377,-3.09011,-0.74408,-3.51512,-6.38783,1.2592,-11.145,-3.41879,-8.75835,-8.01179,-7.13309,-6.90515,-1.01469,-7.58236,-5.63408,-20.3228,-25.6383,33,39,54,57,66,70,71,75,83,87,91,92,101,106,108,110,115,118,122,127,128,132,135,142,188,189,213,218,232,304
14,750,55,400,178.6,83.1179,-19.4119,-0.925736,-4.57815,-4.75301,-10.7017,-8.02487,-4.49488,-0.396952,-2.69387,-9.46551,0.477946,-9.04593,-3.79875,-8.41218,-8.92897,-6.6052,-6.74903,-2.5673,-7.34584,-7.80589,-18.9666,-27.9554,55,66,71,88,106,110,111,115,121,142,143,154,155,156,161,164,164,177,185,197,207,211,213,229,238,272,279,328,340,400
15,800,69,869,220.233,153.386,-17.1499,-0.991784,-7.89928,-7.9343,-10.447,-7.40065,-4.65041,-3.19359,-3.15578,-11.8334,0.325865,-11.4423,-4.73235,-10.2223,-6.18155,-7.75121,-7.69195,-3.68125,-10.4869,-6.51066,-17.7159,-29.9377,69,74,87,111,119,129,135,137,142,142,150,156,166,173,177,183,184,191,209,213,217,224,267,273,290,293,394,406,427,869
16,850,38,606,224.567,134.287,-16.4729,-0.742451,-6.08227,-7.10995,-9.39482,-6.67259,-7.94153,-6.64575,-3.61751,-12.2701,1.11612,-12.0919,-4.45006,-9.3778,-6.8243,-8.93478,-7.60838,-3.19384,-10.7451,-6.46567,-19.7975,-31.7462,38,49,69,95,104,108,118,121,124,134,142,165,190,194,194,199,203,232,241,261,279,293,294,297,308,343,417,459,460,606
17,900,54,833,263.067,161.991,-17.0423,-3.16206,-7.59045,-8.23757,-10.02,-7.99649,-7.45487,-3.78219,-3.83095,-14.2894,2.11521,-13.872,-4.10413,-8.56969,-8.45414,-9.39187,-6.16032,-1.91351,-10.9701,-5.1357,-19.3003,-32.2264,54,78,103,117,123,136,163,165,167,174,198,208,213,243,243,247,251,253,256,268,275,289,313,341,353,369,383,409,667,833
18,950,45,664,232.033,164.415,-20.1147,-3.73308,-9.05161,-8.1328,-10.5272,-7.29448,-8.71286,-0.764359,-4.94473,-14.8867,2.52336,-12.9601,-1.35847,-7.17061,-9.7335,-9.5896,-8.21746,-1.76314,-10.9305,-5.18623,-19.4136,-31.4779,45,49,49,64,65,99,100,104,112,119,126,137,167,170,193,210,227,228,237,261,268,272,309,363,375,403,445,495,605,664
19,1000,17,578,190.233,147.318,-15.9308,-5.05149,-10.2056,-7.80179,-11.8521,-5.36015,-9.54891,-2.16735,-4.90882,-15.7333,1.51264,-10.4313,-4.66405,-6.04212,-8.33807,-8.57781,-8.30965,-3.29095,-13.1246,-7.17509,-16.7102,-31.8497,17,43,46,52,61,91,102,110,110,111,116,133,134,142,147,164,168,170,176,190,190,202,206,250,253,271,351,557,566,578
20,1050,66,1026,314.867,236.893,-17.8419,-3.04364,-11.3679,-5.88077,-11.92,-5.22588,-11.0632,-4.1749,-6.85985,-17.1576,1.45934,-8.80909,-4.66297,-10.2251,-7.1844,-7.16041,-7.76849,-2.29426,-12.6696,-7.65171,-15.9844,-31.9055,66,80,84,93,105,120,131,136,171,172,210,224,233,233,265,286,291,303,311,352,355,361,377,395,395,437,603,649,982,1026
21,1100,56,868,294.067,222.537,-26.1761,-2.84989,-11.2359,-5.93486,-12.0262,-5.11438,-11.23,-3.23153,-6.50458,-16.6525,0.234341,-7.24951,-4.56075,-11.5227,-8.31746,-6.97656,-7.92679,-2.88072,-13.5646,-9.16825,-16.452,-32.9749,56,57,77,89,109,116,117,134,141,149,169,183,190,191,191,195,258,295,295,320,344,350,396,404,431,514,693,698,792,868
22,1150,77,1010,432.433,282.661,-22.8004,-3.24056,-9.98978,-4.79608,-11.5772,-4.87389,-11.0731,-4.23092,-5.96881,-15.1173,-0.473358,-7.50806,-4.94088,-10.0329,-6.65289,-6.35633,-8.213,-4.58745,-13.9873,-8.76563,-16.9948,-33.71,77,108,126,135,148,170,191,204,206,210,216,250,256,263,280,314,492,520,527,564,601,602,665,666,738,823,829,845,937,1010
23,1200,166,1127,465.067,276.521,-21.6513,-3.64224,-11.0007,-5.13584,-12.7671,-5.36318,-8.89459,-5.44808,-4.9227,-14.5103,-1.21019,-7.24941,-6.49368,-12.4082,-8.24352,-6.55918,-7.97033,-3.9245,-15.1575,-9.21899,-14.4667,-36.256,166,199,207,208,224,254,283,304,305,309,317,319,334,342,344,363,384,392,407,418,468,483,507,589,890,895,933,955,1026,1127
24,1250,86,1812,507.967,421.933,-18.7387,-3.30927,-12.6574,-5.41688,-12.4507,-7.87642,-7.74069,-8.40645,-5.19379,-16.8067,-1.54952,-7.90275,-7.08096,-13.1884,-8.52644,-5.42884,-9.76403,-5.10778,-16.6739,-11.753,-13.5327,-39.0733,86,111,135,155,162,167,171,182,197,226,282,325,372,379,408,431,435,446,472,493,560,574,589,646,829,893,977,1115,1609,1812
25,1300,78,3034,745.433,720.525,-18.6055,-2.2571,-12.7886,-7.52046,-13.6981,-8.48908,-8.27388,-10.5674,-5.40599,-16.4505,-2.80715,-6.04892,-7.61918,-12.3171,-8.65166,-5.37257,-9.60625,-6.90257,-17.151,-13.6278,-11.5355,-41.0532,78,104,156,163,169,195,197,209,216,241,259,265,279,316,370,464,521,577,684,839,889,1131,1177,1322,1559,1618,1666,1752,1913,3034
26,1350,10,2472,570.233,507.017,-16.0104,-1.61062,-13.733,-7.81001,-13.4285,-8.36924,-7.20346,-10.8149,-4.39075,-15.6358,-0.938488,-6.05249,-7.83297,-11.6559,-8.9369,-5.36887,-9.3654,-6.1665,-17.2488,-16.082,-10.5534,-45.7415,10,50,64,76,119,170,171,176,313,339,356,379,385,405,433,512,548,566,645,650,657,687,694,695,814,918,1032,1361,1410,2472
27,1400,94,3156,967.567,902.965,-15.7176,-2.08272,-14.7032,-10.0096,-13.5635,-8.55172,-9.13063,-10.287,-5.52854,-16.1574,-0.936219,-7.21607,-8.38321,-9.72674,-8.76693,-6.0747,-9.97481,-6.324,-17.0206,-15.9157,-11.115,-46.7685,94,137,150,170,177,207,211,270,299,410,459,479,507,545,557,648,675,688,739,789,1120,1140,1562,1866,2161,2227,2262,2526,2796,3156
28,1450,129,4063,1055.9,955.347,-16.8732,-0.743673,-14.0995,-9.54409,-13.9838,-7.76813,-9.26314,-9.17093,-3.77797,-17.0528,-1.97028,-7.79877,-9.62564,-13.2213,-8.97046,-7.69479,-10.616,-7.15774,-14.4081,-14.854,-12.377,-47.313,129,162,203,250,257,271,392,435,537,558,573,612,651,704,787,787,801,846,954,977,1032,1059,1073,1567,1681,2175,2303,2471,3367,4063
29,1500,13,3623,900.1,945.162,-16.2767,1.81697,-14.3916,-10.2795,-13.2117,-8.83131,-10.1641,-9.04007,-4.81568,-17.5663,-0.978099,-7.31386,-9.13222,-13.5617,-8.87556,-8.34949,-9.51979,-6.32686,-15.6034,-15.6213,-12.4905,-49.4819,13,194,247,256,268,332,359,363,367,374,446,453,461,472,549,555,584,588,750,758,779,869,975,1030,1154,1700,1955,2948,3581,3623
30,1550,81,3577,977.233,825.137,-11.9216,1.19717,-14.3853,-13.3081,-11.192,-9.08717,-12.4823,-9.67703,-6.58453,-17.4303,-1.09229,-6.92329,-8.34169,-15.0482,-9.79558,-8.30066,-11.3306,-9.24183,-14.4983,-13.7009,-14.383,-49.9163,81,116,119,177,189,219,233,244,285,393,423,525,755,788,822,860,863,875,1164,1185,1244,1309,1380,1492,1624,1832,1913,2255,2375,3577
31,1600,158,4133,1223.2,1108.54,-6.85201,0.752523,-14.8764,-13.4715,-10.3542,-8.72055,-12.5988,-9.13711,-7.11207,-19.2185,-0.605095,-6.45866,-7.40695,-16.329,-8.95217,-9.03649,-10.1062,-9.07486,-12.2039,-14.3247,-14.6081,-49.6038,158,182,205,277,280,334,338,378,404,425,476,489,570,637,655,935,937,1285,1331,1374,1455,1559,1646,1973,2118,2162,2930,3384,3666,4133
32,1650,154,3795,1346.47,960.447,-4.32085,0.374878,-14.9306,-13.9708,-10.9742,-8.41724,-10.8014,-8.43588,-7.09244,-18.3355,1.03025,-7.95865,-7.60204,-17.0219,-8.84757,-9.48271,-10.857,-8.78733,-11.3789,-14.2181,-14.6131,-49.7693,154,187,264,310,369,451,454,498,748,768,837,931,996,1003,1144,1194,1458,1584,1587,1641,1660,1717,1736,1761,1899,1919,2678,3207,3444,3795
33,1700,53,2493,832.9,671.467,-5.81466,0.581083,-14.5112,-15.0901,-10.9155,-7.09207,-12.793,-10.2307,-7.6333,-17.8175,1.47299,-8.87725,-9.13523,-19.0188,-10.0939,-9.56477,-10.974,-8.64306,-12.5247,-14.798,-15.9312,-51.9228,53,127,166,169,177,225,238,250,325,351,417,420,459,461,599,636,684,764,929,1080,1264,1298,1318,1382,1460,1535,1627,1756,2324,2493
34,1750,75,3407,1043.23,919.924,-5.10535,1.53943,-14.397,-15.3753,-12.5341,-5.52382,-11.415,-9.75144,-7.93894,-16.4391,1.14716,-8.70382,-8.84757,-17.9759,-10.9934,-9.68648,-10.5642,-11.2533,-12.1243,-14.8897,-17.2325,-52.4551,75,77,94,157,278,297,307,332,339,400,443,472,556,570,738,752,881,936,938,1232,1394,1437,1488,1853,1892,1994,2399,2417,3142,3407
35,1800,56,4861,983.9,1005.08,-12.5006,1.66906,-14.1585,-16.4848,-10.8743,-2.06562,-10.7772,-9.59478,-7.99633,-15.6134,2.03367,-9.72325,-10.3998,-18.6446,-12.4377,-11.2252,-9.78957,-11.7852,-13.2046,-15.6416,-16.2465,-55.4653,56,79,124,148,211,219,223,250,295,424,515,533,546,586,596,757,789,819,877,1028,1141,1153,1294,1653,1703,1946,1947,2070,2674,4861
36,1850,143,3068,1101.87,719.629,-12.5599,3.08422,-13.8937,-15.5466,-7.38312,-1.56379,-10.349,-11.1331,-6.93956,-16.2481,3.28682,-10.8984,-11.2049,-15.4493,-13.1059,-11.4949,-11.0545,-12.3985,-12.8719,-16.6715,-16.8632,-58.4701,143,228,376,431,435,469,487,573,622,663,684,832,914,996,1071,1092,1096,1111,1137,1151,1163,1203,1208,1301,1783,1815,1895,2118,2991,3068
37,1900,41,3797,1302.5,968.441,-12.6368,1.85503,-12.8878,-15.8238,-5.75368,-1.22757,-11.522,-10.8927,-6.54952,-15.6918,3.72994,-9.75033,-12.2506,-16.1253,-13.775,-12.2089,-10.9967,-13.0318,-13.2163,-15.7992,-15.2995,-63.3543,41,84,152,175,235,271,274,432,570,818,856,898,959,1029,1314,1320,1375,1428,1433,1439,1631,1738,1886,2031,2129,2247,2642,2813,3058,3797
38,1950,212,6868,2013.87,1808.15,-13.9694,1.29162,-11.8358,-14.1464,-4.07067,-0.573578,-12.5044,-9.06483,-6.0326,-13.321,3.70739,-10.7685,-13.3825,-14.2738,-14.7635,-11.2367,-11.5656,-12.384,-11.5222,-16.2942,-15.2384,-64.1267,212,227,237,412,424,444,527,799,831,842,872,922,948,983,1070,1155,1442,1926,1995,2078,2889,2936,3016,3030,3767,4353,4372,5325,5514,6868
39,2000,124,9478,2085.13,2058.2,-12.6431,3.12249,-11.2665,-15.0611,-6.13448,0.55811,-12.5138,-9.33244,-6.96569,-13.4421,4.56661,-10.4743,-12.4206,-16.0998,-15.9692,-11.999,-12.1971,-11.2137,-10.6951,-17.6593,-13.8014,-64.7669,124,183,253,320,384,414,447,469,579,690,983,1045,1061,1393,1424,1460,1493,1594,2133,2233,2556,2920,3132,3504,3940,3954,4109,4942,5337,9478
40,2050,129,9798,2536.53,2223.03,-13.6166,3.07625,-11.7135,-15.2932,-7.90144,-2.47884,-11.0919,-8.79778,-5.95735,-11.5186,3.11071,-10.8101,-12.4524,-15.9443,-16.2285,-12.6367,-12.7805,-11.6151,-14.049,-16.1754,-14.3381,-67.4903,129,259,320,367,446,511,782,809,875,1025,1036,1213,1386,1438,1584,2124,2302,2326,2949,3265,3476,3747,3851,4383,4552,4967,5275,5288,5613,9798
41,2100,107,15401,3770.4,3691.91,-12.3118,4.48827,-12.2658,-14.3811,-7.98825,-2.29244,-9.57673,-8.30165,-7.49536,-11.994,2.5536,-10.9971,-11.977,-16.1067,-16.1514,-11.6831,-11.7773,-11.3532,-14.6985,-15.3325,-12.7854,-68.8649,107,400,528,608,649,668,736,1214,1496,1574,1602,1662,1712,2421,2599,2723,2849,3105,3839,4212,4238,4320,5534,5796,6844,7071,7925,8323,12956,15401
42,2150,292,13932,3256.07,3111.72,-11.8987,4.99419,-12.4492,-12.5936,-6.21615,-1.49419,-9.67239,-7.71631,-8.05179,-12.7303,4.39811,-13.203,-11.764,-18.825,-15.1503,-12.4042,-13.0027,-11.8636,-12.5207,-14.9124,-12.8828,-68.5894,292,304,388,507,514,618,775,814,1665,1722,1786,1929,1976,1989,2241,2430,2822,3366,3399,3445,3608,4375,4398,4449,4765,4778,5797,7760,10838,13932
43,2200,280,16433,4818.3,4095.09,-11.1731,6.34065,-8.40973,-11.8041,-7.02169,-0.057793,-9.11839,-4.19864,-8.74535,-12.7782,3.97189,-11.7907,-11.5906,-17.0688,-15.0959,-15.7649,-13.5844,-13.2472,-11.6973,-16.1411,-11.9995,-69.4536,280,412,457,871,1208,1266,1605,1606,1693,2026,2207,2584,2653,2963,4038,4253,4299,4899,5084,5459,6587,6599,6656,6724,7311,9123,9319,12645,13289,16433
44,2250,135,18182,4807.57,4179.43,-10.4148,6.50513,-9.24926,-10.741,-9.31517,-0.119068,-8.914,-3.71972,-8.40852,-14.7866,5.59964,-10.1596,-10.6687,-14.4862,-16.24,-18.1269,-13.0953,-13.8802,-12.3039,-16.8687,-10.057,-70.0118,135,158,204,869,1170,1571,2095,2139,2139,2249,2416,2512,2572,3304,3517,4145,4246,5276,5292,5476,5627,6100,6285,6365,6890,8338,9243,12105,13607,18182
45,2300,716,27954,8892.3,7327.06,-9.76138,4.67241,-9.81423,-10.6877,-8.50472,-0.123909,-7.96914,-6.89103,-6.4029,-14.7535,6.30275,-11.8234,-11.9826,-15.1278,-13.119,-15.8458,-13.5099,-13.8834,-12.0806,-16.2036,-9.71974,-70.7828,716,872,1207,2420,2538,2758,2850,3105,3560,3788,4415,5040,5186,5228,5297,6872,7615,8613,9390,9735,11930,12686,13100,14243,14297,14621,20536,21367,24830,27954
46,2350,247,37672,11677.7,10541.7,-10.0869,4.27994,-8.61744,-10.5826,-8.48617,-0.693084,-8.30103,-5.3545,-5.00037,-14.819,6.56125,-11.8233,-12.7395,-14.3269,-12.9983,-16.229,-11.0125,-15.3299,-13.1921,-18.1462,-8.12465,-71.6212,247,279,499,1818,2306,2748,2863,3429,4159,4220,4446,5021,6503,6673,7410,10018,10113,11902,12627,13881,14689,15582,16051,18269,20009,24172,26896,30161,35667,37672
47,2400,1265,45714,12153.1,11889.4,-11.3479,4.71135,-7.85171,-10.3618,-7.58423,-1.76459,-9.91809,-5.59004,-4.42223,-15.8628,7.2492,-13.4871,-13.4641,-14.1919,-13.0276,-17.7337,-11.9434,-13.8051,-12.6651,-18.6717,-8.04999,-72.3521,1265,1487,1662,2061,2627,2792,2962,3737,3992,4756,5689,6866,6923,7497,8045,8061,8509,9086,9534,13031,13276,14707,15588,16987,20535,24120,26827,32216,44041,45714
48,2450,275,47148,11652.8,10976.1,-11.8963,4.92914,-7.73963,-11.6666,-6.17248,-2.00517,-9.51336,-5.39047,-3.66134,-16.0036,7.25498,-13.6577,-13.4483,-14.463,-13.4087,-17.1107,-13.8334,-14.4758,-13.6952,-18.9686,-9.23992,-73.7068,275,766,1461,3320,3566,3662,3981,4357,5932,5939,6591,6723,7122,7649,8180,10307,10656,10696,12028,12717,14237,14420,14553,14762,15259,15427,19156,23028,45667,47148
49,2500,118,58946,15980,17234.3,-11.2642,3.95628,-7.7623,-9.45137,-5.47547,-2.53921,-9.56418,-6.13453,-3.08816,-15.1278,8.2771,-14.3713,-13.645,-16.2413,-12.5396,-15.9731,-14.2891,-14.9872,-14.415,-18.4236,-8.83448,-75.6717,118,1151,1260,2123,2726,3063,3645,3670,4278,5264,5663,5967,6572,7024,7041,7464,10154,11622,12911,12997,15760,17833,28201,31047,34037,34884,35110,53112,55758,58946
50,2550,84,52700,15045.3,12074.2,-10.7176,6.47214,-9.25493,-7.14449,-5.42754,-1.65385,-10.7155,-3.59665,-4.99849,-14.2463,6.50514,-17.2381,-12.8914,-17.9326,-14.4828,-16.4552,-13.9467,-14.6805,-14.7166,-20.0975,-8.41403,-78.6105,84,405,1665,2248,2403,4492,6419,6492,7347,8019,8875,10322,11716,11800,12394,12434,12730,14156,14517,14979,16961,20748,22708,24113,25419,25520,30401,34066,35225,52700
51,2600,1440,56729,14782.3,12554.3,-10.7913,7.61157,-9.66521,-6.85891,-7.09121,1.59778,-11.1922,-3.5282,-6.60176,-12.7659,5.94177,-17.7583,-15.1647,-17.9291,-15.0573,-16.984,-12.7507,-13.3672,-15.4545,-18.0466,-9.0865,-82.2582,1440,1480,1500,3518,4112,4589,5774,6236,6958,7082,7346,7565,9596,9613,10311,12111,12390,13291,14414,15640,16310,17679,20445,24302,25360,27724,29678,34858,35417,56729
52,2650,302,75113,22554,20184.3,-9.92325,8.7893,-8.54035,-7.54672,-6.86345,1.31054,-9.26318,-2.05844,-3.38191,-12.413,5.54588,-17.296,-14.9905,-18.8308,-13.6586,-16.324,-12.8398,-12.0295,-14.4487,-17.1466,-8.60889,-84.2178,302,1614,3418,4170,4385,4836,6091,6259,7680,8876,9651,12931,13079,13583,15267,18038,19725,20040,20662,22171,24045,25978,34266,42310,46752,47216,49718,50781,67664,75113
