generation,agents,score,stepsize
0,13,2.1,0.189155
1,26,5,0.18401
2,39,3.4,0.177889
3,52,3.86667,0.171519
4,65,4.53333,0.17051
5,78,11.5,0.170497
6,91,29.1333,0.176023
7,104,74.7333,0.180729
8,117,98.8333,0.185029
9,130,185.633,0.193033
10,143,121.833,0.20255
11,156,167.8,0.204593
12,169,186.967,0.207239
13,182,143.3,0.210937
14,195,109.867,0.21129
15,208,139.9,0.213547
16,221,152.233,0.215597
17,234,203.4,0.21624
18,247,235.167,0.217508
19,260,131.667,0.219418
20,273,151.467,0.22751
21,286,134.633,0.232975
22,299,158.167,0.240213
23,312,257.267,0.241873
24,325,232.233,0.24373
25,338,288.4,0.243204
26,351,340.633,0.243562
27,364,391.4,0.248174
28,377,328.967,0.246762
29,390,339.667,0.241621
30,403,704.467,0.238826
31,416,855.933,0.242881
32,429,1431.73,0.236947
33,442,1337.6,0.234261
34,455,992.933,0.231496
35,468,1094.27,0.225745
36,481,1047.13,0.215493
37,494,1174.3,0.206066
38,507,856.6,0.202231
39,520,712.967,0.19971
40,533,1237.43,0.19581
41,546,2077.63,0.185964
42,559,1232.73,0.182107
43,572,1814.13,0.177493
44,585,1838.53,0.174335
45,598,1765.57,0.168343
46,611,1914.3,0.163927
47,624,2593.53,0.155981
48,637,1416.2,0.149681
49,650,1500.47,0.145284
50,663,1151.27,0.142146
51,676,1532.3,0.140463
52,689,1276.67,0.13959
53,702,1486.47,0.133484
54,715,1505.13,0.127103
55,728,1982.83,0.125048
56,741,1716.8,0.127037
57,754,1951.47,0.125843
58,767,1595.33,0.12625
59,780,2571.37,0.122833
60,793,1992.8,0.118017
61,806,2210,0.115484
62,819,1953.5,0.114283
63,832,1091.5,0.112971
64,845,1789.07,0.113269
65,858,1879.27,0.111565
66,871,2565.13,0.110341
67,884,2126,0.109801
68,897,2041.97,0.11049
69,910,2558,0.113856
70,923,2584.73,0.118206
71,936,1617.83,0.119863
72,949,2313.8,0.117245
73,962,2855.67,0.116787
