generation,agents,score,stepsize
0,13,0.9,0.732066
1,26,5.56667,0.703754
2,39,4.3,0.707089
3,52,8.93333,0.698702
4,65,10.2667,0.694459
5,78,10.8667,0.690577
6,91,9.63333,0.702108
7,104,12,0.697459
8,117,12.5667,0.730773
9,130,18.1667,0.772639
10,143,19.6333,0.806223
11,156,30.7667,0.811281
12,169,63.2667,0.825219
13,182,64.5667,0.840207
14,195,33.2333,0.82864
15,208,44.5,0.821191
16,221,28.4667,0.803563
17,234,61.6667,0.757079
18,247,72.2,0.72336
19,260,67.5667,0.682593
20,273,172.433,0.67487
21,286,197.367,0.653668
22,299,152.833,0.63219
23,312,242.7,0.616
24,325,264.4,0.602954
25,338,297.367,0.581626
26,351,332.967,0.562422
27,364,550.5,0.53666
28,377,521.933,0.52539
29,390,496.867,0.505331
30,403,521.567,0.500051
31,416,573,0.498858
32,429,461.8,0.492891
33,442,442,0.486784
34,455,391.5,0.468301
35,468,522.733,0.45846
36,481,335.267,0.452774
37,494,360.333,0.446482
38,507,314.067,0.435423
39,520,535.233,0.441801
40,533,516.267,0.442355
41,546,477.8,0.439369
42,559,441.267,0.435437
43,572,512.4,0.43874
44,585,646.033,0.451927
45,598,592.067,0.456076
46,611,548.133,0.4566
47,624,371.833,0.449456
48,637,477.133,0.4524
49,650,587.933,0.445263
50,663,599.267,0.445368
51,676,801.6,0.452054
52,689,336.633,0.469395
53,702,546.5,0.47924
54,715,427.367,0.48816
55,728,541.133,0.48681
56,741,350.1,0.482606
57,754,440.767,0.482237
58,767,345.967,0.488196
59,780,393.467,0.463925
60,793,399.667,0.451925
61,806,414.5,0.459334
62,819,649.567,0.463967
63,832,486.967,0.463602
64,845,495.567,0.478162
65,858,455.5,0.477928
66,871,462.033,0.450462
67,884,712.067,0.43369
68,897,1030.5,0.41368
69,910,644.767,0.399022
70,923,810.2,0.390496
71,936,897.7,0.382389
72,949,1240.4,0.379493
73,962,1380.87,0.374322
74,975,1726.2,0.367522
75,988,1853.27,0.359345
76,1001,1196.57,0.346578
77,1014,1889.17,0.338912
78,1027,1981,0.331006
79,1040,1526.17,0.32064
80,1053,2767.33,0.316799
81,1066,2442.67,0.318546
82,1079,2535.5,0.31874
83,1092,3413.93,0.31462
84,1105,2566.43,0.314235
85,1118,2388.93,0.319111
86,1131,3998.7,0.320538
87,1144,2798.53,0.325295
88,1157,3785.17,0.336217
89,1170,2128.53,0.337714
90,1183,2802.87,0.336491
91,1196,2827.47,0.330402
92,1209,2927.9,0.322959
93,1222,1778.37,0.3088
94,1235,2719.1,0.304006
95,1248,2248.77,0.301571
96,1261,2695.13,0.300643
97,1274,2614.77,0.298443
98,1287,4006.7,0.300292
99,1300,3937.9,0.298776
100,1313,4043.63,0.290729
101,1326,3059.2,0.286205
102,1339,3546.27,0.282407
103,1352,4508.4,0.28059
104,1365,3006.4,0.274375
105,1378,4298.4,0.276032
106,1391,5647.43,0.280984
107,1404,6504.23,0.290327
