generation,agents,score,stepsize
0,13,0.266667,0.935
1,26,0.833333,0.86973
2,39,0.566667,0.836035
3,52,1.5,0.79671
4,65,3.36667,0.79581
5,78,14.5333,0.785262
6,91,18.5667,0.76391
7,104,19.6667,0.749603
8,117,56.0333,0.737986
9,130,151.7,0.725526
10,143,162.9,0.718105
11,156,210.233,0.721447
12,169,112.733,0.727239
13,182,141.433,0.733228
14,195,106.767,0.73242
15,208,222.633,0.7208
16,221,243.633,0.733269
17,234,229.167,0.708249
18,247,281.033,0.674341
19,260,292.1,0.65385
20,273,395.533,0.637398
21,286,478.7,0.652082
22,299,435.5,0.642266
23,312,795.833,0.651448
24,325,1320.93,0.652656
25,338,1035.47,0.646024
26,351,843.4,0.63704
27,364,1185.4,0.648099
28,377,1564.83,0.643758
29,390,915.233,0.639121
30,403,1419.5,0.633552
31,416,2608.67,0.62053
32,429,1286.33,0.611857
33,442,1296.43,0.623088
34,455,1085.97,0.626797
35,468,842.933,0.620241
36,481,621.667,0.628185
37,494,721.5,0.630643
38,507,1719.73,0.629731
39,520,2365.77,0.627894
40,533,2469,0.638588
41,546,1641.5,0.639578
42,559,3831.4,0.62825
43,572,3695.93,0.607185
44,585,3882.83,0.585339
45,598,6492.5,0.556311
46,611,6711.2,0.547023
47,624,5355.13,0.55809
48,637,21264.2,0.551793
49,650,17683.8,0.541627
50,663,26316,0.542819
51,676,24906.9,0.528985
52,689,15801.7,0.524549
53,702,21627.3,0.512873
54,715,16035.6,0.511551
55,728,19498.8,0.503248
56,741,27886.1,0.520027
57,754,40317.3,0.522734
58,767,30162.5,0.512906
59,780,24059.7,0.511899
60,793,34960,0.507726
61,806,38635.8,0.495768
62,819,22712.1,0.46757
63,832,79955.3,0.4495
64,845,48577.4,0.452291
65,858,68224,0.449661
66,871,47733.5,0.450499
67,884,71760.6,0.445781
68,897,61741.6,0.435724
69,910,45710.5,0.430632
70,923,43072.8,0.425182
71,936,28315.6,0.415671
72,949,34904.8,0.398152
73,962,25762.6,0.38798
74,975,21016,0.386203
75,988,57079.4,0.366363
76,1001,38501.3,0.351208
77,1014,60274.1,0.341518
78,1027,49767.1,0.335139
79,1040,71766.3,0.33314
80,1053,56947.2,0.326329
81,1066,97605.5,0.324762
82,1079,92449.6,0.313571
83,1092,77984.7,0.313688
84,1105,72387.1,0.31024
85,1118,100377,0.308441
86,1131,117269,0.293144
87,1144,93325.1,0.285839
88,1157,91005.4,0.284873
89,1170,72145.3,0.278137
90,1183,99823.2,0.271962
91,1196,95548.2,0.269221
92,1209,86312,0.261855
93,1222,49435.3,0.252682
94,1235,79652.8,0.249311
95,1248,81132.7,0.244585
96,1261,60469.5,0.243583
97,1274,65260.6,0.24203
98,1287,75944.2,0.240637
99,1300,99591.6,0.238707
100,1313,39016.5,0.237447
101,1326,37837.3,0.241269
102,1339,52510.3,0.233928
103,1352,51997.5,0.22687
104,1365,47624.9,0.222493
105,1378,63845.1,0.219334
106,1391,49476.7,0.211486
107,1404,72804.1,0.203176
108,1417,56900.7,0.192378
109,1430,79228,0.187328
110,1443,68804.2,0.180632
111,1456,53010.1,0.175046
112,1469,47183.8,0.176642
113,1482,68492.2,0.177353
114,1495,75945,0.175807
115,1508,41830.4,0.175335
116,1521,57066,0.17604
117,1534,54446.8,0.184806
118,1547,38294.3,0.192137
119,1560,47811.8,0.196983
120,1573,38556.6,0.204686
121,1586,37801.6,0.211187
122,1599,54741.3,0.213303
123,1612,51628.3,0.211936
124,1625,56988.3,0.208238
125,1638,42078,0.208398
126,1651,39786.4,0.204228
127,1664,74364.3,0.205161
128,1677,46452.1,0.203461
129,1690,68858.5,0.203588
130,1703,60409.4,0.20401
131,1716,47108.7,0.200483
132,1729,65550,0.200364
133,1742,59868.5,0.199642
134,1755,58923.6,0.196961
135,1768,80507.6,0.19041
136,1781,52618.8,0.185879
137,1794,65828,0.185381
138,1807,51402.4,0.1881
139,1820,73835.1,0.186289
140,1833,67636.4,0.18242
141,1846,94356.5,0.180516
142,1859,77796.2,0.178673
143,1872,78300.8,0.181504
144,1885,64717.7,0.184765
145,1898,72325.6,0.191607
146,1911,55543.7,0.195112
147,1924,40292,0.199566
148,1937,83598.7,0.202993
149,1950,58932,0.201457
150,1963,85530,0.199544
151,1976,89549.9,0.194325
152,1989,80359.8,0.194254
153,2002,66202.2,0.198181
154,2015,81321.8,0.199527
155,2028,86906.1,0.202509
156,2041,78361.4,0.204266
157,2054,75980.1,0.196333
158,2067,81413.4,0.19116
159,2080,48900.7,0.181608
160,2093,43094.9,0.179125
161,2106,50553.6,0.179417
162,2119,56306.6,0.178263
163,2132,73947.5,0.175873
164,2145,50204,0.17191
165,2158,46336.5,0.167243
166,2171,53870.6,0.168332
167,2184,52482.4,0.164097
168,2197,60167.2,0.158806
169,2210,72217.8,0.156089
170,2223,70909.5,0.15165
171,2236,54626.2,0.144733
172,2249,64959.3,0.140943
173,2262,91651.1,0.138824
174,2275,65413.3,0.137336
175,2288,93158,0.13752
176,2301,84200.9,0.140598
177,2314,79990.2,0.143571
178,2327,102827,0.144572
179,2340,83481.6,0.148766
180,2353,134954,0.150181
181,2366,93459.9,0.150881
182,2379,103436,0.147442
183,2392,135160,0.14814
184,2405,85973,0.149416
185,2418,95965.5,0.151632
186,2431,74624.6,0.148772
187,2444,91761.4,0.145423
188,2457,107528,0.145118
