generation,agents,score,stepsize
0,13,2.13333,0.966649
1,26,4.83333,0.979381
2,39,7.23333,0.991744
3,52,6.9,0.996167
4,65,4.93333,0.996242
5,78,8.13333,1.01482
6,91,10.3667,1.04946
7,104,12,1.09728
8,117,9.66667,1.12868
9,130,16.5333,1.11914
10,143,44.6,1.10989
11,156,36.2333,1.10434
12,169,36.3,1.0949
13,182,39.1,1.09364
14,195,39.5333,1.07951
15,208,46,1.08813
16,221,54.7,1.11228
17,234,58.7,1.11493
18,247,77.6,1.13259
19,260,92.7333,1.1403
20,273,82.6667,1.10442
21,286,101,1.06158
22,299,115.7,1.03081
23,312,101.3,1.01604
24,325,89.6,1.00155
25,338,121.1,0.988398
26,351,129.7,1.00086
27,364,154.367,1.00585
28,377,170.567,0.996835
29,390,206.8,0.994531
30,403,271.467,0.999644
31,416,428.467,1.02191
32,429,301.667,1.03526
33,442,281.933,1.02113
34,455,265.2,1.00423
35,468,195.533,1.03814
36,481,251.533,1.05609
37,494,319.6,1.05363
38,507,410.067,1.042
39,520,562.567,1.0342
40,533,403.867,1.05053
41,546,480.033,1.09644
42,559,512.933,1.11777
43,572,397.567,1.11896
44,585,414.667,1.09135
45,598,655.133,1.10475
46,611,493.533,1.14093
47,624,451.367,1.17492
48,637,376.933,1.17468
49,650,347,1.14998
50,663,661.467,1.08796
51,676,570,1.02864
52,689,631.7,0.98252
53,702,629.533,0.959252
54,715,725.5,0.942518
55,728,1790.57,0.946397
56,741,1763.67,0.942317
57,754,1235.2,0.938504
58,767,1097.97,0.930879
59,780,1270.37,0.926654
60,793,1520.5,0.907161
61,806,3392.83,0.899943
62,819,2014.5,0.9117
63,832,1345.63,0.869367
64,845,1884.73,0.8381
65,858,1680.9,0.817223
66,871,2025.6,0.805893
67,884,4071.87,0.797623
68,897,3653.67,0.795103
69,910,1709.77,0.795612
70,923,2126.93,0.776777
71,936,2608.03,0.74752
72,949,5009.4,0.735853
73,962,6210.63,0.760173
74,975,7121.67,0.766388
75,988,7924.4,0.769399
76,1001,9970.8,0.757012
77,1014,8547.73,0.752945
78,1027,12174.3,0.74874
79,1040,7627,0.774597
80,1053,15584.3,0.772475
81,1066,26664.9,0.774289
82,1079,26520.1,0.768896
83,1092,18630.2,0.736462
84,1105,16276.4,0.724631
85,1118,17693.3,0.693336
86,1131,17632.3,0.678917
87,1144,29738.1,0.667849
88,1157,20785.6,0.658555
89,1170,40055.9,0.648754
90,1183,32860.9,0.664218
91,1196,36874,0.655618
92,1209,44803.2,0.658193
93,1222,65849.1,0.652366
94,1235,52145,0.634667
95,1248,26558.3,0.613843
96,1261,21980.8,0.598876
97,1274,22953.9,0.622425
98,1287,20044.3,0.621407
99,1300,15405.3,0.601535
100,1313,11020.1,0.611494
101,1326,25967.6,0.608037
102,1339,36860.1,0.599226
103,1352,21222.1,0.592166
104,1365,19807.7,0.589211
105,1378,17148.3,0.59037
106,1391,30723.2,0.580346
107,1404,23327.6,0.562226
108,1417,13056.1,0.546845
109,1430,23648.3,0.517046
110,1443,22299.3,0.491076
111,1456,25794.4,0.481742
112,1469,25121.9,0.46482
113,1482,16707,0.456711
114,1495,18992.7,0.445297
115,1508,17464.6,0.445517
116,1521,29482.4,0.44817
117,1534,22083.3,0.455958
118,1547,16404.8,0.467863
119,1560,21775.4,0.492289
120,1573,24437.9,0.507406
121,1586,15719.2,0.509772
122,1599,16418.3,0.515459
123,1612,15919.2,0.519453
124,1625,18352,0.53409
125,1638,12914.8,0.54711
126,1651,13686.7,0.552688
127,1664,17673,0.553948
128,1677,14232.7,0.559024
129,1690,15566.9,0.555349
130,1703,17358.5,0.554787
131,1716,23376,0.552017
132,1729,25474.4,0.526188
133,1742,21031.3,0.513095
134,1755,45385.3,0.498515
135,1768,43538.4,0.496107
136,1781,36150.5,0.500801
137,1794,74059.7,0.491043
138,1807,61844.3,0.481268
139,1820,43730.5,0.468848
140,1833,53816.5,0.461074
141,1846,38776.8,0.45672
142,1859,39955.6,0.433539
143,1872,65483.3,0.414052
144,1885,47514.5,0.393514
145,1898,57642.8,0.37557
146,1911,40558.4,0.369884
147,1924,73781.9,0.350668
148,1937,53172.8,0.336704
149,1950,45118.7,0.323498
150,1963,71400,0.316018
151,1976,59899.8,0.316026
152,1989,51219.9,0.312784
153,2002,62087.6,0.311887
154,2015,75143.4,0.306088
155,2028,54308.4,0.30461
156,2041,45790.1,0.300666
157,2054,56227,0.290468
158,2067,48550.1,0.280236
159,2080,40212.6,0.275158
160,2093,53160.5,0.269348
161,2106,42921.1,0.265173
162,2119,61762.7,0.267578
163,2132,58046.8,0.269249
164,2145,35814.5,0.277071
165,2158,92448.9,0.279666
166,2171,61853.4,0.277795
167,2184,86832.5,0.280473
168,2197,78059.7,0.276194
169,2210,77549.3,0.273665
170,2223,90823.2,0.265766
171,2236,60655.7,0.269239
172,2249,70806.2,0.264441
173,2262,76629,0.259533
174,2275,68432.1,0.259642
175,2288,114723,0.259422
176,2301,80818.3,0.259093
177,2314,46996.9,0.255087
178,2327,50478.4,0.257461
179,2340,65713.4,0.251492
180,2353,66968.1,0.237414
181,2366,50825.5,0.233023
182,2379,64347,0.229596
183,2392,60799.8,0.228193
184,2405,58177.5,0.218784
185,2418,58275.3,0.210957
186,2431,61278.6,0.20205
187,2444,67238.6,0.196937
188,2457,56229.6,0.197731
189,2470,41241.6,0.194348
190,2483,45666.9,0.191626
191,2496,54874.5,0.192582
192,2509,54892,0.195509
193,2522,59088.8,0.193391
194,2535,64759.7,0.19244
195,2548,59035,0.197357
196,2561,69135.6,0.208741
197,2574,59884.3,0.223854
198,2587,54536.8,0.242725
199,2600,61384.8,0.250799
200,2613,51316.6,0.253837
201,2626,46879.7,0.251012
202,2639,54329,0.247404
203,2652,50304.3,0.246339
204,2665,50957.6,0.242093
205,2678,59832.4,0.235313
206,2691,33205.9,0.22927
207,2704,58703.6,0.227439
208,2717,38667.9,0.223317
209,2730,38691,0.224896
210,2743,49108.1,0.227324
211,2756,43656.3,0.23193
212,2769,53279.4,0.229694
213,2782,50508.2,0.226717
214,2795,59182.7,0.228709
215,2808,46509.1,0.231691
216,2821,53601.7,0.22479
217,2834,58814.8,0.219129
218,2847,51880.2,0.218308
219,2860,47639.1,0.217725
220,2873,48549.5,0.214562
221,2886,56549.5,0.207826
222,2899,59905.1,0.199269
223,2912,66185.5,0.189036
224,2925,41154.7,0.179532
225,2938,39237.8,0.171653
226,2951,43684,0.167354
227,2964,41191.3,0.162373
228,2977,59456.6,0.158014
229,2990,39341.5,0.150706
230,3003,35774,0.145157
231,3016,54279,0.141069
232,3029,38129,0.13579
233,3042,63632.2,0.135304
234,3055,52861,0.135091
235,3068,48140.1,0.135509
236,3081,62700,0.132834
237,3094,73037,0.132519
238,3107,53268.7,0.129285
239,3120,64423.3,0.129058
240,3133,51958.2,0.126527
241,3146,52245,0.125913
242,3159,56748,0.120688
243,3172,55191.4,0.117252
244,3185,51081.9,0.112877
245,3198,43418.6,0.109357
246,3211,51440.1,0.107188
247,3224,66156,0.106528
248,3237,63661.8,0.103523
249,3250,42555.4,0.10276
250,3263,62232.8,0.102065
251,3276,54452.2,0.100888
252,3289,47913.7,0.102485
253,3302,68561.7,0.103779
254,3315,43709.6,0.104981
255,3328,46664.9,0.108176
256,3341,56934.4,0.109149
257,3354,60937.8,0.107803
258,3367,57384.1,0.10464
259,3380,54436.9,0.10418
260,3393,51433.1,0.106725
261,3406,43083.6,0.108343
262,3419,72853.2,0.108459
263,3432,43319.1,0.106255
264,3445,45811.9,0.104401
265,3458,52272.5,0.105122
266,3471,39985.5,0.105482
267,3484,27444.1,0.107657
268,3497,52993,0.111058
269,3510,56886.6,0.113342
270,3523,48190.7,0.117234
271,3536,42663.4,0.120359
272,3549,43184.8,0.120329
273,3562,39723,0.124393
274,3575,49426.9,0.126774
275,3588,45881.8,0.129468
276,3601,46367.8,0.132495
277,3614,51626.8,0.133399
278,3627,36164.8,0.136351
279,3640,39385,0.136922
280,3653,30524,0.134439
281,3666,51674.6,0.130277
282,3679,31039.8,0.125871
283,3692,70339.6,0.122966
284,3705,39380.8,0.12044
285,3718,47772.1,0.127349
286,3731,28156.1,0.135634
287,3744,46126.2,0.141088
288,3757,37718.1,0.146292
289,3770,34127.4,0.153263
290,3783,29488.1,0.154604
291,3796,36828.7,0.150807
292,3809,46483.3,0.148008
293,3822,29092.6,0.150315
294,3835,29770.4,0.153311
295,3848,41741.5,0.152253
296,3861,36732.9,0.149512
297,3874,39127.8,0.152031
298,3887,29638.9,0.15378
299,3900,31941.3,0.153981
300,3913,48050.4,0.153638
301,3926,38517.2,0.15178
302,3939,40082.8,0.154981
303,3952,28579.1,0.159923
304,3965,33034.1,0.164927
305,3978,27778.2,0.169203
306,3991,34121.7,0.177204
307,4004,37265.1,0.182891
308,4017,42169.7,0.189564
309,4030,29264.4,0.191466
310,4043,44969.1,0.19167
311,4056,43988.6,0.184643
312,4069,47736.8,0.180216
313,4082,31317.9,0.17947
314,4095,38416.5,0.179887
315,4108,40233.7,0.182662
316,4121,42828.8,0.181908
317,4134,54527.6,0.178526
318,4147,58441.7,0.179099
319,4160,31428.3,0.184482
320,4173,51314,0.190572
321,4186,48244.6,0.196183
322,4199,57225.7,0.204943
323,4212,38984.1,0.215604
324,4225,44576.7,0.223081
325,4238,47956.4,0.232985
326,4251,40959.5,0.235991
327,4264,52597.8,0.236988
328,4277,50616.2,0.251497
329,4290,54381.3,0.266291
330,4303,47342.1,0.272771
331,4316,45230.2,0.274669
332,4329,52643.1,0.278863
333,4342,46080,0.290916
334,4355,34376.4,0.291255
335,4368,31089.2,0.291189
336,4381,26549.6,0.293796
337,4394,24884.9,0.295222
338,4407,27446.4,0.296268
339,4420,24891.1,0.294202
340,4433,29082.6,0.286721
341,4446,32374.5,0.290426
342,4459,39976.3,0.297171
343,4472,37176.9,0.301368
344,4485,43218.2,0.306691
345,4498,26699.7,0.299278
346,4511,48133.2,0.289286
347,4524,57458.1,0.283374
348,4537,27671.5,0.276421
349,4550,44567.4,0.268831
350,4563,30240.3,0.267685
351,4576,43253.8,0.263073
352,4589,38317.3,0.249489
353,4602,36712.6,0.239666
354,4615,36728.7,0.235817
355,4628,30599.3,0.232377
356,4641,32401.6,0.231568
357,4654,34706.3,0.229019
358,4667,28382.8,0.229254
359,4680,29403.6,0.223499
360,4693,46053.6,0.216485
361,4706,34610,0.216327
362,4719,38481.1,0.213424
363,4732,41422.7,0.212966
364,4745,41851.4,0.207686
365,4758,41181.1,0.197933
366,4771,33290.2,0.195898
367,4784,34644.4,0.194315
368,4797,22990.3,0.191891
369,4810,37926.3,0.189762
370,4823,48666.5,0.185815
371,4836,36677.1,0.179771
372,4849,43119.6,0.178689
373,4862,31482.9,0.174785
374,4875,54078.3,0.175121
375,4888,40864.5,0.178169
376,4901,34759.3,0.179577
377,4914,38998.8,0.182068
378,4927,28981.4,0.184086
379,4940,45435.6,0.18948
380,4953,43822.7,0.190699
381,4966,36747.6,0.18597
382,4979,41363.9,0.186969
383,4992,35442.3,0.184402
384,5005,44733.7,0.179423
385,5018,61269.2,0.172052
386,5031,41616.6,0.170526
387,5044,52672.2,0.174633
388,5057,47044,0.176715
389,5070,73042.6,0.174743
390,5083,38934.9,0.171906
391,5096,47399.8,0.173832
392,5109,45084.5,0.172907
393,5122,40396.6,0.171161
394,5135,44432.1,0.164856
395,5148,60969,0.160204
396,5161,50770.1,0.158031
397,5174,47580.7,0.151802
398,5187,46808.4,0.147151
399,5200,40993.1,0.147546
400,5213,45113.2,0.154
401,5226,54456.1,0.163242
402,5239,54591.7,0.169008
403,5252,43491.8,0.172351
404,5265,72152,0.176009
405,5278,68255.6,0.180472
406,5291,46771.8,0.185104
407,5304,65842.2,0.192318
408,5317,76022.2,0.197252
409,5330,55293.6,0.194004
410,5343,57580.9,0.188434
411,5356,60513.1,0.183784
412,5369,44218,0.182946
413,5382,59339.4,0.185929
414,5395,102388,0.185718
415,5408,53403.4,0.185493
416,5421,55413.4,0.186403
417,5434,42593.2,0.186952
418,5447,81777.3,0.186564
419,5460,57622.6,0.190423
420,5473,47259.8,0.188351
421,5486,38139,0.190109
422,5499,67809.5,0.190539
423,5512,45807.7,0.191987
424,5525,45277,0.18975
425,5538,58582.5,0.18479
426,5551,59893.5,0.177292
427,5564,43809.1,0.173532
428,5577,53167.2,0.171956
429,5590,51191.9,0.169463
430,5603,42118.6,0.166533
431,5616,65040.6,0.164638
432,5629,44464.2,0.158472
433,5642,34301.1,0.153206
434,5655,39568.6,0.152051
435,5668,51530.5,0.155327
436,5681,53933.7,0.153567
437,5694,43238.9,0.157234
438,5707,40860.4,0.162819
439,5720,53527.7,0.162934
440,5733,78484.2,0.165768
441,5746,54216.3,0.164812
442,5759,62471,0.166609
443,5772,62702.9,0.170168
444,5785,46816.7,0.172796
