generation,agents,score,stepsize
0,13,4.96667,0.0937391
1,26,0.966667,0.0902175
2,39,4.56667,0.0891069
3,52,2.6,0.088305
4,65,4.83333,0.0854954
5,78,3.5,0.0853451
6,91,1.83333,0.0852227
7,104,14.3,0.0839368
8,117,28.6333,0.0840298
9,130,101.833,0.0847711
10,143,56.0667,0.0867923
11,156,68.6,0.0862644
12,169,54.2333,0.0849811
13,182,87.0667,0.0849807
14,195,112.833,0.085013
15,208,101.267,0.087214
16,221,158.967,0.0913233
17,234,148.033,0.0952654
18,247,109.1,0.0959955
19,260,112.033,0.0975381
20,273,124.267,0.0999856
21,286,159.7,0.101453
22,299,148.233,0.101244
23,312,182.367,0.103974
24,325,252.9,0.107519
25,338,138.667,0.11351
26,351,187.1,0.117897
27,364,183.4,0.12103
28,377,202.867,0.122484
29,390,240.767,0.121399
30,403,222.533,0.120354
31,416,213.133,0.120902
32,429,206.333,0.117736
33,442,196.033,0.112048
34,455,202.133,0.104412
35,468,344.567,0.101202
36,481,447.067,0.0989643
37,494,423.2,0.100651
38,507,412.6,0.10024
39,520,320.633,0.102003
40,533,360.933,0.100856
41,546,448.3,0.0963154
42,559,467.833,0.091774
43,572,454.7,0.0870551
44,585,317.367,0.0863758
45,598,350.367,0.084081
46,611,476.233,0.0812555
47,624,376.2,0.078064
48,637,376,0.0777781
49,650,404.267,0.0768313
50,663,404.567,0.0753672
51,676,444.167,0.0742151
52,689,466.033,0.0739866
53,702,469.6,0.0715887
54,715,853.7,0.0706403
55,728,745.2,0.0685457
56,741,719.667,0.0638545
57,754,844.133,0.0617069
58,767,819.567,0.0609608
59,780,945.733,0.0599659
60,793,1628.27,0.0595989
61,806,968.133,0.0576067
62,819,1158.27,0.0551375
63,832,1250.83,0.0531087
64,845,1068.63,0.0517222
65,858,908.133,0.0522411
66,871,828.233,0.0528432
67,884,895.9,0.0520907
68,897,717.133,0.0516635
69,910,721.5,0.0526833
70,923,689.1,0.0533858
71,936,805.767,0.0527606
72,949,507.5,0.05333
73,962,583.667,0.0531042
74,975,631.8,0.05287
75,988,685.533,0.0512164
76,1001,485.833,0.0490562
77,1014,703.533,0.0485705
78,1027,635.233,0.0475141
79,1040,734.833,0.0458122
80,1053,714.667,0.0445573
81,1066,836.9,0.0433258
82,1079,808.067,0.0429613
83,1092,866.333,0.0416825
84,1105,568.9,0.0409348
85,1118,1058.3,0.0397981
86,1131,987.167,0.0375789
87,1144,667.233,0.0364525
88,1157,799.1,0.0363733
89,1170,920.267,0.0367131
90,1183,812.4,0.0372333
91,1196,881.833,0.037726
92,1209,850.233,0.037513
93,1222,820.333,0.0368318
94,1235,846.567,0.0366826
95,1248,671.733,0.0361011
96,1261,711.533,0.0373419
