generation,agents,score,stepsize
0,13,0.133333,0.187651
1,26,0.0666667,0.176251
2,39,1.23333,0.167869
3,52,0.166667,0.162037
4,65,2.56667,0.15663
5,78,4.46667,0.153842
6,91,8.3,0.154648
7,104,5.13333,0.156951
8,117,7.76667,0.161616
9,130,5.2,0.169937
10,143,5.53333,0.179133
11,156,4.5,0.185527
12,169,4.36667,0.192638
13,182,6.03333,0.199625
14,195,6.53333,0.210173
15,208,6.03333,0.22138
16,221,6.1,0.229498
17,234,4.26667,0.241462
18,247,5.83333,0.256042
19,260,5.7,0.265198
20,273,6.53333,0.27451
21,286,9.93333,0.276806
22,299,15.2,0.284646
23,312,31.7,0.288926
24,325,56.2,0.295622
25,338,42.9667,0.299988
26,351,45.8,0.30361
27,364,45.4667,0.309801
28,377,52.1667,0.318361
29,390,68.7667,0.328156
30,403,134.567,0.339014
31,416,137.833,0.352302
32,429,127.067,0.359673
33,442,84.3333,0.364545
34,455,62.6,0.357883
35,468,73.6667,0.353606
36,481,60.8667,0.352394
37,494,111.533,0.341218
38,507,102.767,0.321078
39,520,165.867,0.313191
40,533,128.233,0.307764
41,546,128.067,0.296131
42,559,137.067,0.289068
43,572,122.6,0.284228
44,585,107.733,0.279844
45,598,120.9,0.274022
46,611,124.7,0.267725
47,624,114.7,0.267475
48,637,66.3333,0.268967
49,650,76.5333,0.265855
50,663,90.4,0.26123
51,676,95.3667,0.25886
52,689,94.3333,0.261013
53,702,93.4,0.256748
54,715,93.8,0.252337
55,728,94.1667,0.252793
56,741,116.5,0.246192
57,754,122.333,0.244737
58,767,139.7,0.243102
59,780,122.233,0.24486
60,793,122.267,0.243011
61,806,109.033,0.247145
62,819,112.8,0.250601
63,832,111.467,0.252252
64,845,150,0.24985
65,858,135.967,0.237766
66,871,86.5333,0.231586
67,884,108.733,0.225061
68,897,143.133,0.221417
69,910,99.7,0.220185
70,923,104.033,0.214765
71,936,113.933,0.21269
72,949,189.667,0.204799
73,962,161.433,0.195634
74,975,193.167,0.190159
75,988,190.633,0.185993
76,1001,253.8,0.181674
77,1014,226.133,0.177892
78,1027,260.133,0.174446
79,1040,238.567,0.168906
80,1053,283.233,0.166546
81,1066,289.933,0.161058
82,1079,249.133,0.158586
83,1092,292.833,0.159816
84,1105,249.867,0.160242
85,1118,311.2,0.165578
86,1131,262.933,0.167654
87,1144,253.9,0.162861
88,1157,223.9,0.154393
89,1170,269.267,0.147702
90,1183,302.033,0.140385
91,1196,267.733,0.135971
92,1209,268.167,0.129307
93,1222,322.833,0.125562
94,1235,340.733,0.121112
95,1248,349.8,0.117348
96,1261,257.633,0.113205
97,1274,342.633,0.110746
98,1287,317.133,0.10925
99,1300,385.133,0.109687
100,1313,327.633,0.110395
101,1326,308.8,0.10922
102,1339,328.433,0.110066
103,1352,364.967,0.109809
104,1365,358.733,0.109931
105,1378,311.733,0.109463
106,1391,295.3,0.111895
107,1404,302.133,0.112319
108,1417,208.333,0.110087
109,1430,248.833,0.10617
110,1443,330.967,0.0997073
111,1456,252.267,0.0952583
112,1469,317.267,0.0920259
113,1482,270.533,0.0921638
114,1495,341.567,0.0924232
115,1508,333.033,0.0915935
116,1521,341.067,0.0903554
117,1534,302.7,0.0903934
118,1547,311.4,0.0896648
119,1560,354.833,0.0898554
120,1573,279.967,0.0897993
121,1586,390.7,0.0904389
122,1599,383.033,0.0916737
123,1612,547.867,0.0912391
124,1625,513.367,0.0892941
125,1638,527.133,0.0889391
126,1651,427.9,0.0883857
127,1664,512.6,0.0889148
128,1677,596.6,0.0876116
129,1690,502.133,0.0877547
130,1703,616.733,0.0861381
131,1716,633.533,0.0866555
132,1729,543.567,0.0881453
133,1742,603.6,0.0889195
134,1755,617.233,0.0858158
135,1768,593.2,0.0836983
136,1781,625.2,0.0831988
137,1794,833.8,0.081734
138,1807,660.2,0.0785834
139,1820,656.267,0.0770468
140,1833,994.6,0.0769333
141,1846,678.4,0.0766468
142,1859,800.933,0.075456
143,1872,1047.5,0.0762237
144,1885,866.4,0.0771283
145,1898,679.833,0.0764129
146,1911,879.733,0.0745693
147,1924,910.733,0.0746356
148,1937,928.9,0.0786335
149,1950,933.7,0.0802293
150,1963,1040.63,0.0819058
151,1976,923.5,0.0850106
152,1989,943.967,0.0849395
153,2002,1185.43,0.0854154
154,2015,952.033,0.085194
155,2028,917.167,0.0857401
156,2041,987.067,0.0832131
157,2054,1056.53,0.0817418
158,2067,1642.17,0.0831729
159,2080,1570.4,0.085896
160,2093,1217.03,0.0873356
161,2106,1009.17,0.0926427
162,2119,1827.6,0.0961169
163,2132,1747.5,0.101233
164,2145,1656.8,0.105055
165,2158,911.267,0.110131
166,2171,1246,0.114774
167,2184,1507.13,0.118742
168,2197,1636.23,0.12073
169,2210,1626.77,0.123598
170,2223,1506.2,0.123571
171,2236,1569.47,0.123527
172,2249,1222.9,0.124606
173,2262,1360.97,0.125567
174,2275,1616.7,0.12627
175,2288,1393.6,0.127658
176,2301,1215.17,0.127301
177,2314,1485.03,0.125382
178,2327,1302.6,0.125925
179,2340,1219.8,0.12591
180,2353,1692.07,0.128193
181,2366,2271.2,0.128172
182,2379,1523.7,0.126055
183,2392,1877.03,0.125502
184,2405,1470.07,0.126859
185,2418,1173.1,0.129565
186,2431,1738.77,0.131793
187,2444,1216.6,0.135442
188,2457,1089.8,0.136295
189,2470,1865.1,0.134337
190,2483,1602.8,0.128649
191,2496,1759.27,0.121125
192,2509,1354.83,0.113156
193,2522,1536.07,0.112206
194,2535,1710.33,0.114355
195,2548,1365.13,0.114326
196,2561,1603.13,0.117343
197,2574,1257.8,0.118567
198,2587,1540.9,0.118797
199,2600,1305.63,0.118389
200,2613,1525.47,0.116075
201,2626,1161.97,0.113611
202,2639,1160.27,0.11073
203,2652,1094.37,0.108093
204,2665,1348.67,0.102634
205,2678,1485.3,0.0991337
206,2691,1045.2,0.0957542
207,2704,1332.87,0.094704
208,2717,1142.5,0.0999113
209,2730,1235.63,0.101379
210,2743,1509.6,0.10401
211,2756,1544.53,0.108599
